sample,nIGH,nIGK,nIGL,nTCRA,nTCRB,nTCRD,nTCRG, loadIGH,loadIGK,loadIGL,loadTCRA,loadTCRB,loadTCRD,loadTCRG,alphaIGH,alphaIGK,alphaIGL,alphaTCRA,alphaTCRB,alphaTCRD,alphaTCRG
06904d76-38ca-4c2a-8699-a57aacce0ec2_gdc_realn_rehead,0,0,0,5,0,0,0,0,0,0,24,0,0,0,0,0,0,1.3971453416116155,0,0,0
0699db2f-847c-4944-8b5e-2f2a196d5707_gdc_realn_rehead,2,1,1,11,0,1,0,20,2,12,422,0,6,0,0.3250829733914482,-0.0,-0.0,0.6600187748134203,0,-0.0,0
07c72ab1-765a-4cad-a8f5-b219b1df8089_gdc_realn_rehead,9,2,3,15,1,1,0,73,4,14,675,2,19,0,1.7650573617757483,0.6931471805599453,0.8921178708188161,0.9635552814316238,-0.0,-0.0,0
0813f7de-f80a-488b-a275-e4636629aca3_gdc_realn_rehead,0,1,1,10,0,1,0,0,5,2,150,0,6,0,0,-0.0,-0.0,0.7578638414167631,0,-0.0,0
086e890b-cdc3-455e-84a8-66dbfa3aae11_gdc_realn_rehead,5,2,1,13,0,1,0,17,8,2,292,0,11,0,1.4161396803619402,0.5623351446188083,-0.0,1.1727639292630523,0,-0.0,0
091d8ab7-7cad-4921-b2c2-4304ed611fc9_gdc_realn_rehead,0,0,0,5,0,0,0,0,0,0,79,0,0,0,0,0,0,0.5484679873398046,0,0,0
0a18b687-11be-427b-82a9-b11d80b0ea3d_gdc_realn_rehead,1,0,0,9,0,0,0,6,0,0,51,0,0,0,-0.0,0,0,1.7699165331010835,0,0,0
0a8e1c17-5ac8-4509-9741-ec1c59c5cebc_gdc_realn_rehead,2,3,1,9,0,1,0,67,20,2,312,0,2,0,0.421412422428133,0.7305880613711224,-0.0,0.8088198467402257,0,-0.0,0
0d3c1f7c-8aab-4cdb-a652-d873b630de45_gdc_realn_rehead,0,0,0,5,0,0,0,0,0,0,28,0,0,0,0,0,0,1.3510929202121096,0,0,0
0d6e7057-6aa8-46ff-9e9b-e0ba237eb19b_gdc_realn_rehead,3,1,1,10,0,1,0,18,2,55,110,0,6,0,0.6837389058487535,-0.0,-0.0,1.1975028397837582,0,-0.0,0
0da55f74-bd6d-4b13-88db-20863165b06b_gdc_realn_rehead,7,3,2,20,0,1,0,36,13,25,862,0,6,0,1.4836940556458567,1.0579054247036734,0.3669249912727096,0.8680574666746332,0,-0.0,0
0daa1a31-b86c-4353-b403-59db8ebcb851_gdc_realn_rehead,1,0,0,4,0,0,0,2,0,0,29,0,0,0,-0.0,0,0,1.2103011139066002,0,0,0
0ddd82c2-8cdb-4ec0-9c5f-3321f312e962_gdc_realn_rehead,0,0,0,6,1,1,0,0,0,0,179,4,4,0,0,0,0,0.8445647734351472,-0.0,-0.0,0
0e8babe1-4c15-4d9c-a26b-2ad839cef580_gdc_realn_rehead,2,0,0,9,0,1,0,11,0,0,112,0,143,0,0.47413931305783735,0,0,1.2152115786588524,0,-0.0,0
0ea510ed-4e24-4c5b-ab49-cfef85aedeab_gdc_realn_rehead,0,1,1,14,0,1,0,0,2,2,204,0,8,0,0,-0.0,-0.0,1.195384534243475,0,-0.0,0
0f077bd4-3907-4a81-a3df-0c1f5f32ff47_gdc_realn_rehead,2,0,0,18,1,1,0,6,0,0,552,6,14,0,0.6365141682948128,0,0,1.0027902776369966,-0.0,-0.0,0
100406a4-d12c-4ae5-b9ed-b6968f02dbe6_gdc_realn_rehead,11,5,3,26,2,1,0,434,49,65,1812,8,20,0,0.7008954284109885,1.2929832593863533,0.2738350477908407,0.692691944802195,0.5623351446188083,-0.0,0
108339cb-e827-4340-b52d-9b3cbb4e5165_gdc_realn_rehead,0,3,0,9,0,1,0,0,6,0,59,0,2,0,0,1.0986122886681096,0,1.587065996660479,0,-0.0,0
10e0e7f3-3fc1-43f7-b7fc-7bb6a375d060_gdc_realn_rehead,1,1,0,8,0,1,0,2,4,0,226,0,2,0,-0.0,-0.0,0,0.3921468267577879,0,-0.0,0
10e22941-6475-4f0b-8288-4e23e58864a6_gdc_realn_rehead,0,0,0,10,0,0,0,0,0,0,44,0,0,0,0,0,0,2.0913649226406013,0,0,0
1132c05d-00f1-4c3b-a0ed-06a735c82401_gdc_realn_rehead,3,1,1,11,0,1,0,15,4,2,133,0,2,0,0.9276173343271816,-0.0,-0.0,1.2666992624988584,0,-0.0,0
1198fd4b-6d38-4cb3-93b1-9a3b424fc339_gdc_realn_rehead,5,5,4,23,2,1,0,67,18,17,1758,8,24,0,1.2745453576241919,1.464816384890813,1.3545810752131697,1.2051935382997634,0.5623351446188083,-0.0,0
1228fb38-e5a9-4521-ad83-a67977908527_gdc_realn_rehead,0,0,0,8,0,0,0,0,0,0,37,0,0,0,0,0,0,1.6592764969472058,0,0,0
12b39ffe-9ea7-421a-af7c-2558fa992d78_gdc_realn_rehead,12,8,4,34,3,2,0,193,44,13,2355,6,4,0,1.9384097178712478,1.6882009186749536,1.3516811946858949,1.3075227795001856,1.0986122886681096,0.6931471805599453,0
13ed08ee-d7e8-43bd-9ee1-7850140e8210_gdc_realn_rehead,2,0,0,12,0,1,0,6,0,0,144,0,13,0,0.6931471805599453,0,0,0.9953915183179354,0,-0.0,0
14fe760a-b84e-4d6e-ab4f-56fbd5cf93ac_gdc_realn_rehead,1,2,0,13,0,1,0,2,28,0,248,0,8,0,-0.0,0.6829081047004717,0,1.0326815372656508,0,-0.0,0
1642360c-3217-42ce-b1c3-8a18c77a26be_gdc_realn_rehead,1,1,1,10,0,0,0,2,2,2,222,0,0,0,-0.0,-0.0,-0.0,1.0102425223955662,0,0,0
169ff044-7e80-475a-8834-bfdb10180992_gdc_realn_rehead,3,2,0,19,2,0,0,42,4,0,245,4,0,0,1.0254113998874028,0.6931471805599453,0,1.789971672643773,0.6931471805599453,0,0
170eae5f-f32e-45e5-beda-848a84ad2fb4_gdc_realn_rehead,7,2,2,14,1,1,0,99,11,21,727,2,18,0,1.5724314569101399,0.6554817739013927,0.5488743844849944,1.126133512026175,-0.0,-0.0,0
17579b7c-6ebd-4da8-9df5-004a69a7ef3d_gdc_realn_rehead,3,0,1,10,1,0,0,25,0,28,584,2,0,0,0.8731726364245317,0,-0.0,0.5582258545104883,-0.0,0,0
1774634c-c5f9-46b4-bd3d-01c9e520e341_gdc_realn_rehead,2,0,2,10,0,1,0,8,0,6,281,0,2,0,0.5623351446188083,0,0.6931471805599453,0.6655335946469523,0,-0.0,0
17d3f67c-7d54-4866-88d5-96272a8b8bee_gdc_realn_rehead,0,0,0,6,0,0,0,0,0,0,112,0,0,0,0,0,0,0.8189681266187188,0,0,0
18b2e6a9-0213-410f-ab5d-10e839b4d4ee_gdc_realn_rehead,2,0,0,8,0,0,0,19,0,0,71,0,0,0,0.6581099875431143,0,0,1.2552214696694521,0,0,0
18b7d94a-8660-46b8-8681-323fdfee2826_gdc_realn_rehead,4,1,0,8,0,0,0,9,4,0,214,0,0,0,1.3689223607402194,-0.0,0,1.017971765219064,0,0,0
19253042-25b5-469d-aa1b-4822f6dd92db_gdc_realn_rehead,7,2,3,14,1,1,0,193,12,11,3294,3,2,0,1.0840713671256272,0.6365141682948128,1.0361987848192837,0.7161243086242637,-0.0,-0.0,0
19b05e39-15f0-4a05-9df4-b0ae1864494a_gdc_realn_rehead,5,2,3,16,1,2,0,24,5,9,561,4,6,0,1.457205948526498,0.6730116670092565,1.0608569471580214,1.0912732691352804,-0.0,0.6365141682948128,0
1b9642cd-d963-4251-a929-b499516a3f82_gdc_realn_rehead,0,1,1,8,0,0,0,0,2,2,43,0,0,0,0,-0.0,-0.0,1.627798321099157,0,0,0
1bdf64ba-0881-4ab3-a2e6-e8c38d925e45_gdc_realn_rehead,0,0,0,8,0,0,0,0,0,0,27,0,0,0,0,0,0,1.836918100862466,0,0,0
1bfdc454-759f-43b2-9c8e-7298efe412fc_gdc_realn_rehead,2,0,0,9,1,0,0,138,0,0,87,2,0,0,0.07575108500341506,0,0,1.0425187332027792,-0.0,0,0
1c0e230e-5838-4cb1-9f48-a5b5173dfd3e_gdc_realn_rehead,2,2,1,11,0,0,0,4,12,2,240,0,0,0,0.6931471805599453,0.45056120886630463,-0.0,0.763822593546079,0,0,0
1efde3b7-5fd9-4fee-bc1f-9cd9f5a3221d_gdc_realn_rehead,8,2,2,16,1,0,0,114,25,10,1026,6,0,0,1.6890048475257058,0.6859298002523728,0.6730116670092565,0.7752585338847204,-0.0,0,0
1f3d2751-c60c-4c2f-bb9f-cc35c05903ab_gdc_realn_rehead,2,0,0,7,0,1,0,7,0,0,98,0,5,0,0.5982695885852573,0,0,1.1650480496074653,0,-0.0,0
201d192c-9f30-445a-a0ac-f9534aab9902_gdc_realn_rehead,5,0,0,12,1,0,0,26,0,0,237,2,0,0,1.4083512291280094,0,0,0.9809162311595939,-0.0,0,0
20201e84-9484-4a28-9af6-d229f45c6703_gdc_realn_rehead,2,0,0,7,0,0,0,4,0,0,106,0,0,0,0.6931471805599453,0,0,1.239356692918737,0,0,0
208ee929-9039-43fb-8177-11631c297103_gdc_realn_rehead,4,1,0,14,0,1,0,196,3,0,160,0,3,0,0.7721926207177259,-0.0,0,1.5317951848072757,0,-0.0,0
218497eb-3c64-4e96-bd70-c2cf3d6d9877_gdc_realn_rehead,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0.9743147528693494,0,0,0
21d1dc59-02bf-46bc-ac59-5ba6a6883595_gdc_realn_rehead,0,0,0,12,0,0,0,0,0,0,74,0,0,0,0,0,0,2.0393911904316635,0,0,0
21f22a44-fb3b-422f-8d6f-934e53ec5aec_gdc_realn_rehead,3,2,0,11,0,0,0,14,17,0,117,0,0,0,0.7963116401738131,0.362210557135449,0,1.4709128171993504,0,0,0
21fb3492-7e9e-466f-9d98-d5394af5d2d2_gdc_realn_rehead,2,0,0,3,0,0,0,4,0,0,32,0,0,0,0.6931471805599453,0,0,0.6019239717322894,0,0,0
230fd3e9-44a2-4391-825d-143cba8bcf9a_gdc_realn_rehead,2,1,0,8,0,0,0,7,121,0,130,0,0,0,0.5982695885852573,-0.0,0,0.8706524964941329,0,0,0
23221ebb-100c-4e28-bf4e-0f164a8ed50a_gdc_realn_rehead,5,1,1,14,0,1,0,96,17,364,815,0,2,0,0.9145790184580915,-0.0,-0.0,1.0348243365771386,0,-0.0,0
233d824a-5818-41ec-adc9-8464ddc024c1_gdc_realn_rehead,3,0,1,16,0,1,0,10,0,12,204,0,6,0,1.0296530140645737,0,-0.0,1.635797855522074,0,-0.0,0
2371f879-e2a1-4487-ba2d-a14d40981ace_gdc_realn_rehead,1,0,0,4,0,0,0,4,0,0,32,0,0,0,-0.0,0,0,1.0337005498525014,0,0,0
23e069a4-9d44-442e-8d49-eb088fb9a187_gdc_realn_rehead,4,0,0,14,0,1,0,17,0,0,298,0,25,0,1.036993868518466,0,0,1.8913804346411753,0,-0.0,0
24266bd0-b5ba-4168-b9f2-484c74d0b795_gdc_realn_rehead,1,1,0,8,0,0,0,5,4,0,116,0,0,0,-0.0,-0.0,0,1.0313627856617966,0,0,0
250289ec-46a2-4ce2-84bc-0b6168a1f8b0_gdc_realn_rehead,10,3,3,24,0,2,0,248,23,9,3102,0,104,0,1.31807408250778,0.8223449173934805,1.0608569471580214,0.8905245220228606,0,0.5824922438849605,0
25deadd5-883a-4e88-8016-e337c1cec641_gdc_realn_rehead,2,2,0,10,0,0,0,9,8,0,175,0,0,0,0.5297061990576545,0.5623351446188083,0,0.8004112670943638,0,0,0
25fc67f7-eb4f-4a80-b5a8-a89c6e5a9292_gdc_realn_rehead,1,0,0,10,0,0,0,37,0,0,115,0,0,0,-0.0,0,0,1.2527563408404305,0,0,0
267d0d2e-32c6-475b-b4a6-c3c9ecc57a4d_gdc_realn_rehead,3,2,5,16,0,0,0,29,4,14,425,0,0,0,0.744129541411298,0.6931471805599453,1.5498260458782016,1.848424115921448,0,0,0
269f6d2a-87dc-4fd8-af61-2ab4e6e06728_gdc_realn_rehead,3,0,0,6,0,0,0,22,0,0,438,0,0,0,0.7595473914748635,0,0,0.6622321558828748,0,0,0
284cdeba-e8fb-4e5d-960a-dc45815fd3bd_gdc_realn_rehead,0,1,0,3,0,0,0,0,2,0,12,0,0,0,0,-0.0,0,1.0114042647073516,0,0,0
28d806cd-95c7-4dfb-a980-1a482bbdf285_gdc_realn_rehead,0,1,0,5,0,0,0,0,2,0,30,0,0,0,0,-0.0,0,1.3869747076862664,0,0,0
291c515a-0c08-4f00-ad1a-13b6ec6fb982_gdc_realn_rehead,4,4,2,17,0,1,0,37,28,12,610,0,14,0,1.0913783105506745,0.9911388966130941,0.6365141682948128,0.856681597123197,0,-0.0,0
2950c941-f93f-4948-97f2-74cf6d5161de_gdc_realn_rehead,13,4,3,26,2,2,0,161,19,49,1427,4,25,0,1.5291384344326315,1.1184066545611024,0.7154456795248026,0.9238538570891373,0.6931471805599453,0.2787693717685874,0
298d5de5-f66d-47db-8150-908ca70f6f86_gdc_realn_rehead,13,2,2,25,2,1,0,68,44,8,1302,4,19,0,2.163942252488282,0.18490739916777568,0.5623351446188083,0.8334783192901221,0.6931471805599453,-0.0,0
298f6a56-5a1d-4b35-bb8a-e670ea6a0ee9_gdc_realn_rehead,1,1,0,8,2,0,0,4,2,0,55,4,0,0,-0.0,-0.0,0,1.2459066215668237,0.6931471805599453,0,0
29b33845-77da-4a4b-a6e7-7b4aa6a26393_gdc_realn_rehead,3,1,0,15,0,1,0,14,5,0,211,0,3,0,1.0789922078775833,-0.0,0,0.895049878006097,0,-0.0,0
29d635f0-3db9-4d3a-bae3-7e16de3b6bea_gdc_realn_rehead,0,0,0,16,1,0,0,0,0,0,218,2,0,0,0,0,0,1.5040775261814436,-0.0,0,0
2a8cf710-6197-4a1c-b7b3-97bbb975c715_gdc_realn_rehead,1,3,0,6,0,0,0,2,7,0,175,0,0,0,-0.0,1.0789922078775833,0,0.7141817108926508,0,0,0
2adbf2eb-6c1c-4624-91ce-86765f2219c5_gdc_realn_rehead,6,2,1,12,0,0,0,33,69,2,2918,0,0,0,1.555225283924911,0.13119781096951133,-0.0,0.13643988023379594,0,0,0
2babb909-4d6a-4873-9010-0481cd9d7f67_gdc_realn_rehead,12,3,5,14,1,1,0,113,47,16,1684,2,2,0,1.516064629239076,0.9190239851783006,1.4941751382893085,1.039934599917561,-0.0,-0.0,0
2c5bf985-e02f-4319-9060-03903d77629c_gdc_realn_rehead,4,1,2,14,0,1,0,8,4,8,241,0,13,0,1.3862943611198906,-0.0,0.6931471805599453,1.1925724014881993,0,-0.0,0
2c652ec1-ee07-4d63-bfb0-cbf9e4013717_gdc_realn_rehead,0,1,2,8,0,0,0,0,4,6,106,0,0,0,0,-0.0,0.6365141682948128,1.008497708312145,0,0,0
2c95ea97-62f0-4cdf-b5c2-e52f1dba1df7_gdc_realn_rehead,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,0,0,1.0553577376953942,0,0,0
2ca0803b-71dc-4910-9307-dd5aeb5c8015_gdc_realn_rehead,5,1,2,18,1,0,0,49,2,29,494,2,0,0,0.9816118132405799,-0.0,0.5890026049647302,1.4189174137686502,-0.0,0,0
2cfd1613-48d7-467e-99f6-cb93b233c019_gdc_realn_rehead,0,0,0,10,0,1,0,0,0,0,47,0,2,0,0,0,0,2.031121914038431,0,-0.0,0
2d5e614b-ab16-4ff9-bb9a-0c1004890a77_gdc_realn_rehead,8,5,3,17,0,1,0,132,105,9,1215,0,13,0,1.630392582392602,1.298707458765174,0.9950269901795212,0.7049426645933508,0,-0.0,0
2efe4617-99bc-4b18-9159-7739131c8aa9_gdc_realn_rehead,6,0,2,12,0,0,0,56,0,10,1083,0,0,0,1.6678178258854386,0,0.5004024235381879,0.688908427268891,0,0,0
2f3322db-f3cb-4a08-b81b-bba1703f55c1_gdc_realn_rehead,7,2,2,12,0,1,0,55,4,6,469,0,109,0,1.6918413445921967,0.6931471805599453,0.6365141682948128,1.2878224403003988,0,-0.0,0
3001ec84-0cf6-478d-944d-31477f29682c_gdc_realn_rehead,1,0,1,8,0,0,0,4,0,2,28,0,0,0,-0.0,0,-0.0,1.7265636287565023,0,0,0
303660c7-e51c-425d-9432-f59b6b427b41_gdc_realn_rehead,4,0,0,9,0,0,0,21,0,0,148,0,0,0,1.3654306466659105,0,0,1.201958440803482,0,0,0
3053eba0-ea7d-4458-8d90-8529d9d9cd5b_gdc_realn_rehead,4,0,1,18,0,0,0,25,0,2,253,0,0,0,0.8147468773673192,0,-0.0,1.4241809356722654,0,0,0
3072d901-49d8-4081-822b-0c028e9e28fa_gdc_realn_rehead,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0.6931471805599453,0,0,0
30adccfc-bb00-4b20-9579-2fd4db4cbd32_gdc_realn_rehead,0,1,0,10,0,0,0,0,2,0,133,0,0,0,0,-0.0,0,0.7513223780387284,0,0,0
3103782a-2847-4a2a-b31f-4e5ea2ed76b0_gdc_realn_rehead,6,4,1,16,0,1,0,59,48,3,2494,0,6,0,1.3608002090037106,0.623848004006291,-0.0,0.6268388230991859,0,-0.0,0
319e9480-8717-4ccc-b906-2e42be7db976_gdc_realn_rehead,3,2,3,9,1,1,0,43,4,8,190,4,4,0,0.37395609426807425,0.6931471805599453,1.0397207708399179,1.0005876442644637,-0.0,-0.0,0
31e494ef-4885-4296-99df-d1583cff7a5c_gdc_realn_rehead,1,1,0,6,0,0,0,2,3,0,133,0,0,0,-0.0,-0.0,0,0.5978516181624709,0,0,0
31f13ffe-59d7-4b49-89e2-020daf75b1ee_gdc_realn_rehead,5,0,0,15,0,0,0,120,0,0,346,0,0,0,0.458049108276924,0,0,1.2758647825329394,0,0,0
3208ed34-81cc-4419-8bfe-310568b43c80_gdc_realn_rehead,3,1,0,6,1,0,0,37,2,0,450,2,0,0,0.7495172222197812,-0.0,0,0.7335583176185048,-0.0,0,0
32b09cce-1d6a-44f1-8699-7cdf8d6e0fb3_gdc_realn_rehead,4,1,1,6,0,0,0,99,2,2,106,0,0,0,0.6172404408180865,-0.0,-0.0,0.8213991545053283,0,0,0
33cfa2ad-37ac-485c-b721-2da6885ce3f6_gdc_realn_rehead,3,4,1,14,0,1,0,28,18,17,839,0,25,0,0.8304717124362917,1.0027182645175161,-0.0,0.733210030837345,0,-0.0,0
344403b9-e960-4d21-8094-c64c6c21feac_gdc_realn_rehead,1,0,0,7,0,0,0,3,0,0,89,0,0,0,-0.0,0,0,1.0549328581795447,0,0,0
345bf6c7-2b7c-4ff6-9edf-5eb579ffbe5d_gdc_realn_rehead,1,2,0,12,0,1,0,8,4,0,64,0,2,0,-0.0,0.6931471805599453,0,1.7833565258296302,0,-0.0,0
346dd6ea-76b5-4e01-926d-07832d3a76c4_gdc_realn_rehead,2,1,1,5,0,0,0,8,2,2,46,0,0,0,0.5623351446188083,-0.0,-0.0,1.1925651691824188,0,0,0
35efed04-67eb-4cad-aa21-e1c0ce81db9d_gdc_realn_rehead,3,2,1,8,0,0,0,60,5,2,84,0,0,0,0.3887343902209295,0.6730116670092565,-0.0,1.1713278222358106,0,0,0
368ddefd-8538-426b-9015-a3c7f3bb7850_gdc_realn_rehead,10,5,6,20,2,1,0,200,18,34,2074,5,37,0,1.3084854263399353,1.5089177597971124,1.4353306827273782,0.7343686080627205,0.6730116670092565,-0.0,0
377df6dd-af23-4337-8713-a5c4955b7d6f_gdc_realn_rehead,4,0,3,13,0,1,0,18,0,7,359,0,6,0,1.190660675649706,0,1.0789922078775833,1.2216005272042623,0,-0.0,0
3798177b-bd80-48b4-a937-c4d4464d482a_gdc_realn_rehead,6,5,0,15,1,1,0,57,20,0,548,4,32,0,1.3522944061492728,1.496415934940139,0,0.9183595566516187,-0.0,-0.0,0
38aa3c95-013f-4010-a5fd-54ff5e4aa728_gdc_realn_rehead,4,4,3,15,0,1,0,65,25,6,1296,0,11,0,0.5490487567760657,1.1778210141494905,1.0986122886681096,0.4731108771667158,0,-0.0,0
38d095ea-9002-42a5-a556-1c751b0405e9_gdc_realn_rehead,3,0,0,7,0,0,0,8,0,0,82,0,0,0,1.0397207708399179,0,0,1.2539800515170514,0,0,0
38dc8f73-a4ec-4f38-a612-11cf1faa1d8d_gdc_realn_rehead,2,2,2,5,0,0,0,53,9,6,64,0,0,0,0.16068056204154624,0.6365141682948128,0.6365141682948128,0.6415518483235773,0,0,0
39360e12-b82e-423e-97fa-392cbd6cb971_gdc_realn_rehead,4,4,5,18,1,1,0,78,224,15,1062,2,10,0,1.116238884789839,0.42878112309641453,1.5472867333409475,0.5934255063015597,-0.0,-0.0,0
39b27f76-9e10-4284-b5dc-7b5a554dfe26_gdc_realn_rehead,3,0,1,8,0,1,0,109,0,12,99,0,27,0,0.39631017391824025,0,-0.0,1.3444446043695362,0,-0.0,0
3a5d8a5d-4fd2-41b0-ac21-dfa50eab1dcc_gdc_realn_rehead,10,7,3,18,1,1,0,147,28,22,808,2,17,0,2.0054148941592342,1.8060741295707583,0.9369181202504688,1.1989761547681483,-0.0,-0.0,0
3b50841d-fd1b-4f40-85db-db97403b3411_gdc_realn_rehead,2,2,0,17,0,0,0,20,4,0,714,0,0,0,0.6730116670092565,0.6931471805599453,0,0.8851257104491175,0,0,0
3d2b7c58-6ae8-4199-8782-b4c37b52e757_gdc_realn_rehead,9,5,1,25,2,1,0,116,32,7,1048,10,12,0,1.5511854185246168,1.2503090437774844,-0.0,0.9026664209483813,0.5004024235381879,-0.0,0
3e37a585-683d-4c2d-818f-67cb53da7a37_gdc_realn_rehead,4,1,1,14,0,0,0,36,5,17,288,0,0,0,0.8928007332524436,-0.0,-0.0,1.1996117679422813,0,0,0
3e393ba2-b0bb-47aa-80e3-eb78214a3e54_gdc_realn_rehead,4,2,0,11,0,1,0,59,18,0,485,0,158,0,1.2801648293105807,0.34883209584303193,0,0.5688996398706669,0,-0.0,0
3ebcd3bb-9188-4c03-a6db-f4b8d191f0f2_gdc_realn_rehead,5,1,0,15,0,1,0,92,4,0,289,0,4,0,1.1308206343199088,-0.0,0,1.2206608052125403,0,-0.0,0
3efc7114-c5a2-4bb6-b6bf-02fafc3573f6_gdc_realn_rehead,1,0,0,7,0,0,0,2,0,0,122,0,0,0,-0.0,0,0,1.1318021519810941,0,0,0
3f53a71c-e0a7-442f-92da-4e74f5c84581_gdc_realn_rehead,4,0,1,15,1,0,0,19,0,2,178,2,0,0,1.1942726843483227,0,-0.0,1.6432319333030088,-0.0,0,0
3f574e31-db95-4199-826c-c2f5b1e4332b_gdc_realn_rehead,0,1,0,5,0,0,0,0,2,0,59,0,0,0,0,-0.0,0,1.0630122158712265,0,0,0
3f612e90-0fe9-4c7c-a686-247472cfe4e2_gdc_realn_rehead,1,1,0,12,1,1,0,2,5,0,434,2,8,0,-0.0,-0.0,0,0.49477727204968636,-0.0,-0.0,0
3f88026f-3beb-4805-85aa-65b5e5909b64_gdc_realn_rehead,5,1,1,11,0,1,0,89,2,3,128,0,7,0,1.123503061813791,-0.0,-0.0,1.2916610599690184,0,-0.0,0
3fba503a-4c2f-4909-a094-a9c4882afee5_gdc_realn_rehead,2,1,0,7,0,0,0,6,2,0,139,0,0,0,0.6365141682948128,-0.0,0,1.179807580511118,0,0,0
4023042c-409b-433f-9c43-c719736a55ba_gdc_realn_rehead,2,2,2,21,0,1,0,19,14,41,707,0,908,0,0.5146531654289292,0.5982695885852573,0.6567119934093887,1.3705868395016554,0,-0.0,0
41481131-9b42-47bb-9f05-879007ad423c_gdc_realn_rehead,6,0,2,19,0,2,0,254,0,6,997,0,89,0,0.8131414654306286,0,0.6931471805599453,1.2509611110614074,0,0.30227778701409236,0
4253cc98-350d-4c54-a98c-113d15cf6381_gdc_realn_rehead,1,0,1,11,0,0,0,2,0,2,63,0,0,0,-0.0,0,-0.0,1.9869991147704917,0,0,0
426159a8-d17a-4770-91ac-578ecdf46b8d_gdc_realn_rehead,3,0,1,13,1,1,0,16,0,2,109,2,10,0,0.9743147528693494,0,-0.0,1.642530170156618,-0.0,-0.0,0
42722360-9f14-453c-851e-aadc068affcc_gdc_realn_rehead,3,1,1,13,0,0,0,25,10,2,502,0,0,0,0.7174352514213597,-0.0,-0.0,0.8518810366391727,0,0,0
42da1d41-a034-4c87-af13-615a6d94d0bb_gdc_realn_rehead,2,3,0,9,0,1,0,6,6,0,194,0,2,0,0.6365141682948128,1.0986122886681096,0,0.6946142266417827,0,-0.0,0
42de85be-ae4e-47c9-97d9-1b92f1f4569a_gdc_realn_rehead,1,0,1,5,0,0,0,2,0,4,23,0,0,0,-0.0,0,-0.0,1.1282798480590317,0,0,0
4340a3f4-4b56-432a-949a-655b5f74c2f7_gdc_realn_rehead,1,2,1,7,0,0,0,4,13,2,90,0,0,0,-0.0,0.4293230219306162,-0.0,1.0811453037641203,0,0,0
44923b77-7082-4567-9712-1f05207b94d6_gdc_realn_rehead,2,1,2,19,0,1,0,21,2,7,920,0,2,0,0.5982695885852573,-0.0,0.5982695885852573,0.9357377576742074,0,-0.0,0
44ab1da4-a195-4f76-a012-393e3fdb5611_gdc_realn_rehead,1,2,0,10,0,2,0,8,8,0,589,0,12,0,-0.0,0.5623351446188083,0,0.5795948713038533,0,0.45056120886630463,0
455a3e8d-2074-41af-b082-0fbede72aeea_gdc_realn_rehead,1,0,0,7,0,0,0,75,0,0,187,0,0,0,-0.0,0,0,1.1238798216037964,0,0,0
