sample,nIGH,nIGK,nIGL,nTCRA,nTCRB,nTCRD,nTCRG, loadIGH,loadIGK,loadIGL,loadTCRA,loadTCRB,loadTCRD,loadTCRG,alphaIGH,alphaIGK,alphaIGL,alphaTCRA,alphaTCRB,alphaTCRD,alphaTCRG
32b09cce-1d6a-44f1-8699-7cdf8d6e0fb3_gdc_realn_rehead,30,504,147,77,1,1,0,245,5639,699,314,2,2,0,2.9123604992624053,4.112000113542232,4.561183705395753,4.008371304614202,-0.0,-0.0,0
33cfa2ad-37ac-485c-b721-2da6885ce3f6_gdc_realn_rehead,65,1420,272,323,1,8,0,344,13851,1688,3657,2,39,0,3.755633824004943,6.327391502359991,5.047014870822151,3.5330920691574277,-0.0,1.562105290059122,0
344403b9-e960-4d21-8094-c64c6c21feac_gdc_realn_rehead,5,210,59,55,7,2,0,12,1205,212,205,15,4,0,1.5890269151739727,4.728751102361703,3.863994821617066,3.7511743592007174,1.933809998920632,0.6931471805599453,0
345bf6c7-2b7c-4ff6-9edf-5eb579ffbe5d_gdc_realn_rehead,12,251,85,73,3,4,1,29,759,274,2805,6,12,3,2.42056098109513,5.255661186068168,4.2863197441238725,0.517389138540101,1.0986122886681096,1.242453324894,-0.0
346dd6ea-76b5-4e01-926d-07832d3a76c4_gdc_realn_rehead,19,220,93,71,0,1,0,112,967,296,7831,0,2,0,2.4917101561057358,4.984221017503095,4.329503469773895,0.2591792962624784,0,-0.0,0
35efed04-67eb-4cad-aa21-e1c0ce81db9d_gdc_realn_rehead,6,114,51,75,0,2,0,62,618,251,14690,0,8,0,0.8416651592182486,4.130246901192471,3.6147560257778433,0.3395843554371382,0,0.6931471805599453,0
368ddefd-8538-426b-9015-a3c7f3bb7850_gdc_realn_rehead,152,2645,933,551,5,18,0,1032,30943,9524,14441,12,120,0,4.510999349859478,6.821449483892994,5.606647260861313,2.2509874188624597,1.5890269151739727,2.412222568577749,0
377df6dd-af23-4337-8713-a5c4955b7d6f_gdc_realn_rehead,25,343,124,83,2,4,0,106,2851,648,1067,9,14,0,3.0219684878722637,4.989832363531962,4.276374333541091,2.112512400402867,0.6365141682948128,1.277034259466139,0
3798177b-bd80-48b4-a937-c4d4464d482a_gdc_realn_rehead,150,1301,524,359,4,7,0,813,7609,2610,1453,18,51,0,4.291992965891599,6.392921714202583,5.654954880549021,5.513061960067559,1.2730283365896258,1.3265424683934686,0
38aa3c95-013f-4010-a5fd-54ff5e4aa728_gdc_realn_rehead,44,1440,467,350,11,6,1,297,25706,5353,7210,61,21,3,3.2713273578707556,5.919078714960184,4.968154279347246,3.1726695487335763,2.023973938022423,1.5747426241527038,-0.0
38d095ea-9002-42a5-a556-1c751b0405e9_gdc_realn_rehead,13,94,50,32,1,0,0,68,346,159,259,2,0,0,1.6101438623656794,4.043558216834365,3.7149493268610416,2.035641221306765,-0.0,0,0
38dc8f73-a4ec-4f38-a612-11cf1faa1d8d_gdc_realn_rehead,23,318,166,55,2,0,1,420,5144,3663,4231,4,0,3,2.0860662300061454,3.9716486659016734,3.69452289185652,0.8300883515472383,0.6931471805599453,0,-0.0
39360e12-b82e-423e-97fa-392cbd6cb971_gdc_realn_rehead,186,1632,789,409,11,12,0,773,13190,5504,2474,25,57,0,4.913153612763973,6.470900941303061,5.918609403129136,5.18098134406763,2.3424704979334248,1.8857642807655581,0
39b27f76-9e10-4284-b5dc-7b5a554dfe26_gdc_realn_rehead,16,190,81,32,3,2,2,157,6392,910,869,7,27,6,1.9959317210374383,1.5626790741549834,3.5717920499599773,0.8391858380374673,1.0789922078775833,0.34883209584303193,0.6365141682948128
3a5d8a5d-4fd2-41b0-ac21-dfa50eab1dcc_gdc_realn_rehead,195,1607,615,494,11,12,0,953,18185,4207,9916,59,50,0,4.881678823061238,5.501615564623357,5.55161221270274,2.089279462049454,1.6942354728882796,2.1753511538358232,0
3b50841d-fd1b-4f40-85db-db97403b3411_gdc_realn_rehead,49,702,280,256,2,6,0,179,4116,1340,1150,7,55,0,3.7138644899934232,5.727436782919862,5.082120277000624,4.964990095357313,0.5982695885852573,1.284662402183291,0
3d2b7c58-6ae8-4199-8782-b4c37b52e757_gdc_realn_rehead,154,1484,431,396,5,10,0,1420,10567,3035,2166,18,68,0,3.548213710526086,6.405167640956597,4.746951235499668,5.247019188754734,1.5089177597971126,1.5186840990142476,0
3d44d6c3-5dcf-42ee-8ebe-dcdaad30493c_gdc_realn_rehead,118,2412,392,608,8,5,1,696,35461,3736,240864,35,66,3,4.359709353247498,6.288777916790813,4.431091793711686,0.27198210865450423,1.8272651830055786,1.3199438815941793,-0.0
3e37a585-683d-4c2d-818f-67cb53da7a37_gdc_realn_rehead,38,465,316,99,4,9,2,231,4640,5500,780,16,31,6,2.8836774820569544,5.186807229679412,4.030206697414527,3.8403444140738157,1.3208883431493221,2.0974555002858017,0.6365141682948128
3e393ba2-b0bb-47aa-80e3-eb78214a3e54_gdc_realn_rehead,90,1238,453,210,4,12,0,747,22749,4709,1402,19,226,0,3.8182845813537023,5.489301527723554,5.277230873744522,4.795680488813173,1.1919038879225412,1.423566793350636,0
3ebcd3bb-9188-4c03-a6db-f4b8d191f0f2_gdc_realn_rehead,38,457,129,128,6,3,1,251,4453,806,5004,26,19,4,3.145171496763301,5.249868379904983,4.262409959734997,1.2388911038174326,1.4844575358174863,0.8246593237664703,-0.0
3efc7114-c5a2-4bb6-b6bf-02fafc3573f6_gdc_realn_rehead,8,266,114,63,4,0,0,17,917,352,207,11,0,0,2.068513497359536,5.30753177167774,4.525472605148204,3.791954511819629,1.3421131789144003,0,0
3f27519d-4cb0-4427-b90e-4b3ed890649c_gdc_realn_rehead,0,0,0,167,0,0,0,0,0,0,3916,0,0,0,0,0,0,3.007857858819405,0,0,0
3f53a71c-e0a7-442f-92da-4e74f5c84581_gdc_realn_rehead,32,323,108,98,2,2,0,120,1697,717,2510,4,6,0,3.1462412049315596,5.262153236035478,3.8872643921513763,1.328048199380719,0.6931471805599453,0.6365141682948128,0
3f574e31-db95-4199-826c-c2f5b1e4332b_gdc_realn_rehead,3,54,29,22,0,0,0,14,162,100,104,0,0,0,1.060944240790747,3.8262020657652136,3.186097651103126,2.6108235413660363,0,0,0
3f612e90-0fe9-4c7c-a686-247472cfe4e2_gdc_realn_rehead,27,398,172,80,8,2,0,179,2900,1506,607,20,12,0,2.8940411080363315,5.045347371091348,4.033205609380724,2.8526081140821002,1.9730014063936125,0.6365141682948128,0
3f88026f-3beb-4805-85aa-65b5e5909b64_gdc_realn_rehead,48,583,361,79,8,4,0,444,7393,4420,385,20,11,0,3.0242023154198177,5.189188453915915,4.876534116975059,4.034728566715772,2.042316124449607,1.2882523050229002,0
3fba503a-4c2f-4909-a094-a9c4882afee5_gdc_realn_rehead,20,198,69,59,3,1,0,74,877,315,276,18,2,0,2.802373201340309,4.604562079655548,3.529437586847651,3.4242115537145454,0.6837389058487535,-0.0,0
4023042c-409b-433f-9c43-c719736a55ba_gdc_realn_rehead,82,718,232,198,0,12,0,853,12246,4062,2757,0,941,0,3.4535890665303537,4.963868012763977,3.6646894320011474,3.2468634295359116,0,0.5491659475548591,0
41481131-9b42-47bb-9f05-879007ad423c_gdc_realn_rehead,145,1233,683,227,2,9,0,1577,24526,10238,8329,11,119,0,3.8867071428752404,5.517027758080269,5.040275698181047,1.8682479061895008,0.47413931305783735,1.2811034528694518,0
418985cf-3f58-4673-9303-961204e7c470_gdc_realn_rehead,50,703,179,177,3,3,0,281,7307,1149,1497,10,17,0,3.260402297125728,5.267083355796572,4.508678354364919,4.279300331848014,0.9502705392332347,0.923840705630872,0
4253cc98-350d-4c54-a98c-113d15cf6381_gdc_realn_rehead,7,225,63,61,1,1,0,21,1523,250,274,2,6,0,1.897367567113771,4.408500685830689,3.89092708811659,3.44865349421702,-0.0,-0.0,0
426159a8-d17a-4770-91ac-578ecdf46b8d_gdc_realn_rehead,30,354,89,119,2,4,0,139,1579,375,13698,4,14,0,2.82451479464724,5.203374754926765,3.8757413290436453,0.3366863134587082,0.6931471805599453,1.2326432844987367,0
42722360-9f14-453c-851e-aadc068affcc_gdc_realn_rehead,25,452,144,210,5,1,0,122,4586,1069,16377,32,2,0,2.967929251658683,4.830076392840635,4.171808086605397,0.8505308893963984,1.1522902583780257,-0.0,0
42da1d41-a034-4c87-af13-615a6d94d0bb_gdc_realn_rehead,36,647,126,170,0,2,1,136,2956,460,635,0,5,2,3.307911484524234,6.016036144120075,4.515196614913258,4.759757828308609,0,0.6730116670092565,-0.0
42de85be-ae4e-47c9-97d9-1b92f1f4569a_gdc_realn_rehead,13,127,58,48,0,1,0,44,387,219,1331,0,2,0,2.2370063695004854,4.6470042851024385,3.6148626919812874,0.7092949442766904,0,-0.0,0
4340a3f4-4b56-432a-949a-655b5f74c2f7_gdc_realn_rehead,18,368,133,61,5,3,1,85,1946,688,618,12,20,13,2.611428290555969,5.18386467635276,4.20227030578819,2.7911836028471795,1.5890269151739727,0.8018185525433372,-0.0
43e6a77d-38e0-46b9-9040-e016ebcb6896_gdc_realn_rehead,3,42,8,32,2,0,0,18,815,52,2233,7,0,0,0.8486855577264172,1.061834687198997,1.693524192196837,0.4319228865263661,0.6829081047004717,0,0
442b5275-5bf5-439b-9b82-2a2f49ede40e_gdc_realn_rehead,96,1043,383,282,8,10,0,2358,25004,8566,3179,144,78,0,3.288710081250171,5.201463390342104,4.330553699717617,4.559174634696291,0.6152747655700699,1.9842980816611624,0
4487bf18-eeee-41bd-a6e8-ae859042feda_gdc_realn_rehead,304,0,931,769,0,0,0,3339,0,23035,19631,0,0,0,4.676790616676242,0,4.521946746424787,3.3733713139121053,0,0,0
44923b77-7082-4567-9712-1f05207b94d6_gdc_realn_rehead,111,1337,461,365,7,8,0,679,21108,4634,10705,26,29,0,4.09845736109918,5.59723241444236,5.0460161250828115,2.054964364498707,1.7439968333338594,1.9532454785315014,0
44ab1da4-a195-4f76-a012-393e3fdb5611_gdc_realn_rehead,44,735,183,156,0,5,0,244,7090,1673,1174,0,18,0,3.2862365930448263,5.515367521810617,3.626205856471742,4.463874814252892,0,1.3030924037617193,0
455a3e8d-2074-41af-b082-0fbede72aeea_gdc_realn_rehead,35,335,213,63,1,1,0,611,5117,3118,659,3,4,0,2.596413979851728,4.453906046528346,3.927309103116297,3.023972069569725,-0.0,-0.0,0
4585dd6a-7829-4919-8b36-25d94983144c_gdc_realn_rehead,4,134,25,31,0,2,0,12,681,70,160,0,6,0,1.308605387253449,3.8268678464828487,3.0776822090362996,2.6209320134960654,0,0.6365141682948128,0
45d24c12-1c69-4b02-8ba2-290a11857a02_gdc_realn_rehead,17,234,59,100,2,1,0,63,1616,283,6675,4,2,0,2.692493516324794,4.742110005689442,3.814026390400441,0.7298528715860186,0.6931471805599453,-0.0,0
45e0344b-87be-4fe9-b4fc-241bde6bbf4f_gdc_realn_rehead,28,396,164,99,0,2,0,163,2439,1060,1360,0,4,0,2.885892293199494,5.230088927736782,4.5453352814425525,2.223391572223245,0,0.6931471805599453,0
45e61125-c532-4188-85bc-847258e516ed_gdc_realn_rehead,25,305,163,79,1,1,0,381,6548,4590,3722,2,2,0,2.046871208099434,3.5891686654893613,3.238086251220678,0.7555541459086477,-0.0,-0.0,0
4710fc26-1185-4436-b315-db0380bd9080_gdc_realn_rehead,94,2083,816,425,7,6,0,479,19150,7727,2673,18,20,0,4.129661982000758,6.717615387271512,5.694773674729447,5.265837757610039,1.8891591637540217,1.6094379124341003,0
4741c9f3-fed1-46ca-836b-264bdb905e89_gdc_realn_rehead,100,1265,544,209,7,5,1,955,17722,5104,1681,34,40,3,3.9352448891475755,5.816656917250546,5.406891103647436,4.586169346894138,1.5643104749903145,1.1094831155292408,-0.0
47cea585-0a27-424c-a716-69df89183ca4_gdc_realn_rehead,11,431,52,83,3,2,0,32,2848,163,1067,31,6,0,2.3172874152042438,5.138332872836943,3.7520618577339686,1.8544791380542482,0.9347570038626678,0.6365141682948128,0
47f72c27-1e68-46f1-8df8-8dcf698f058e_gdc_realn_rehead,103,1393,399,342,1,2,0,774,22306,4899,3128,2,20,0,4.074583922897466,5.791300678998573,5.054586059356411,4.944237045199655,-0.0,0.3250829733914482,0
495752ac-1048-48c3-9791-623dbd116a1a_gdc_realn_rehead,26,476,131,99,2,5,0,102,2682,1194,1012,4,31,0,2.9023157050063375,5.490511944295624,2.9985841396857276,2.211278872402891,0.6931471805599453,1.3855027039029921,0
49ba6931-e906-45e7-9701-9f2b0b6e4df4_gdc_realn_rehead,127,1523,602,296,10,2,0,2275,63399,38404,5215,29,5,0,3.550728476443625,5.081567188470387,3.056208387066902,3.8658515266666087,2.192261747690103,0.6730116670092565,0
4a1266ef-4c35-48ce-ad81-2bb25f773ac9_gdc_realn_rehead,15,793,280,137,8,1,0,67,8565,1823,785,20,53,0,2.551612053904432,5.715432821897497,5.127844572074347,4.543285595691785,2.0253262207700673,-0.0,0
4aa332e6-b4ab-4f56-be49-e8170c64447c_gdc_realn_rehead,43,688,449,161,12,5,1,169,9000,4368,7770,361,14,3,3.531623479829054,5.219704947916069,5.217391674246123,0.9244736701324308,0.42915237875713397,1.4750763110546947,-0.0
4ad8a50e-5048-4c11-b2b3-4c67c0a4dbe7_gdc_realn_rehead,166,2432,793,639,5,24,1,2216,47361,15650,8669,14,316,2,3.2532924100591347,6.291726701923004,4.581696212597968,4.784577493786225,1.4750763110546947,1.7411234925141708,-0.0
4b71505f-f386-434f-9d99-a0741ae09ae2_gdc_realn_rehead,166,1500,697,406,6,17,0,1084,16855,9051,2404,16,66,0,4.590228395612673,6.113286220608005,4.7569764276205495,5.260048433844498,1.7328679513998633,2.5498474131908173,0
4c09855d-67c2-46ea-83dc-af80ec3dfeee_gdc_realn_rehead,158,1387,649,307,14,23,0,2062,33517,14948,4952,47,204,0,4.097065683717567,5.459030282397251,4.473283768945895,4.242507578879271,2.378692919740325,2.5186189382335056,0
4c38482a-1651-4e55-816e-acb01999a202_gdc_realn_rehead,33,799,252,163,16,3,0,221,12268,4703,6555,46,44,0,3.017992982632915,5.467701198879189,4.082899577845058,1.2774936206669547,2.675465616860761,0.7755029276062699,0
4c60278c-54a5-4b8c-9ae6-c8cdd5c9ddc0_gdc_realn_rehead,40,331,140,55,1,1,0,205,1519,890,231,2,2,0,3.4314027825957525,5.445523113636705,4.086160574783184,3.5903486043918917,-0.0,-0.0,0
4d8bf6c2-5bfa-4ac3-945b-52522a7a0cf9_gdc_realn_rehead,11,142,17,86,3,1,1,72,845,89,24960,13,2,4,2.029033726989895,4.465319289468412,2.351413299336401,0.28585219057206523,1.0579054247036734,-0.0,-0.0
4f4a304b-0e65-467e-b07e-155c528ceb15_gdc_realn_rehead,11,225,70,75,3,2,1,35,732,237,232,7,8,2,2.243029090428552,5.230083730612268,3.967485676415004,4.000335182990484,1.0789922078775833,0.5623351446188083,-0.0
4f65e591-fba3-41aa-898f-f9a4fbd7a456_gdc_realn_rehead,16,197,75,55,3,2,0,46,638,299,256,8,5,0,2.6847052394256625,5.03729287856941,3.805539887327811,3.0417403887059202,1.0397207708399179,0.6730116670092565,0
50b6aa8d-3938-4299-9da3-d518d4d3fc19_gdc_realn_rehead,18,604,247,84,0,4,0,102,12900,5247,690,0,11,0,2.314777869973477,4.901608544034802,3.994399209078232,3.3353541315332604,0,1.3421131789144003,0
5184a284-2486-4c21-acdd-b52e3b3d014f_gdc_realn_rehead,199,1162,681,316,7,8,1,1755,20328,10310,6076,21,118,2,4.492929774722028,5.242190486480076,5.291624091900585,2.3593978508622437,1.8475344105647666,1.5591019876666286,-0.0
51ccb3d6-e0d2-4729-991e-46809c28a463_gdc_realn_rehead,31,543,121,105,1,1,0,557,4360,1083,615,2,3,0,1.508269854147791,5.504462113261275,3.7863118206686206,4.233345217614707,-0.0,-0.0,0
53043feb-0213-4b53-8204-4e6905768234_gdc_realn_rehead,105,1494,680,392,1,12,0,879,13088,6885,15202,4,202,0,3.4301851675855666,6.485051726038278,5.391023793641737,1.3127591393358726,-0.0,1.4057919025551178,0
53d5d566-f294-448b-ac48-6ffa2ba333b0_gdc_realn_rehead,8,264,69,48,3,1,2,16,937,284,325,6,3,6,2.0794415416798357,5.193839780745999,3.9267501856438574,2.370946763285736,1.0986122886681096,-0.0,0.6931471805599453
54062cc8-47ba-45da-8b3f-ad5cd845d3e5_gdc_realn_rehead,6,77,25,19,4,0,0,20,254,89,570,11,0,0,1.705810290944979,4.1459156157853405,2.925285228744028,0.46459480021243543,1.2882523050229002,0,0
54c0e424-f5cf-4fc9-8891-ab8ee8c10a8d_gdc_realn_rehead,36,674,282,219,2,7,0,200,3427,1305,1108,5,38,0,3.117642189080712,6.001239539082123,5.122124712318009,4.7080955354797425,0.6730116670092565,1.751023364805187,0
553fc948-c34d-4a39-ba90-007f43c989f7_gdc_realn_rehead,56,375,108,108,4,2,0,2018,4244,711,2515,15,17,0,1.968890367037859,4.373222413338748,4.084485862590949,1.3011946723658592,1.2700278611169693,0.362210557135449,0
55427b1d-4160-45fd-a5d4-a72d724e87b4_gdc_realn_rehead,70,1783,566,563,6,21,2,282,16068,3650,18330,193,138,4,3.8831124597766147,6.491628345498532,5.604032471254619,1.8581397973088658,0.4137819233066371,2.181445103549405,0.6931471805599453
556e63fa-344b-4b8f-aeca-cd0bc66370d2_gdc_realn_rehead,11,225,60,60,3,1,0,34,828,185,4242,10,2,0,2.2882965860270987,5.008370496191026,3.7442338317583355,0.32520000815285527,1.0549201679861442,-0.0,0
55878010-15f1-473e-9361-cf31e1780675_gdc_realn_rehead,65,549,217,149,3,3,1,686,9743,1860,2114,6,9,5,2.9344727707350406,3.8869304860576435,4.448491067576416,2.6767686027243824,1.0986122886681096,1.0608569471580214,-0.0
56466297-cbb3-4015-b7e5-5dc386bafaee_gdc_realn_rehead,12,130,58,60,2,0,0,63,1487,254,1575,4,0,0,2.1651959248459276,3.2197625478783176,3.4768767818187984,1.0206278555827284,0.6931471805599453,0,0
56885fdf-ae09-4478-be99-81bd282715eb_gdc_realn_rehead,24,442,174,115,5,5,0,80,2354,904,2714,12,26,0,2.9858438464856807,5.447693704063637,4.498912442603927,1.2985833691393338,1.5890269151739727,1.3114313374732374,0
56b0a104-b20b-4d56-b70d-2e8b925ad37b_gdc_realn_rehead,177,0,0,248,0,0,0,2348,0,0,4553,0,0,0,4.154279459377582,0,0,3.784255693666793,0,0,0
570f3779-f38b-46f0-a3bb-c8b4e7a97291_gdc_realn_rehead,18,261,89,88,1,4,0,67,1114,416,8694,2,10,0,2.669653048293784,5.190037495981421,4.039393950923563,0.294017138814754,-0.0,1.3321790402101223,0
5735edb0-5df0-4425-b5db-614e94f1e2db_gdc_realn_rehead,26,448,205,74,2,2,0,148,3069,1470,487,11,4,0,2.9871927055324217,5.513178341462853,4.590477015474456,3.377449442539716,0.47413931305783735,0.6931471805599453,0
57dc603f-e1c0-4fc0-9ed9-76dd5b6f9bd4_gdc_realn_rehead,36,534,157,162,0,4,0,163,4445,1015,4661,0,15,0,3.3062521632928576,5.086409136131473,4.150909378446908,1.2480184282132458,0,1.3095258353040693,0
58fb3498-5d7a-458a-a778-d5e0d607f150_gdc_realn_rehead,126,2011,591,489,19,9,1,1622,47578,14309,39941,48,157,4,3.861364714145785,5.691700630414275,4.485684362470383,2.2343997542279745,2.881598752190729,1.176614563678203,-0.0
59ccaf6f-f899-4df4-9b52-fc7695e38e2b_gdc_realn_rehead,15,203,97,108,2,2,0,41,704,362,5122,4,4,0,2.5781418804439715,5.019642197197278,4.0766237131416485,0.80388312202884,0.6931471805599453,0.6931471805599453,0
5a18610b-7150-42ec-86c0-6c2fa4c1e96e_gdc_realn_rehead,43,654,184,128,1,2,0,145,4034,844,667,3,7,0,3.5800795214314287,5.6759115333065795,4.800808733149059,4.314596035873078,-0.0,0.5982695885852573,0
5a58a203-4295-49a4-9534-5e5d64ba8072_gdc_realn_rehead,49,648,397,106,1,2,0,303,5484,3230,746,2,5,0,3.4602431822999793,5.399372333356004,4.913885525478742,3.685862103962193,-0.0,0.6730116670092565,0
5a66bb8d-7df6-4655-806d-1451370d27a9_gdc_realn_rehead,1,45,14,23,0,0,0,2,170,40,1273,0,0,0,-0.0,3.410600381813739,2.488275540059228,0.31345625897360496,0,0,0
5ace35cc-50a9-49ec-84fe-dc6476b51b70_gdc_realn_rehead,241,0,0,924,0,0,0,1287,0,0,15613,0,0,0,4.915062833219059,0,0,3.537452231118235,0,0,0
5ae7f9d8-5f6e-49d7-b534-749406ef219a_gdc_realn_rehead,45,559,185,125,7,4,0,279,4378,1263,652,19,31,0,3.242159246654116,5.603383150570111,4.6410537354676755,4.201420893746182,1.8954195476168079,1.0680402624627632,0
5b8d2548-b32e-4abb-9244-a618b1b2852e_gdc_realn_rehead,34,610,174,206,3,7,0,239,3699,874,908,10,42,0,2.8595307221997155,5.813769320121131,4.641898491993338,4.862683084864351,0.9502705392332347,1.458411970752874,0
5d1029d3-bcb8-4e73-9f03-08e612ddb0a1_gdc_realn_rehead,64,886,409,169,3,1,0,1311,37674,15795,2159,11,2,0,3.013141177898243,4.246642869657581,3.7951521951656257,4.09842212227492,1.0361987848192837,-0.0,0
5d302c0e-bbc1-4b3e-afa2-40e2b4c3ded4_gdc_realn_rehead,18,617,148,126,3,3,0,81,2920,544,614,14,8,0,2.541698023968201,6.000326002352451,4.612850783687312,4.317821066937062,0.7963116401738131,1.0821955300387673,0
5e080558-87c4-435a-adae-4979ac558b71_gdc_realn_rehead,21,144,40,34,3,1,0,163,2196,307,917,20,2,0,2.458850973757389,3.236460607122413,2.794986033733215,0.8353966011814203,0.639031859650177,-0.0,0
5e0d7cfd-bdd0-421a-8356-c3dba1558539_gdc_realn_rehead,60,1102,410,242,8,2,2,671,25399,7383,6060,26,6,6,3.3284234419758234,5.0255991676272345,4.759149982197094,2.683336423718914,1.89088471832497,0.6365141682948128,0.6365141682948128
5e10a745-ce02-4f51-a10d-1d2ff6aa7705_gdc_realn_rehead,36,399,90,108,5,3,0,204,3211,667,378,10,7,0,2.999010714425856,4.975326785655682,3.4970244474257015,4.417226840471474,1.6094379124341005,1.0789922078775833,0
5f0be065-3b20-46c4-955a-d5999c10de09_gdc_realn_rehead,98,1133,545,236,9,4,0,741,21575,7701,15592,32,18,0,3.8959730465151616,5.29207626696525,5.1930790548897106,1.078109926185451,1.9194961405387834,1.087856558505821,0
60efae24-e2d8-416c-ac92-c972c07b9c35_gdc_realn_rehead,275,2878,968,712,12,12,1,3974,105570,24544,17875,38,166,3,4.660079027022957,6.038325636487592,5.240977476294804,4.597793570411683,2.383919018765657,1.9543080282841703,-0.0
61ade99b-6f87-48d1-b094-51237e96a93f_gdc_realn_rehead,24,519,193,98,0,1,0,377,4990,1148,756,0,2,0,1.4813283455539823,4.597297491908614,4.549546454957566,3.7980308271962366,0,-0.0,0
61e4c92d-c8f5-45f9-a623-5477af66e193_gdc_realn_rehead,14,345,167,72,2,1,1,105,2401,1922,1080,4,2,2,2.124193718839,4.739164273213439,3.2738191852128327,1.5751674806821392,0.6931471805599453,-0.0,-0.0
621a2fb0-0372-4566-b89d-73c31fb9fa15_gdc_realn_rehead,222,2895,637,1491,7,39,1,2310,70551,14565,21604,15,94,2,4.132550623477494,5.796992219080998,4.305300439580323,4.50909247895218,1.933809998920632,3.572529321672975,-0.0
622b8be1-0f2b-42cb-b37b-1f6e1c42cc43_gdc_realn_rehead,152,1897,664,473,6,13,0,959,16658,4983,3019,22,71,0,4.509664867562575,6.643649031780913,5.76645354066787,5.549673676211097,1.4902305301189538,2.225031481029946,0
629ff0b5-b038-4dca-892b-52d014026bea_gdc_realn_rehead,193,1858,673,594,3,21,0,904,17514,4415,3893,9,82,0,4.771560567089334,6.655550113887284,5.754131904287954,5.405833352326726,1.0608569471580214,2.8526102551529573,0
62f1340d-9f29-47dc-8de8-9489b294723f_gdc_realn_rehead,41,750,245,163,5,2,1,227,8501,1869,2745,22,5,2,3.3532848443221672,5.0392242591030225,4.78746943689206,2.281231113491131,1.3796491369985453,0.6730116670092565,-0.0
63803549-e417-4bef-b5df-4a4d45525475_gdc_realn_rehead,0,0,0,98,0,0,0,0,0,0,464,0,0,0,0,0,0,4.089302242808139,0,0,0
6390b64d-f005-4a35-bceb-21ddbe91ca7b_gdc_realn_rehead,133,1467,468,383,4,11,0,731,17292,4446,10198,13,90,0,4.483371149346751,5.888541136137968,5.183819172849884,1.7731213893733364,1.2711814802605796,1.6941563546041525,0
63a21fb0-97c3-4bad-b9b2-28236484e675_gdc_realn_rehead,24,365,128,87,3,4,0,139,2003,670,382,14,9,0,2.8123811782430774,5.375849198096651,4.3328010186730666,4.149501501067352,1.0789922078775833,1.3689223607402194,0
64a3e6a5-00fb-4597-ae40-490f9582e08e_gdc_realn_rehead,30,288,108,112,0,0,0,122,3209,540,553,0,0,0,3.075079620832237,3.8298880756604676,4.194008531430072,4.15260665039401,0,0,0
64d942e2-03e9-473e-986f-2b0e0e7efb74_gdc_realn_rehead,39,467,174,74,9,1,0,344,4777,1585,1537,33,4,0,3.2585104665928606,5.112601716468568,4.411856463143556,2.2855020312308243,2.109876867879802,-0.0,0
64e21887-298b-4768-8946-cf8fbfae611c_gdc_realn_rehead,27,345,138,93,0,0,0,206,2147,945,668,0,0,0,2.4187758563809676,5.351832134468623,4.418047183305158,4.003090339386559,0,0,0
650f377d-7d3b-4f04-ad9c-000acca77177_gdc_realn_rehead,166,1794,540,397,0,13,0,1327,39780,8390,15844,0,62,0,4.42544953908886,5.817764058496392,4.960560544857519,2.557160455603367,0,2.3308961178557777,0
65839088-5527-4008-9232-142ee8e0e627_gdc_realn_rehead,8,198,72,44,4,1,0,23,751,245,227,14,6,0,1.8537950105437058,4.871067850070144,4.020158958891566,2.695710422771749,1.30130555043691,-0.0,0
65a9eeca-f426-48d7-bbb6-5b8e50c48866_gdc_realn_rehead,12,197,73,51,1,0,0,41,733,234,187,10,0,0,2.3153889735576296,4.9798854020301935,4.112263913455363,3.5052124730193386,-0.0,0,0
67295c38-9cc0-4492-b782-05f762173b63_gdc_realn_rehead,24,270,108,67,7,1,0,461,1394,3876,220,18,2,0,1.0459272447234367,4.929945713641369,1.627278233386052,3.983529095715095,1.8751218560198157,-0.0,0
67d4b7aa-1d22-4f4b-af8a-40c1cb55585c_gdc_realn_rehead,338,2945,922,941,8,24,0,1660,23610,7176,15891,19,94,0,5.1842545224836725,6.859688863660719,5.7632942248997425,2.6028490578955594,2.0413452698399546,2.908628770229925,0
67dd9f18-b0ba-48ef-a01c-cefe2cee9263_gdc_realn_rehead,143,3297,1042,886,32,26,2,1126,68196,12180,8947,100,1297,16,3.693927003120983,5.056598160044591,5.483717273391427,4.984865494501599,3.3457045113518697,1.2583270057616964,0.6615632381579821
67e0bb40-5006-4c03-839a-8bf3f9383b71_gdc_realn_rehead,13,294,96,63,2,2,0,112,1640,763,356,8,4,0,1.9856719504196014,5.057107693513026,2.7937009540970257,3.6523329767905737,0.5623351446188083,0.6931471805599453,0
67e31df5-7c79-4f2c-ad71-1a4bc376c728_gdc_realn_rehead,14,288,102,77,3,1,0,158,10736,3848,3142,7,254,0,1.9754569754114848,3.3816347530754993,1.475115806455999,1.6321737431463184,1.0789922078775833,-0.0,0
683f4b38-7db7-48c9-a092-95ed77020dec_gdc_realn_rehead,160,1576,647,262,7,15,1,1197,34714,9420,2873,20,147,2,4.109988466785117,5.467319151614554,4.77490301473355,3.4780298064669495,1.8910531113768325,2.016638370365643,-0.0
692d70a3-ee5a-4fb5-a99f-17cd77bb5274_gdc_realn_rehead,0,56,8,7,0,0,0,0,290,27,23,0,0,0,0,3.4303558315175913,1.9950041002960384,1.7867236033899263,0,0,0
