sample,nIGH,nIGK,nIGL,nTCRA,nTCRB,nTCRD,nTCRG, loadIGH,loadIGK,loadIGL,loadTCRA,loadTCRB,loadTCRD,loadTCRG,alphaIGH,alphaIGK,alphaIGL,alphaTCRA,alphaTCRB,alphaTCRD,alphaTCRG
ccbc3839-3872-4593-8470-0d2fafef8b43_gdc_realn_rehead,68,662,283,172,2,3,0,914,11526,2790,23026,4,15,0,2.6756763608845335,4.90963793430795,4.742865514467978,0.37871428794197737,0.6931471805599453,0.9276173343271816,0
ce808b0c-3489-40a1-bd93-6560a86eadf9_gdc_realn_rehead,26,420,165,145,5,2,0,224,7977,1582,12076,28,10,0,2.7770908912168113,4.394575557817654,4.171799314755825,0.6107587462286744,1.4367335126873448,0.5004024235381879,0
cf295bbd-412b-4069-8b65-5e2aeafa5860_gdc_realn_rehead,41,484,201,136,3,3,1,313,4922,1860,6098,10,12,2,2.96725460680771,4.5217424385155,4.360299037047111,0.6713134360533813,0.9502705392332347,0.9596147939120492,-0.0
cf848204-ab90-43d5-b51a-636e2ea53251_gdc_realn_rehead,18,299,84,81,2,3,0,92,2484,726,2333,14,6,0,2.6494127245366412,4.734582699762068,3.11874349303113,0.9623859164571732,0.410116318288409,1.0986122886681096,0
cfa6da64-1aaf-4768-b0e2-441f107b20b5_gdc_realn_rehead,13,236,84,44,2,1,0,42,1188,328,422,4,2,0,2.365020960464322,4.507443730855131,4.125445077100611,1.669559962747414,0.6931471805599453,-0.0,0
cfb9de97-4c33-4dc1-a215-eada38f46002_gdc_realn_rehead,15,397,181,136,3,5,2,39,2565,969,606,6,15,4,2.6418992529616236,4.769931371155679,4.363052107168403,4.183911300590408,1.0986122886681096,1.430280301911093,0.6931471805599453
d036c11a-07b9-4ce3-b864-e6162006b99f_gdc_realn_rehead,32,497,242,133,11,2,2,146,3361,2408,3768,37,5,4,3.2258979079999675,5.4545331697496335,3.891894363435822,1.2556836829699278,2.025983325857961,0.6730116670092565,0.6931471805599453
d04d83a4-fbe1-4b6a-a48d-2950394a67bb_gdc_realn_rehead,17,276,105,54,1,1,0,70,1136,398,207,3,2,0,2.6311609152893753,5.183411904675555,4.409532752612494,3.6573118832296854,-0.0,-0.0,0
d0979620-999f-44c7-9e8b-44548f7927ef_gdc_realn_rehead,1,69,25,21,2,0,0,2,218,61,81,4,0,0,-0.0,3.9885138393805364,3.181665326427434,2.47807165445699,0.6931471805599453,0,0
d0a10942-3ebe-4702-8a98-49be26383c1d_gdc_realn_rehead,70,821,408,169,3,0,1,712,8131,4910,2333,8,0,2,2.9752962201989033,5.682883123829025,4.932900970445539,3.06660121840059,1.0397207708399179,0,-0.0
d183f094-597f-496e-abf4-8f77f0a66803_gdc_realn_rehead,342,3680,1138,1239,14,39,1,2547,51182,10672,26543,40,190,3,4.662715632356079,6.973502913506376,5.853590692053738,3.4236513281021503,2.492861791813572,3.125303731356479,-0.0
d1ca3c75-618e-4bb8-ba23-d6fb5c6ed498_gdc_realn_rehead,288,3457,1173,797,8,24,1,3089,108056,21380,17659,193,284,3,4.714503411571582,6.381582274738574,5.23384419760434,3.9859839227247162,0.81407480808201,2.3590642068734686,-0.0
d200955d-d630-4f29-9751-49b426799910_gdc_realn_rehead,11,70,38,32,0,0,0,67,500,848,4250,0,0,0,2.115035568507393,3.5441823246981294,1.7470356001317235,0.3102835501696205,0,0,0
d21f8c84-d0e2-421e-bcb8-5235fc94e8b0_gdc_realn_rehead,83,991,301,300,3,9,1,282,10151,4136,2242,9,47,2,4.179724369196025,5.61569489834491,3.785858939901992,4.761458854858054,1.0608569471580214,1.8794588795698282,-0.0
d3122e5e-854d-42be-a486-35f34cf21375_gdc_realn_rehead,189,2083,732,507,2,14,0,1437,28189,6798,35517,7,96,0,4.476063466787364,6.329424689189977,5.679508240917399,1.2791208846769262,0.5982695885852573,2.1406691485103906,0
d31d667b-4a5a-4e59-87fb-cc7503d52fd1_gdc_realn_rehead,4,128,35,39,0,2,0,14,347,98,91,0,4,0,1.3013055504369102,4.716223773797169,3.4830724670854885,3.58502148430279,0,0.6931471805599453,0
d3467666-fc2e-41f7-95d2-215c7e36c715_gdc_realn_rehead,34,291,104,100,4,3,0,1432,2259,3232,509,11,8,0,0.5306422104713459,4.600498271566849,1.030199623741555,3.924193943973398,1.2882523050229002,1.0397207708399179,0
d36f19ee-d391-42b2-a07e-c5cdd8ff825a_gdc_realn_rehead,240,2048,857,547,5,16,0,3169,52281,19837,20021,20,173,0,3.9085603033216545,5.3108068414780245,4.596032531684872,2.7000914928100372,1.458174899361326,2.060655386031074,0
d3ff4a36-36de-43c1-a69b-0f28349ffedd_gdc_realn_rehead,168,1303,618,230,9,8,0,2428,99535,30185,11874,24,45,0,3.6943254429342116,4.30835966840381,4.267577706643216,2.5153116671146063,2.166649565640594,1.6212166694346861,0
d42a6fe0-8988-43ec-93fb-eec85f3dfd62_gdc_realn_rehead,77,952,274,328,2,5,0,519,8551,2587,9864,30,27,0,3.5720402389341492,5.943893973461287,4.69276134640743,2.1755310126826344,0.3250829733914482,1.3546270649270087,0
d4da4d75-2b9d-4452-a759-fc1b95424d1a_gdc_realn_rehead,158,1624,634,301,11,10,0,3786,31284,13466,2504,28,50,0,3.1635137809411162,5.226291934823937,4.2058096393334266,4.363766800417645,2.2824238973369706,2.1909075868950367,0
d58dcefa-3885-4908-a31d-f3ec29731b89_gdc_realn_rehead,20,382,161,106,1,1,0,171,1992,667,597,3,2,0,1.9275970951381938,5.391301082643693,4.717971272824945,3.6742425925434428,-0.0,-0.0,0
d695f549-ae64-4250-bc73-0797ae12dbb9_gdc_realn_rehead,62,544,226,157,1,1,0,379,6367,1218,831,6,2,0,3.369657297078637,4.267355703960022,4.837557635219186,4.477048437973429,-0.0,-0.0,0
d6fd59c2-67e4-4210-b767-49a70081e088_gdc_realn_rehead,85,1242,448,278,14,6,3,680,29002,6317,13247,51,31,6,3.939812871601768,5.160763338081118,5.019753572657871,2.87629391522772,2.405587745749902,1.2160626954024458,1.0986122886681096
d7e713bb-dfc3-44d4-bef8-0cea378021f3_gdc_realn_rehead,26,277,93,63,0,5,0,233,2288,652,360,0,18,0,2.6219581687796554,4.650803783749758,3.7677414169579424,3.3765679563516926,0,1.464816384890813,0
d8183508-e323-4a1f-ac65-4b89c848247f_gdc_realn_rehead,50,617,165,140,1,3,0,442,11562,2711,2036,4,10,0,3.048570662266331,5.115940567953794,3.7976432359063206,3.886495405158624,-0.0,1.0888999753452238,0
d8a50613-18b9-4b66-bbb2-2e602181e159_gdc_realn_rehead,62,747,168,192,5,3,0,680,14253,1855,1572,17,18,0,2.931064984721264,5.071672373799862,3.952336942753797,4.428390714211201,1.5176745294625686,0.900908873225472,0
d8bf6c8b-b1ef-4bd2-80dd-4942a92004ff_gdc_realn_rehead,70,1254,580,206,8,8,2,1445,26998,15977,8938,36,84,4,2.411565546876171,5.360323085709735,4.05616532012627,1.4188942769571176,1.8488632868823336,1.2362804739942301,0.6931471805599453
d908f378-a7f0-4f06-8e44-1da223489b11_gdc_realn_rehead,168,1536,750,473,15,16,0,1213,21051,8339,4321,41,123,0,4.146662170415933,6.059092831442992,5.209571965377889,4.572549959872617,2.5037170894791996,2.3014247769224454,0
d9108047-f316-4592-ae17-21e3f814f430_gdc_realn_rehead,43,755,275,216,1,5,1,196,4099,1201,1132,2,11,4,3.356052566604368,6.094939489496591,5.219906869219271,4.377682644247141,-0.0,1.5941666991180168,-0.0
db070141-5d9d-448c-9f97-a0737762c9c2_gdc_realn_rehead,13,301,117,52,2,2,0,43,1199,368,262,5,18,0,2.4878449242451692,5.116412344317022,4.61757380854345,2.942264410541852,0.6730116670092565,0.34883209584303193,0
db5ec268-8a17-42af-98c9-b9101ba35b4e_gdc_realn_rehead,107,1538,394,467,4,7,0,545,12104,2616,2546,18,15,0,3.9764670397379196,6.3683677848350655,5.11175412186273,5.411308783767282,1.0027182645175161,1.933809998920632,0
dbfa3bd7-1875-4d2f-9ff2-3c44e7f00a63_gdc_realn_rehead,33,732,250,155,3,6,0,166,5735,3110,1161,6,28,0,3.179902227579473,5.544385913279127,3.6070975230598505,4.184228911332118,1.0986122886681096,1.5914542298582726,0
dc959928-cf3f-4086-b677-6781aabcd9cf_gdc_realn_rehead,4,64,26,19,0,1,0,16,457,226,166,0,2,0,1.2820462400528454,3.6302789153426263,2.6329512947167686,1.5056434674251293,0,-0.0,0
dd5bc467-74b5-4e1f-95f5-0a7ce776d5d8_gdc_realn_rehead,11,90,29,36,0,1,0,60,491,472,144,0,2,0,1.739096257224538,3.7159459521123583,1.0740947724101737,3.243396774865319,0,-0.0,0
ddd400df-3376-447a-859b-7415a679eb46_gdc_realn_rehead,63,649,243,144,3,8,0,278,4384,1216,732,6,30,0,3.698775309407937,5.826429833090835,4.873275009749116,4.4474074904129886,1.0986122886681096,1.8707554176022552,0
de162e91-f450-4632-8779-d24839cd7769_gdc_realn_rehead,15,276,72,74,2,3,0,91,1013,212,270,5,72,0,2.1821882235999754,5.323712300439786,4.099392730031464,3.8452328619616973,0.6730116670092565,0.5442837329694393,0
de1a0b2a-4889-4f85-97de-f76b326810be_gdc_realn_rehead,84,989,372,217,3,7,0,342,9460,2752,1452,11,58,0,4.123134120489942,5.726282620545039,5.004283369270331,4.357390054770609,0.9949236325717752,1.4308643307908997,0
de224e71-2a83-4a83-b224-5d2f5e2634d6_gdc_realn_rehead,0,0,0,584,0,0,0,0,0,0,17524,0,0,0,0,0,0,2.928958288228296,0,0,0
de3be65f-e5f2-4cd1-8617-c8ca750d26c6_gdc_realn_rehead,94,779,266,270,10,6,0,694,12721,3079,4629,23,34,0,3.8775068084870297,4.795514245893818,4.408588609604931,2.4070413100336556,2.2689129463881494,1.608119578178052,0
df2b8be0-d350-4040-b7e0-3010af884088_gdc_realn_rehead,50,750,218,223,9,6,0,578,14233,1912,7819,31,18,0,2.728296958148888,3.9004599970169096,4.203595894412651,1.925602289314454,2.0107663339037014,1.7210891492287166,0
df3bbe0f-5c32-4a81-9826-95ddf6c023d9_gdc_realn_rehead,14,298,128,89,9,3,0,82,2081,1959,4545,60,15,0,2.265184538422576,4.56744768899747,3.323847903768202,0.7487266231534339,1.7184204487779267,0.7647544195674196,0
df834a10-2831-4dc4-b627-393d25f3b802_gdc_realn_rehead,262,2101,921,470,14,15,0,2292,43128,24880,5702,53,86,0,4.036625062815245,5.911101837737937,4.5459349207912965,4.367277307386181,2.183761372494666,1.9779723482550704,0
df879d51-77e7-4e0e-a971-fee30a730693_gdc_realn_rehead,30,822,377,104,7,3,0,172,10484,3916,847,17,14,0,3.0844849805001022,5.55935531149443,5.188481083335316,3.4704561306081914,1.905420043110137,0.9556998911125343,0
e0b53534-5cb2-47aa-9307-038b5774047f_gdc_realn_rehead,128,927,451,189,2,4,1,865,7735,7361,2344,4,44,4,4.0107792421094,5.991092139625321,3.947623996968131,2.859157497269323,0.6931471805599453,0.9295776887159249,-0.0
e1401cdb-f005-41c9-b6bc-4d0f16b9fe0a_gdc_realn_rehead,75,537,244,103,3,6,0,1583,6502,1546,1190,7,14,0,2.5341295666954538,4.67149980673577,4.479778772639619,2.894428756944681,1.0789922078775833,1.7478680974667573,0
e2719657-ea1e-4320-8ddf-71d6d38edc59_gdc_realn_rehead,94,1078,459,300,4,9,0,2586,35749,18232,9182,8,106,0,2.6901851519188216,5.082020786126317,3.600576088202726,3.089007076462149,1.3862943611198906,1.6019054101334542,0
e3a8f442-5157-4153-8ca1-9dfb11b8992c_gdc_realn_rehead,6,321,107,96,3,1,0,28,2373,841,11884,6,2,0,1.6114722042607263,4.813144554511391,3.4687630844113913,0.37829117899801534,1.0986122886681096,-0.0,0
e3c8680d-9811-46f6-ad67-fcbe90a7643c_gdc_realn_rehead,37,0,0,126,0,0,0,298,0,0,790,0,0,0,3.042356891982382,0,0,4.246946341922605,0,0,0
e3d8e66a-e824-4cd9-8286-82ea6e89c61b_gdc_realn_rehead,35,530,208,106,8,3,1,171,3210,1183,684,29,9,2,3.154129561078166,5.606247356405743,4.652675625653628,3.9099159701227175,1.7394584072899608,1.0608569471580214,-0.0
e43a9fd6-972b-47a1-9980-3a48d6c319cc_gdc_realn_rehead,18,605,149,127,2,1,0,80,3480,778,463,4,2,0,2.5316216507416383,5.691032207191865,4.369653512834651,4.6369426596562775,0.6931471805599453,-0.0,0
e442424c-d90a-4590-9ec3-ab277915ebe8_gdc_realn_rehead,218,2282,1216,517,7,14,3,2531,51981,37236,15946,16,1632,6,3.9846610639780504,5.854834089870415,4.882147966670025,2.184855667763912,1.9061547465398496,0.577164875330994,1.0986122886681096
e4772ebe-e255-414a-9a45-c8cb8da4cf3e_gdc_realn_rehead,60,1135,527,322,5,12,1,331,11702,4672,20713,23,69,2,3.697960853854208,5.887281776159893,5.324179041161167,0.7990458299801327,1.334081918964816,2.199528777523186,-0.0
e4d6bbe2-27f8-4e94-bc61-d1461699b303_gdc_realn_rehead,28,532,155,162,1,9,0,77,1951,617,628,2,38,0,3.215341589681552,5.993018338717442,4.692804731364285,4.527747882160203,-0.0,1.9497850873089524,0
e517a5a8-7e15-4a0d-a9ad-8043e9e219ed_gdc_realn_rehead,26,540,95,163,4,1,1,142,9873,453,7385,14,2,3,2.8824219327107663,3.878928310414033,4.009692249900295,1.8559342671160979,1.277034259466139,-0.0,-0.0
e5202865-61df-41d8-8b86-214f9c31dee9_gdc_realn_rehead,24,219,73,106,2,2,1,62,814,210,516,4,4,4,3.0680831261569264,5.05697717834673,4.203359356669,3.403808858270487,0.6931471805599453,0.6931471805599453,-0.0
e520ef9a-1809-4173-8ecb-5d27ce34e289_gdc_realn_rehead,48,779,245,189,13,5,0,225,7442,1557,6216,51,11,0,3.6357793714608424,5.168879169018256,4.6988735266612585,1.2430684489086852,2.370603139233262,1.5941666991180168,0
e5a46b37-23a4-4314-bf69-0bc355587db8_gdc_realn_rehead,10,171,61,45,1,4,0,163,1001,399,367,2,9,0,0.9172044166471067,4.574710424974227,3.621566966975266,2.8961598190931412,-0.0,1.3689223607402192,0
e61b8a2e-0004-4dec-ac69-8a6f1bd91267_gdc_realn_rehead,3,99,30,19,0,0,0,9,690,114,71,0,0,0,1.0608569471580214,3.168272324991027,3.143227036354139,2.478353255513462,0,0,0
e6546ed1-a2ce-4e0d-bc91-4d8eafafd320_gdc_realn_rehead,105,2617,934,637,5,24,0,568,23892,6419,5303,11,159,0,4.143701073237821,7.021361513351599,6.142248414569445,5.290045945922704,1.5941666991180168,2.419556147081771,0
e66bf758-e262-41f7-8493-7b0e1816fd7d_gdc_realn_rehead,23,411,94,140,7,2,0,140,2204,443,220406,15,16,0,2.872226404800775,5.562202340139482,4.279873276319065,0.12611807309115475,1.933809998920632,0.37677016125643675,0
e766131f-2121-476e-bf3a-d672727305d8_gdc_realn_rehead,173,0,0,521,0,0,0,1386,0,0,4991,0,0,0,4.428688080920651,0,0,5.245412959489519,0,0,0
e7a13a3e-e7d4-460b-a3ed-3743c53539e8_gdc_realn_rehead,61,778,322,146,4,6,0,354,8575,4889,2385,11,44,0,3.698017300692711,5.603024575284694,4.18180755024171,2.052856355356676,1.3421131789144003,1.4759439842714785,0
e83ffc55-add9-4950-9bc4-d6b096b41b85_gdc_realn_rehead,10,299,114,68,5,1,0,56,1452,647,2515,11,25,0,1.8848169242349717,5.000115935674655,4.052042873039645,0.8510650566490663,1.594166699118017,-0.0,0
e8a61b15-385b-4315-8186-d5861329d1af_gdc_realn_rehead,129,838,336,189,1,14,0,1292,10509,4757,1331,2,71,0,3.8220730839498467,5.317291783887902,4.069309390831306,4.261291528287278,-0.0,2.3062806452782114,0
e958ee07-138e-4a6d-a636-162fb43415f7_gdc_realn_rehead,1,51,24,28,1,0,1,4,157,68,1783,4,0,4,-0.0,3.739937410117193,3.045893039908196,0.37580060226185674,-0.0,0,-0.0
e97040ce-2652-417b-986c-d7955b149486_gdc_realn_rehead,13,205,78,108,0,2,0,57,2009,678,28222,0,35,0,2.353332222133203,4.099617024982727,3.527901923655566,0.24946902401427795,0,0.2925084684723972,0
eb1730cb-d70f-42c0-baff-9c184624fafe_gdc_realn_rehead,29,625,165,151,4,5,0,248,5658,1194,1589,12,57,0,1.9621371745697935,5.5160178020753925,4.242075063379711,3.278310694930389,1.242453324894,0.7945818704509834,0
ebc14cb5-9fc1-4e53-9bcd-12f7cd8abd5b_gdc_realn_rehead,131,863,315,208,4,2,1,45083,51989,29046,24238,21,6,2,0.5029428176705921,3.4113369235203277,1.4063432955426023,1.201616268900768,1.109348243348838,0.6365141682948128,-0.0
ebc9000d-cd65-4bef-9970-05ac2765c635_gdc_realn_rehead,62,786,304,198,0,2,0,1448,13721,4451,7686,0,15,0,2.15703385223214,5.114288582400864,4.309236438224391,2.80283709509429,0,0.5799151714181009,0
ebf6d5b9-6359-46d9-9e73-066a15b5f903_gdc_realn_rehead,81,1373,517,344,4,9,0,427,11595,3497,2747,10,30,0,3.9227948754520368,6.36082095352516,5.621138724045347,4.576314553846263,1.3321790402101223,2.1018044777889036,0
ec1f4523-1e3c-40ea-b1ca-9c8d45c4b2f1_gdc_realn_rehead,98,1438,400,384,3,4,1,733,33631,3797,14951,12,8,2,3.9124804040321175,5.276765799771891,4.885789971383049,1.8330344804988208,1.0114042647073516,1.3862943611198906,-0.0
ec3083b6-01bf-4786-b497-6386cf8c8c2f_gdc_realn_rehead,3,59,19,17,1,0,0,8,179,58,65,2,0,0,1.0397207708399179,3.9027159751864664,2.811317100294124,2.4682339010964047,-0.0,0,0
ec45c6b7-4f9d-4ed0-88c5-e299bb080796_gdc_realn_rehead,18,285,102,71,3,2,0,115,1700,1133,2414,16,5,0,2.2593734293468297,4.604486019317965,2.522480803634324,0.7057084986559484,0.9470571522825082,0.6730116670092565,0
ed62afa2-3aba-4145-87cf-81fd83995bcc_gdc_realn_rehead,64,1509,438,278,23,7,1,532,31316,5539,2680,76,165,3,3.5892717718029736,5.764328504341874,5.058666871404954,4.801487840353331,2.916899603178833,1.05603373945854,-0.0
ed7cb4ed-535d-4a6a-b69f-f32e36a70bfa_gdc_realn_rehead,66,757,297,268,5,3,0,853,9134,6072,9469,31,8,0,2.8534815139998626,5.138608623684976,3.8588958374106044,1.1827679432541103,1.0585345683551102,1.0397207708399179,0
ede95e93-3dbc-4466-a13b-3760fdac6725_gdc_realn_rehead,32,377,112,76,1,1,0,196,2548,592,2580,4,28,0,3.125034248413229,5.216985937382641,4.286791857053576,1.0042330260728558,-0.0,-0.0,0
edec2c3f-f55f-49f8-aef2-06a59b916223_gdc_realn_rehead,72,1041,382,318,5,15,0,542,14182,3386,10444,41,123,0,3.6609692901180373,5.1976020700435335,5.128969589631862,1.5058544445139521,1.1547173118383933,2.033383502052814,0
edf8425b-8f0e-46d0-9414-c3c34bdd1825_gdc_realn_rehead,13,206,53,107,0,4,0,128,991,242,7493,0,12,0,1.3143460699997853,4.959760462302986,3.64057731237703,0.6614279967381199,0,1.308605387253449,0
eea9c3ca-f66c-471e-8de8-b13af4bc3035_gdc_realn_rehead,26,533,97,129,4,1,0,183,4313,425,2152,25,3,0,2.8922612984620306,5.105901270811712,4.1750398015527,1.666891098604858,0.8950711356531978,-0.0,0
ef02f153-1aa1-443b-a2ec-acfb0d4df642_gdc_realn_rehead,25,474,202,132,3,2,0,120,3819,1754,2211,12,5,0,2.86713288767909,5.193046796110882,4.313037517819348,1.6920237528646807,1.0114042647073518,0.6730116670092565,0
ef7f7b28-be50-473c-8ef2-024df14ab9db_gdc_realn_rehead,37,553,231,111,1,3,0,174,5560,3078,764,4,27,0,3.305664306474995,5.149004089984366,3.6500456294510517,4.027153268518754,-0.0,0.5221718405002467,0
ef83997e-5078-41b9-88bb-c8a7797de7b9_gdc_realn_rehead,36,793,330,131,4,2,2,228,7540,3890,4136,64,4,4,3.251817059547513,5.696731680542028,4.502725875590158,1.205528884531364,0.8059138328361457,0.6931471805599453,0.6931471805599453
efdefcf1-058e-4a6f-94f7-025281072a57_gdc_realn_rehead,2,24,9,8,0,0,0,5,110,36,88,0,0,0,0.6730116670092565,2.718940399990884,1.9748615173394068,1.1542535378833854,0,0,0
f0230c35-06f0-4ef2-ad92-cdead9cd3612_gdc_realn_rehead,96,1184,551,297,7,11,0,825,19502,6350,6040,19,371,0,3.639854409093786,5.677845490073867,5.174654757252835,3.330587618734507,1.9133036567531656,1.7757011076093026,0
f0834293-e53f-4da7-98d2-58c8c806ece4_gdc_realn_rehead,13,195,79,49,1,4,0,28,668,242,504,2,11,0,2.5400363038209806,5.060030295825227,4.172637878711483,1.8681425595357748,-0.0,1.2882523050229002,0
f09dc623-3571-49dd-a03c-39d2339bee6b_gdc_realn_rehead,160,2381,1202,833,16,27,2,1127,42109,13541,9723,82,287,6,4.594881707047975,6.085420328737076,6.033651961419125,5.465240449267657,2.4344167913075907,2.3786800311242904,0.6365141682948128
f1e561b4-5885-4237-aad3-b8d3086a4a91_gdc_realn_rehead,35,467,149,119,5,2,0,377,13895,1575,12691,11,9,0,2.6549585492279073,2.6315304287842536,3.662118799685714,0.8754737233766202,1.5941666991180168,0.5297061990576545,0
f2d675c9-7f81-4316-ab53-32603e23cef2_gdc_realn_rehead,33,411,142,99,0,1,0,187,3790,790,677,0,2,0,3.0415426943405355,4.90581612153967,4.462686949440834,3.9057931743267904,0,-0.0,0
f30a90f0-d618-4203-84ec-1a541c937422_gdc_realn_rehead,40,1032,368,220,6,7,0,222,7037,1878,1205,26,22,0,3.265302007228798,6.17243873357083,5.458529002653393,4.827887926438396,1.5857708352080968,1.8823031624267876,0
f352439c-7abf-4d58-8cd2-d2f8293e01b8_gdc_realn_rehead,155,1270,621,365,5,11,0,1065,16570,10335,2408,10,47,0,4.222488298223646,5.568580707284641,4.479443832764617,4.962547155876337,1.6094379124341005,2.0477300843376276,0
f3b4ecc6-9529-4e99-8c82-097c79cdb18d_gdc_realn_rehead,1,147,30,25,1,1,0,2,400,72,586,2,7,0,-0.0,4.891456044507494,3.345451224402359,0.7740818386623513,-0.0,-0.0,0
f493fc9c-abd8-4623-b03b-6300c13a3198_gdc_realn_rehead,168,1893,530,382,2,11,0,1043,18306,4332,2477,5,37,0,4.569866871810315,6.721608900667989,5.274574937290141,5.420366769303075,0.6730116670092565,2.2311525398435696,0
f4f6d8c0-a78d-4ee1-93e1-48a8c9d23cb4_gdc_realn_rehead,95,1215,477,271,10,12,1,892,14473,5884,1950,56,63,2,3.5569504332921755,5.9254408900104725,4.74894173038399,4.791250535693519,1.8008293981022105,2.1773359361407887,-0.0
f506727a-caaa-47e2-9743-aa6a695d85f4_gdc_realn_rehead,87,726,360,190,0,0,0,863,19878,10834,3948,0,0,0,3.551520680522967,4.777613722060862,4.169181635919381,3.3831669834987155,0,0,0
f51b0451-6e87-478f-be27-e435716baa58_gdc_realn_rehead,194,1782,768,479,22,19,3,1308,19060,6605,2845,65,86,7,4.1795999312478935,6.4565076027840025,5.763466150220767,5.528040799402662,2.9435372636841843,2.5917909037850153,1.0789922078775833
f65f08cc-70e8-4ff0-b96f-2105c8e9e3b5_gdc_realn_rehead,13,162,72,29,0,3,0,89,717,424,1384,0,14,0,1.6501444179223959,4.742929323933231,3.4813033031383105,0.5775604492183526,0,0.8921178708188161,0
f6964ff1-86fc-4c15-9c8a-6483e730d6ca_gdc_realn_rehead,9,157,62,45,1,1,0,26,673,364,374,7,2,0,2.128679110224043,4.568369766644972,2.839644131935148,2.4808080111828295,-0.0,-0.0,0
f6ad3404-02e4-43cf-9635-53194a0ce6eb_gdc_realn_rehead,158,1803,695,407,14,14,0,1055,18846,8437,4484,51,68,0,4.0775703198615,6.35716879450021,5.017601322514159,4.487583125860431,2.4887093834715808,2.406047858880472,0
f6bbc724-a65b-4dff-bf3f-8860c8f3f6c0_gdc_realn_rehead,27,265,138,101,15,3,1,172,2655,1185,18534,85,10,3,2.7645472132446995,4.333800950739645,3.921111806136778,0.22593418912106233,2.1103527591086295,1.0549201679861442,-0.0
f7f51052-0994-49aa-b55a-f84b21429e80_gdc_realn_rehead,33,0,0,67,0,0,0,843,0,0,920,0,0,0,2.051477184180444,0,0,3.1200703702811645,0,0,0
f80010ab-f72c-4bca-864d-e36fef38d2f6_gdc_realn_rehead,56,886,361,162,8,7,1,504,11232,3150,1120,28,33,3,2.742807366379312,5.3557486311943965,5.055686301517818,4.052095941504625,1.9141191389084544,1.6948618182925939,-0.0
f961d2bf-a79d-424e-bdde-b61be23a812d_gdc_realn_rehead,86,1536,565,497,5,8,0,677,58232,5976,15718,26,35,0,3.718639925777762,3.6308159707327285,5.2553662485510255,2.9146046643725394,1.0437938808441543,1.8989727290134824,0
f9b76a95-3662-4d4f-af06-0c2c270934fe_gdc_realn_rehead,75,910,396,186,4,4,0,491,11310,3612,1233,9,44,0,3.705957127439571,4.899610965274352,4.044492315063871,4.257779069980543,1.3689223607402192,0.95623733106799,0
fa48365f-fe1b-44e6-94fc-c52b8a1ed7a0_gdc_realn_rehead,94,967,306,231,12,3,0,1031,25294,7606,2469,33,16,0,3.3360704614360848,3.3168880052797918,2.9557247193680247,3.6847252414359644,2.278791458219702,0.8314025204956377,0
fa7246ef-c9ef-4494-9a5c-31b6eb90e802_gdc_realn_rehead,56,904,249,195,0,9,0,492,9829,2237,1427,0,56,0,3.2769345628276447,5.896514453912356,4.478398846376043,4.583461930687908,0,1.7373311185289733,0
fa78346e-fefc-402c-90ed-9eb47b7535c9_gdc_realn_rehead,13,178,52,55,1,4,0,40,604,150,381,2,8,0,2.385428641277482,4.866832470306411,3.8008921886576323,2.7054749936736475,-0.0,1.3862943611198906,0
fa873c9a-307c-4648-bc8e-7f378cba203b_gdc_realn_rehead,31,531,259,123,4,4,0,231,5752,3154,852,9,12,0,3.1976248468250104,5.221262084169758,4.194141805816055,4.227224108436623,1.3689223607402192,1.242453324894,0
faa037d3-17a1-4fc7-a97d-b1cc7939b63a_gdc_realn_rehead,1,24,14,14,0,1,0,2,163,61,1983,0,2,0,-0.0,2.478265621115141,2.33159416997889,0.12847057026619924,0,-0.0,0
fab69797-095e-43b5-bb4f-1352f189b74b_gdc_realn_rehead,44,468,284,121,3,1,0,374,5629,2897,14559,11,2,0,2.969766360881968,5.009132846135415,4.529805617873647,0.3913056841491944,1.0361987848192837,-0.0,0
fb0ea13e-3101-49ea-a6c7-16bd08e1f4e7_gdc_realn_rehead,118,1293,360,456,2,12,1,1325,33782,5076,15586,16,166,2,3.5572789777592577,4.9626764795740845,4.49646684284344,3.491102774454378,0.6210863745552451,1.6535106706102978,-0.0
fb58711e-3506-44e3-b668-e69a823a2f81_gdc_realn_rehead,13,185,49,49,3,1,0,62,1069,586,327,8,2,0,2.2880193417088757,4.136521029032843,2.1714047791858566,2.9971228330585196,1.0397207708399179,-0.0,0
fb891a85-37cc-4dd6-a809-7a0ebbb9ad62_gdc_realn_rehead,7,72,27,16,0,0,0,18,194,67,241,0,0,0,1.8310204811135162,4.182622675931659,3.2257081927935882,0.8361257407304988,0,0,0
fb9ed024-85f7-4d1d-95a1-fc8dd94b9fd7_gdc_realn_rehead,30,363,147,121,1,0,1,401,8429,3884,16844,2,0,2,2.5884699135238716,4.452971910494322,3.4679469200084334,0.3282718535573817,-0.0,0,-0.0
fc1eb4dd-f37e-4083-81cf-1f66df5d9e35_gdc_realn_rehead,35,397,166,75,8,0,0,327,4755,2389,485,57,0,0,2.7849542756160917,4.931457250387793,3.51052075103336,3.598201388569443,1.7902563898053447,0,0
fc54ebaf-5f7e-4f81-964d-832b771fec36_gdc_realn_rehead,20,476,183,133,5,5,0,125,2855,1270,10505,25,26,0,2.368428745268882,5.48283290705,4.278215179402988,0.5228415576814898,1.4328219754859464,1.3592696417792118,0
