Sample ID,chain_type,wxs_count
TCGA-95-7944-01A,IGK,0
TCGA-95-7944-01A,TRA,0
TCGA-95-7944-01A,TRB,0
TCGA-95-7944-01A,TRD,0
TCGA-95-7944-01A,TRG,0
TCGA-55-8512-01A,IGH,0
TCGA-55-8512-01A,IGL,0
TCGA-55-8512-01A,IGK,0
TCGA-55-8512-01A,TRA,0
TCGA-55-8512-01A,TRB,1
TCGA-55-8512-01A,TRD,0
TCGA-55-8512-01A,TRG,0
TCGA-MP-A4TJ-01A,IGH,0
TCGA-MP-A4TJ-01A,IGL,0
TCGA-MP-A4TJ-01A,IGK,0
TCGA-MP-A4TJ-01A,TRA,2
TCGA-MP-A4TJ-01A,TRB,0
TCGA-MP-A4TJ-01A,TRD,0
TCGA-MP-A4TJ-01A,TRG,1
TCGA-05-4398-01A,IGH,0
TCGA-05-4398-01A,IGL,0
TCGA-05-4398-01A,IGK,1
TCGA-05-4398-01A,TRA,0
TCGA-05-4398-01A,TRB,0
TCGA-05-4398-01A,TRD,0
TCGA-05-4398-01A,TRG,0
TCGA-55-6712-01A,IGH,0
TCGA-55-6712-01A,IGL,0
TCGA-55-6712-01A,IGK,0
TCGA-55-6712-01A,TRA,0
TCGA-55-6712-01A,TRB,1
TCGA-55-6712-01A,TRD,0
TCGA-55-6712-01A,TRG,0
TCGA-93-A4JQ-01A,IGH,1
TCGA-93-A4JQ-01A,IGL,0
TCGA-93-A4JQ-01A,IGK,0
TCGA-93-A4JQ-01A,TRA,0
TCGA-93-A4JQ-01A,TRB,0
TCGA-93-A4JQ-01A,TRD,0
TCGA-93-A4JQ-01A,TRG,1
TCGA-95-8494-01A,IGH,0
TCGA-95-8494-01A,IGL,0
TCGA-95-8494-01A,IGK,0
TCGA-95-8494-01A,TRA,0
TCGA-95-8494-01A,TRB,1
TCGA-95-8494-01A,TRD,0
TCGA-95-8494-01A,TRG,0
TCGA-55-6980-01A,IGH,0
TCGA-55-6980-01A,IGL,0
TCGA-55-6980-01A,IGK,0
TCGA-55-6980-01A,TRA,0
TCGA-55-6980-01A,TRB,0
TCGA-55-6980-01A,TRD,0
TCGA-55-6980-01A,TRG,0
TCGA-55-7911-01A,IGH,0
TCGA-55-7911-01A,IGL,0
TCGA-55-7911-01A,IGK,0
TCGA-55-7911-01A,TRA,3
TCGA-55-7911-01A,TRB,2
TCGA-55-7911-01A,TRD,0
TCGA-55-7911-01A,TRG,0
TCGA-86-8055-01A,IGH,0
TCGA-86-8055-01A,IGL,0
TCGA-86-8055-01A,IGK,0
TCGA-86-8055-01A,TRA,1
TCGA-86-8055-01A,TRB,1
TCGA-86-8055-01A,TRD,0
TCGA-86-8055-01A,TRG,0
TCGA-L4-A4E6-01A,IGH,0
TCGA-L4-A4E6-01A,IGL,0
TCGA-L4-A4E6-01A,IGK,0
TCGA-L4-A4E6-01A,TRA,0
TCGA-L4-A4E6-01A,TRB,0
TCGA-L4-A4E6-01A,TRD,0
TCGA-L4-A4E6-01A,TRG,0
TCGA-44-7671-01A,IGH,0
TCGA-44-7671-01A,IGL,0
TCGA-44-7671-01A,IGK,0
TCGA-44-7671-01A,TRA,1
TCGA-44-7671-01A,TRB,0
TCGA-44-7671-01A,TRD,0
TCGA-44-7671-01A,TRG,0
TCGA-86-7713-01A,IGH,0
TCGA-86-7713-01A,IGL,0
TCGA-86-7713-01A,IGK,0
TCGA-86-7713-01A,TRA,0
TCGA-86-7713-01A,TRB,0
TCGA-86-7713-01A,TRD,0
TCGA-86-7713-01A,TRG,0
TCGA-50-5066-01A,IGH,0
TCGA-50-5066-01A,IGL,1
TCGA-50-5066-01A,IGK,0
TCGA-50-5066-01A,TRA,1
TCGA-50-5066-01A,TRB,0
TCGA-50-5066-01A,TRD,0
TCGA-50-5066-01A,TRG,0
TCGA-97-A4M5-01A,IGH,0
TCGA-97-A4M5-01A,IGL,0
TCGA-97-A4M5-01A,IGK,0
TCGA-97-A4M5-01A,TRA,1
TCGA-97-A4M5-01A,TRB,0
TCGA-97-A4M5-01A,TRD,0
TCGA-97-A4M5-01A,TRG,0
TCGA-95-7039-01A,IGH,0
TCGA-95-7039-01A,IGL,0
TCGA-95-7039-01A,IGK,0
TCGA-95-7039-01A,TRA,0
TCGA-95-7039-01A,TRB,1
TCGA-95-7039-01A,TRD,0
TCGA-95-7039-01A,TRG,0
TCGA-55-8299-01A,IGH,0
TCGA-55-8299-01A,IGL,0
TCGA-55-8299-01A,IGK,1
TCGA-55-8299-01A,TRA,0
TCGA-55-8299-01A,TRB,1
TCGA-55-8299-01A,TRD,0
TCGA-55-8299-01A,TRG,0
TCGA-17-Z011-01A,IGH,0
TCGA-17-Z011-01A,IGL,0
TCGA-17-Z011-01A,IGK,1
TCGA-17-Z011-01A,TRA,2
TCGA-17-Z011-01A,TRB,0
TCGA-17-Z011-01A,TRD,0
TCGA-17-Z011-01A,TRG,0
TCGA-44-7659-01A,IGH,0
TCGA-44-7659-01A,IGL,0
TCGA-44-7659-01A,IGK,0
TCGA-44-7659-01A,TRA,1
TCGA-44-7659-01A,TRB,0
TCGA-44-7659-01A,TRD,0
TCGA-44-7659-01A,TRG,0
TCGA-95-7567-01A,IGH,0
TCGA-95-7567-01A,IGL,0
TCGA-95-7567-01A,IGK,1
TCGA-95-7567-01A,TRA,1
TCGA-95-7567-01A,TRB,0
TCGA-95-7567-01A,TRD,0
TCGA-95-7567-01A,TRG,0
TCGA-17-Z026-01A,IGH,0
TCGA-17-Z026-01A,IGL,0
TCGA-17-Z026-01A,IGK,0
TCGA-17-Z026-01A,TRA,0
TCGA-17-Z026-01A,TRB,0
TCGA-17-Z026-01A,TRD,0
TCGA-17-Z026-01A,TRG,0
TCGA-62-8397-01A,IGH,0
TCGA-62-8397-01A,IGL,0
TCGA-62-8397-01A,IGK,0
TCGA-62-8397-01A,TRA,0
TCGA-62-8397-01A,TRB,0
TCGA-62-8397-01A,TRD,0
TCGA-62-8397-01A,TRG,0
TCGA-55-8506-01A,IGH,0
TCGA-55-8506-01A,IGL,0
TCGA-55-8506-01A,IGK,0
TCGA-55-8506-01A,TRA,0
TCGA-55-8506-01A,TRB,1
TCGA-55-8506-01A,TRD,0
TCGA-55-8506-01A,TRG,0
TCGA-69-7979-01A,IGH,0
TCGA-69-7979-01A,IGL,0
TCGA-69-7979-01A,IGK,0
TCGA-69-7979-01A,TRA,0
TCGA-69-7979-01A,TRB,3
TCGA-69-7979-01A,TRD,0
TCGA-69-7979-01A,TRG,0
TCGA-49-AAR2-01A,IGH,0
TCGA-49-AAR2-01A,IGL,0
TCGA-49-AAR2-01A,IGK,0
TCGA-49-AAR2-01A,TRA,0
TCGA-49-AAR2-01A,TRB,0
TCGA-49-AAR2-01A,TRD,0
TCGA-49-AAR2-01A,TRG,0
TCGA-50-6594-01A,IGH,0
TCGA-50-6594-01A,IGL,0
TCGA-50-6594-01A,IGK,0
TCGA-50-6594-01A,TRA,1
TCGA-50-6594-01A,TRB,1
TCGA-50-6594-01A,TRD,0
TCGA-50-6594-01A,TRG,0
TCGA-73-4658-01A,IGH,0
TCGA-73-4658-01A,IGL,0
TCGA-73-4658-01A,IGK,0
TCGA-73-4658-01A,TRA,0
TCGA-73-4658-01A,TRB,1
TCGA-73-4658-01A,TRD,0
TCGA-73-4658-01A,TRG,0
TCGA-97-8177-01A,IGH,0
TCGA-97-8177-01A,IGL,0
TCGA-97-8177-01A,IGK,0
TCGA-97-8177-01A,TRA,0
TCGA-97-8177-01A,TRB,0
TCGA-97-8177-01A,TRD,0
TCGA-97-8177-01A,TRG,0
TCGA-69-7763-01A,IGH,0
TCGA-69-7763-01A,IGL,0
TCGA-69-7763-01A,IGK,1
TCGA-69-7763-01A,TRA,0
TCGA-69-7763-01A,TRB,0
TCGA-69-7763-01A,TRD,0
TCGA-69-7763-01A,TRG,0
TCGA-MP-A5C7-01A,IGH,0
TCGA-MP-A5C7-01A,IGL,0
TCGA-MP-A5C7-01A,IGK,0
TCGA-MP-A5C7-01A,TRA,0
TCGA-MP-A5C7-01A,TRB,0
TCGA-MP-A5C7-01A,TRD,0
TCGA-MP-A5C7-01A,TRG,0
TCGA-NJ-A4YP-01A,IGH,0
TCGA-NJ-A4YP-01A,IGL,0
TCGA-NJ-A4YP-01A,IGK,0
TCGA-NJ-A4YP-01A,TRA,0
TCGA-NJ-A4YP-01A,TRB,0
TCGA-NJ-A4YP-01A,TRD,1
TCGA-NJ-A4YP-01A,TRG,0
TCGA-55-1594-01A,IGH,0
TCGA-55-1594-01A,IGL,1
TCGA-55-1594-01A,IGK,1
TCGA-55-1594-01A,TRA,1
TCGA-55-1594-01A,TRB,0
TCGA-55-1594-01A,TRD,0
TCGA-55-1594-01A,TRG,0
TCGA-49-4494-01A,IGH,0
TCGA-49-4494-01A,IGL,0
TCGA-49-4494-01A,IGK,0
TCGA-49-4494-01A,TRA,0
TCGA-49-4494-01A,TRB,0
TCGA-49-4494-01A,TRD,0
TCGA-49-4494-01A,TRG,0
TCGA-55-8302-01A,IGH,0
TCGA-55-8302-01A,IGL,0
TCGA-55-8302-01A,IGK,0
TCGA-55-8302-01A,TRA,3
TCGA-55-8302-01A,TRB,0
TCGA-55-8302-01A,TRD,0
TCGA-55-8302-01A,TRG,0
TCGA-93-7348-01A,IGH,0
TCGA-93-7348-01A,IGL,0
TCGA-93-7348-01A,IGK,0
TCGA-93-7348-01A,TRA,3
TCGA-93-7348-01A,TRB,0
TCGA-93-7348-01A,TRD,0
TCGA-93-7348-01A,TRG,0
TCGA-NJ-A4YF-01A,IGH,0
TCGA-NJ-A4YF-01A,IGL,1
TCGA-NJ-A4YF-01A,IGK,0
TCGA-NJ-A4YF-01A,TRA,0
TCGA-NJ-A4YF-01A,TRB,0
TCGA-NJ-A4YF-01A,TRD,0
TCGA-NJ-A4YF-01A,TRG,0
TCGA-55-8208-01A,IGH,0
TCGA-55-8208-01A,IGL,1
TCGA-55-8208-01A,IGK,1
TCGA-55-8208-01A,TRA,1
TCGA-55-8208-01A,TRB,2
TCGA-55-8208-01A,TRD,0
TCGA-55-8208-01A,TRG,0
TCGA-17-Z054-01A,IGH,0
TCGA-17-Z054-01A,IGL,0
TCGA-17-Z054-01A,IGK,0
TCGA-17-Z054-01A,TRA,0
TCGA-17-Z054-01A,TRB,2
TCGA-17-Z054-01A,TRD,0
TCGA-17-Z054-01A,TRG,0
TCGA-62-A46V-01A,IGH,0
TCGA-62-A46V-01A,IGL,0
TCGA-62-A46V-01A,IGK,0
TCGA-62-A46V-01A,TRA,0
TCGA-62-A46V-01A,TRB,0
TCGA-62-A46V-01A,TRD,0
TCGA-62-A46V-01A,TRG,0
TCGA-05-5429-01A,IGH,0
TCGA-05-5429-01A,IGL,0
TCGA-05-5429-01A,IGK,0
TCGA-05-5429-01A,TRA,0
TCGA-05-5429-01A,TRB,0
TCGA-05-5429-01A,TRD,0
TCGA-05-5429-01A,TRG,0
TCGA-99-7458-01A,IGH,0
TCGA-99-7458-01A,IGL,0
TCGA-99-7458-01A,IGK,0
TCGA-99-7458-01A,TRA,0
TCGA-99-7458-01A,TRB,0
TCGA-99-7458-01A,TRD,0
TCGA-99-7458-01A,TRG,0
TCGA-44-3398-01A,IGH,0
TCGA-44-3398-01A,IGL,0
TCGA-44-3398-01A,IGK,0
TCGA-44-3398-01A,TRA,0
TCGA-44-3398-01A,TRB,2
TCGA-44-3398-01A,TRD,0
TCGA-44-3398-01A,TRG,0
TCGA-78-7147-01A,IGH,0
TCGA-78-7147-01A,IGL,0
TCGA-78-7147-01A,IGK,0
TCGA-78-7147-01A,TRA,0
TCGA-78-7147-01A,TRB,0
TCGA-78-7147-01A,TRD,0
TCGA-78-7147-01A,TRG,0
TCGA-50-6593-01A,IGH,0
TCGA-50-6593-01A,IGL,0
TCGA-50-6593-01A,IGK,0
TCGA-50-6593-01A,TRA,0
TCGA-50-6593-01A,TRB,0
TCGA-50-6593-01A,TRD,0
TCGA-50-6593-01A,TRG,0
TCGA-44-6779-01A,IGH,0
TCGA-44-6779-01A,IGL,0
TCGA-44-6779-01A,IGK,0
TCGA-44-6779-01A,TRA,1
TCGA-44-6779-01A,TRB,0
TCGA-44-6779-01A,TRD,0
TCGA-44-6779-01A,TRG,0
TCGA-69-7764-01A,IGH,0
TCGA-69-7764-01A,IGL,0
TCGA-69-7764-01A,IGK,0
TCGA-69-7764-01A,TRA,2
TCGA-69-7764-01A,TRB,2
TCGA-69-7764-01A,TRD,0
TCGA-69-7764-01A,TRG,0
TCGA-49-AAR0-01A,IGH,0
TCGA-49-AAR0-01A,IGL,0
TCGA-49-AAR0-01A,IGK,0
TCGA-49-AAR0-01A,TRA,0
TCGA-49-AAR0-01A,TRB,0
TCGA-49-AAR0-01A,TRD,0
TCGA-49-AAR0-01A,TRG,0
TCGA-MP-A4T9-01A,IGH,0
TCGA-MP-A4T9-01A,IGL,0
TCGA-MP-A4T9-01A,IGK,0
TCGA-MP-A4T9-01A,TRA,2
TCGA-MP-A4T9-01A,TRB,0
TCGA-MP-A4T9-01A,TRD,0
TCGA-MP-A4T9-01A,TRG,0
TCGA-91-7771-01A,IGH,0
TCGA-91-7771-01A,IGL,0
TCGA-91-7771-01A,IGK,0
TCGA-91-7771-01A,TRA,1
TCGA-91-7771-01A,TRB,1
TCGA-91-7771-01A,TRD,0
TCGA-91-7771-01A,TRG,0
TCGA-78-7158-01A,IGH,0
TCGA-78-7158-01A,IGL,0
TCGA-78-7158-01A,IGK,0
TCGA-78-7158-01A,TRA,0
TCGA-78-7158-01A,TRB,0
TCGA-78-7158-01A,TRD,0
TCGA-78-7158-01A,TRG,0
TCGA-75-7025-01A,IGH,0
TCGA-75-7025-01A,IGL,0
TCGA-75-7025-01A,IGK,1
TCGA-75-7025-01A,TRA,0
TCGA-75-7025-01A,TRB,0
TCGA-75-7025-01A,TRD,0
TCGA-75-7025-01A,TRG,0
TCGA-86-8359-01A,IGH,0
TCGA-86-8359-01A,IGL,0
TCGA-86-8359-01A,IGK,0
TCGA-86-8359-01A,TRA,0
TCGA-86-8359-01A,TRB,0
TCGA-86-8359-01A,TRD,0
TCGA-86-8359-01A,TRG,1
TCGA-05-4425-01A,IGH,0
TCGA-05-4425-01A,IGL,0
TCGA-05-4425-01A,IGK,0
TCGA-05-4425-01A,TRA,0
TCGA-05-4425-01A,TRB,1
TCGA-05-4425-01A,TRD,0
TCGA-05-4425-01A,TRG,0
TCGA-55-7576-01A,IGH,0
TCGA-55-7576-01A,IGL,0
TCGA-55-7576-01A,IGK,0
TCGA-55-7576-01A,TRA,1
TCGA-55-7576-01A,TRB,1
TCGA-55-7576-01A,TRD,0
TCGA-55-7576-01A,TRG,0
TCGA-64-5779-01A,IGH,0
TCGA-64-5779-01A,IGL,0
TCGA-64-5779-01A,IGK,0
TCGA-64-5779-01A,TRA,0
TCGA-64-5779-01A,TRB,0
TCGA-64-5779-01A,TRD,0
TCGA-64-5779-01A,TRG,0
TCGA-17-Z053-01A,IGH,0
TCGA-17-Z053-01A,IGL,0
TCGA-17-Z053-01A,IGK,1
TCGA-17-Z053-01A,TRA,2
TCGA-17-Z053-01A,TRB,1
TCGA-17-Z053-01A,TRD,0
TCGA-17-Z053-01A,TRG,0
TCGA-35-3615-01A,IGH,0
TCGA-35-3615-01A,IGL,0
TCGA-35-3615-01A,IGK,0
TCGA-35-3615-01A,TRA,1
TCGA-35-3615-01A,TRB,0
TCGA-35-3615-01A,TRD,0
TCGA-35-3615-01A,TRG,0
TCGA-S2-AA1A-01A,IGH,0
TCGA-S2-AA1A-01A,IGL,0
TCGA-S2-AA1A-01A,IGK,0
TCGA-S2-AA1A-01A,TRA,0
TCGA-S2-AA1A-01A,TRB,0
TCGA-S2-AA1A-01A,TRD,0
TCGA-S2-AA1A-01A,TRG,0
TCGA-17-Z009-01A,IGH,0
TCGA-17-Z009-01A,IGL,0
TCGA-17-Z009-01A,IGK,1
TCGA-17-Z009-01A,TRA,3
TCGA-17-Z009-01A,TRB,0
TCGA-17-Z009-01A,TRD,0
TCGA-17-Z009-01A,TRG,0
TCGA-55-6987-01A,IGH,0
TCGA-55-6987-01A,IGL,0
TCGA-55-6987-01A,IGK,0
TCGA-55-6987-01A,TRA,0
TCGA-55-6987-01A,TRB,0
TCGA-55-6987-01A,TRD,0
TCGA-55-6987-01A,TRG,0
TCGA-55-6543-01A,IGH,0
TCGA-55-6543-01A,IGL,0
TCGA-55-6543-01A,IGK,0
TCGA-55-6543-01A,TRA,0
TCGA-55-6543-01A,TRB,0
TCGA-55-6543-01A,TRD,0
TCGA-55-6543-01A,TRG,0
TCGA-86-7714-01A,IGH,0
TCGA-86-7714-01A,IGL,0
TCGA-86-7714-01A,IGK,0
TCGA-86-7714-01A,TRA,2
TCGA-86-7714-01A,TRB,1
TCGA-86-7714-01A,TRD,0
TCGA-86-7714-01A,TRG,0
TCGA-97-7546-01A,IGH,0
TCGA-97-7546-01A,IGL,0
TCGA-97-7546-01A,IGK,0
TCGA-97-7546-01A,TRA,1
TCGA-97-7546-01A,TRB,0
TCGA-97-7546-01A,TRD,0
TCGA-97-7546-01A,TRG,0
TCGA-86-6851-01A,IGH,0
TCGA-86-6851-01A,IGL,0
TCGA-86-6851-01A,IGK,1
TCGA-86-6851-01A,TRA,1
TCGA-86-6851-01A,TRB,2
TCGA-86-6851-01A,TRD,0
TCGA-86-6851-01A,TRG,1
TCGA-50-8460-01A,IGH,0
TCGA-50-8460-01A,IGL,0
TCGA-50-8460-01A,IGK,0
TCGA-50-8460-01A,TRA,1
TCGA-50-8460-01A,TRB,0
TCGA-50-8460-01A,TRD,0
TCGA-50-8460-01A,TRG,0
TCGA-95-7947-01A,IGH,0
TCGA-95-7947-01A,IGL,0
TCGA-95-7947-01A,IGK,0
TCGA-95-7947-01A,TRA,3
TCGA-95-7947-01A,TRB,0
TCGA-95-7947-01A,TRD,0
TCGA-95-7947-01A,TRG,0
TCGA-17-Z016-01A,IGH,0
TCGA-17-Z016-01A,IGL,0
TCGA-17-Z016-01A,IGK,0
TCGA-17-Z016-01A,TRA,1
TCGA-17-Z016-01A,TRB,0
TCGA-17-Z016-01A,TRD,0
TCGA-17-Z016-01A,TRG,0
TCGA-55-8094-01A,IGH,0
TCGA-55-8094-01A,IGL,0
TCGA-55-8094-01A,IGK,0
TCGA-55-8094-01A,TRA,1
TCGA-55-8094-01A,TRB,0
TCGA-55-8094-01A,TRD,0
TCGA-55-8094-01A,TRG,0
TCGA-78-8662-01A,IGH,0
TCGA-78-8662-01A,IGL,0
TCGA-78-8662-01A,IGK,0
TCGA-78-8662-01A,TRA,0
TCGA-78-8662-01A,TRB,0
TCGA-78-8662-01A,TRD,0
TCGA-78-8662-01A,TRG,0
TCGA-50-5049-01A,IGH,0
TCGA-50-5049-01A,IGL,0
TCGA-50-5049-01A,IGK,0
TCGA-50-5049-01A,TRA,0
TCGA-50-5049-01A,TRB,0
TCGA-50-5049-01A,TRD,0
TCGA-50-5049-01A,TRG,0
TCGA-17-Z021-01A,IGH,0
TCGA-17-Z021-01A,IGL,0
TCGA-17-Z021-01A,IGK,2
TCGA-17-Z021-01A,TRA,2
TCGA-17-Z021-01A,TRB,0
TCGA-17-Z021-01A,TRD,0
TCGA-17-Z021-01A,TRG,0
TCGA-05-4422-01A,IGH,0
TCGA-05-4422-01A,IGL,0
TCGA-05-4422-01A,IGK,0
TCGA-05-4422-01A,TRA,2
TCGA-05-4422-01A,TRB,1
TCGA-05-4422-01A,TRD,0
TCGA-05-4422-01A,TRG,0
TCGA-86-8280-01A,IGH,0
TCGA-86-8280-01A,IGL,0
TCGA-86-8280-01A,IGK,0
TCGA-86-8280-01A,TRA,0
TCGA-86-8280-01A,TRB,0
TCGA-86-8280-01A,TRD,0
TCGA-86-8280-01A,TRG,0
TCGA-91-6840-01A,IGH,0
TCGA-91-6840-01A,IGL,0
TCGA-91-6840-01A,IGK,0
TCGA-91-6840-01A,TRA,0
TCGA-91-6840-01A,TRB,0
TCGA-91-6840-01A,TRD,0
TCGA-91-6840-01A,TRG,0
TCGA-78-7167-01A,IGH,0
TCGA-78-7167-01A,IGL,0
TCGA-78-7167-01A,IGK,0
TCGA-78-7167-01A,TRA,1
TCGA-78-7167-01A,TRB,0
TCGA-78-7167-01A,TRD,0
TCGA-78-7167-01A,TRG,0
TCGA-55-8090-01A,IGH,0
TCGA-55-8090-01A,IGL,0
TCGA-55-8090-01A,IGK,1
TCGA-55-8090-01A,TRA,4
TCGA-55-8090-01A,TRB,0
TCGA-55-8090-01A,TRD,0
TCGA-55-8090-01A,TRG,0
TCGA-49-6767-01A,IGH,0
TCGA-49-6767-01A,IGL,0
TCGA-49-6767-01A,IGK,0
TCGA-49-6767-01A,TRA,0
TCGA-49-6767-01A,TRB,0
TCGA-49-6767-01A,TRD,0
TCGA-49-6767-01A,TRG,0
TCGA-05-4426-01A,IGH,0
TCGA-05-4426-01A,IGL,0
TCGA-05-4426-01A,IGK,0
TCGA-05-4426-01A,TRA,0
TCGA-05-4426-01A,TRB,1
TCGA-05-4426-01A,TRD,0
TCGA-05-4426-01A,TRG,0
TCGA-44-6774-01A,IGH,0
TCGA-44-6774-01A,IGL,0
TCGA-44-6774-01A,IGK,0
TCGA-44-6774-01A,TRA,0
TCGA-44-6774-01A,TRB,0
TCGA-44-6774-01A,TRD,0
TCGA-44-6774-01A,TRG,0
TCGA-17-Z025-01A,IGH,0
TCGA-17-Z025-01A,IGL,0
TCGA-17-Z025-01A,IGK,0
TCGA-17-Z025-01A,TRA,1
TCGA-17-Z025-01A,TRB,1
TCGA-17-Z025-01A,TRD,0
TCGA-17-Z025-01A,TRG,0
TCGA-78-7162-01A,IGH,0
TCGA-78-7162-01A,IGL,0
TCGA-78-7162-01A,IGK,0
TCGA-78-7162-01A,TRA,1
TCGA-78-7162-01A,TRB,1
TCGA-78-7162-01A,TRD,0
TCGA-78-7162-01A,TRG,0
TCGA-55-6983-01A,IGH,0
TCGA-55-6983-01A,IGL,0
TCGA-55-6983-01A,IGK,0
TCGA-55-6983-01A,TRA,1
TCGA-55-6983-01A,TRB,0
TCGA-55-6983-01A,TRD,0
TCGA-55-6983-01A,TRG,0
TCGA-64-1676-01A,IGH,0
TCGA-64-1676-01A,IGL,0
TCGA-64-1676-01A,IGK,1
TCGA-64-1676-01A,TRA,2
TCGA-64-1676-01A,TRB,0
TCGA-64-1676-01A,TRD,0
TCGA-64-1676-01A,TRG,1
TCGA-44-4112-01A,IGH,0
TCGA-44-4112-01A,IGL,0
TCGA-44-4112-01A,IGK,0
TCGA-44-4112-01A,TRA,0
TCGA-44-4112-01A,TRB,0
TCGA-44-4112-01A,TRD,1
TCGA-44-4112-01A,TRG,0
TCGA-44-2656-01A,IGH,0
TCGA-44-2656-01A,IGL,0
TCGA-44-2656-01A,IGK,0
TCGA-44-2656-01A,TRA,0
TCGA-44-2656-01A,TRB,0
TCGA-44-2656-01A,TRD,0
TCGA-44-2656-01A,TRG,0
TCGA-17-Z048-01A,IGH,0
TCGA-17-Z048-01A,IGL,0
TCGA-17-Z048-01A,IGK,0
TCGA-17-Z048-01A,TRA,2
TCGA-17-Z048-01A,TRB,4
TCGA-17-Z048-01A,TRD,2
TCGA-17-Z048-01A,TRG,0
TCGA-97-A4M6-01A,IGH,0
TCGA-97-A4M6-01A,IGL,0
TCGA-97-A4M6-01A,IGK,0
TCGA-97-A4M6-01A,TRA,0
TCGA-97-A4M6-01A,TRB,1
TCGA-97-A4M6-01A,TRD,0
TCGA-97-A4M6-01A,TRG,0
TCGA-55-A57B-01A,IGH,0
TCGA-55-A57B-01A,IGL,0
TCGA-55-A57B-01A,IGK,0
TCGA-55-A57B-01A,TRA,2
TCGA-55-A57B-01A,TRB,0
TCGA-55-A57B-01A,TRD,0
TCGA-55-A57B-01A,TRG,0
TCGA-44-A4SU-01A,IGH,0
TCGA-44-A4SU-01A,IGL,0
TCGA-44-A4SU-01A,IGK,0
TCGA-44-A4SU-01A,TRA,1
TCGA-44-A4SU-01A,TRB,1
TCGA-44-A4SU-01A,TRD,0
TCGA-44-A4SU-01A,TRG,0
TCGA-44-7672-01A,IGH,2
TCGA-44-7672-01A,IGL,0
TCGA-44-7672-01A,IGK,3
TCGA-44-7672-01A,TRA,1
TCGA-44-7672-01A,TRB,0
TCGA-44-7672-01A,TRD,0
TCGA-44-7672-01A,TRG,1
TCGA-86-6562-01A,IGH,0
TCGA-86-6562-01A,IGL,0
TCGA-86-6562-01A,IGK,0
TCGA-86-6562-01A,TRA,0
TCGA-86-6562-01A,TRB,0
TCGA-86-6562-01A,TRD,0
TCGA-86-6562-01A,TRG,0
TCGA-86-A4P7-01A,IGH,0
TCGA-86-A4P7-01A,IGL,0
TCGA-86-A4P7-01A,IGK,0
TCGA-86-A4P7-01A,TRA,0
TCGA-86-A4P7-01A,TRB,1
TCGA-86-A4P7-01A,TRD,0
TCGA-86-A4P7-01A,TRG,0
TCGA-86-8056-01A,IGH,0
TCGA-86-8056-01A,IGL,0
TCGA-86-8056-01A,IGK,0
TCGA-86-8056-01A,TRA,2
TCGA-86-8056-01A,TRB,0
TCGA-86-8056-01A,TRD,0
TCGA-86-8056-01A,TRG,0
TCGA-J2-8192-01A,IGH,0
TCGA-J2-8192-01A,IGL,0
TCGA-J2-8192-01A,IGK,0
TCGA-J2-8192-01A,TRA,1
TCGA-J2-8192-01A,TRB,1
TCGA-J2-8192-01A,TRD,0
TCGA-J2-8192-01A,TRG,0
TCGA-05-4390-01A,IGH,0
TCGA-05-4390-01A,IGL,0
TCGA-05-4390-01A,IGK,0
TCGA-05-4390-01A,TRA,0
TCGA-05-4390-01A,TRB,0
TCGA-05-4390-01A,TRD,0
TCGA-05-4390-01A,TRG,0
TCGA-97-A4LX-01A,IGH,0
TCGA-97-A4LX-01A,IGL,0
TCGA-97-A4LX-01A,IGK,0
TCGA-97-A4LX-01A,TRA,1
TCGA-97-A4LX-01A,TRB,0
TCGA-97-A4LX-01A,TRD,0
TCGA-97-A4LX-01A,TRG,0
TCGA-17-Z060-01A,IGH,0
TCGA-17-Z060-01A,IGL,0
TCGA-17-Z060-01A,IGK,1
TCGA-17-Z060-01A,TRA,3
TCGA-17-Z060-01A,TRB,3
TCGA-17-Z060-01A,TRD,0
TCGA-17-Z060-01A,TRG,0
TCGA-64-5781-01A,IGH,0
TCGA-64-5781-01A,IGL,0
TCGA-64-5781-01A,IGK,0
TCGA-64-5781-01A,TRA,0
TCGA-64-5781-01A,TRB,0
TCGA-64-5781-01A,TRD,0
TCGA-64-5781-01A,TRG,0
TCGA-78-7166-01A,IGH,0
TCGA-78-7166-01A,IGL,0
TCGA-78-7166-01A,IGK,0
TCGA-78-7166-01A,TRA,0
TCGA-78-7166-01A,TRB,1
TCGA-78-7166-01A,TRD,0
TCGA-78-7166-01A,TRG,0
TCGA-80-5611-01A,IGH,0
TCGA-80-5611-01A,IGL,0
TCGA-80-5611-01A,IGK,0
TCGA-80-5611-01A,TRA,0
TCGA-80-5611-01A,TRB,0
TCGA-80-5611-01A,TRD,0
TCGA-80-5611-01A,TRG,0
TCGA-62-A46U-01A,IGH,0
TCGA-62-A46U-01A,IGL,0
TCGA-62-A46U-01A,IGK,0
TCGA-62-A46U-01A,TRA,0
TCGA-62-A46U-01A,TRB,1
TCGA-62-A46U-01A,TRD,0
TCGA-62-A46U-01A,TRG,0
TCGA-50-5936-01A,IGH,0
TCGA-50-5936-01A,IGL,0
TCGA-50-5936-01A,IGK,0
TCGA-50-5936-01A,TRA,0
TCGA-50-5936-01A,TRB,0
TCGA-50-5936-01A,TRD,0
TCGA-50-5936-01A,TRG,0
TCGA-05-4397-01A,IGH,0
TCGA-05-4397-01A,IGL,0
TCGA-05-4397-01A,IGK,0
