Sample ID,chain_type,wxs_count
TCGA-55-1595-01A,IGH,0
TCGA-55-1595-01A,IGL,0
TCGA-55-1595-01A,IGK,0
TCGA-55-1595-01A,TRA,2
TCGA-55-1595-01A,TRB,2
TCGA-55-1595-01A,TRD,0
TCGA-55-1595-01A,TRG,0
TCGA-MP-A4TD-01A,IGH,0
TCGA-MP-A4TD-01A,IGL,0
TCGA-MP-A4TD-01A,IGK,1
TCGA-MP-A4TD-01A,TRA,0
TCGA-MP-A4TD-01A,TRB,0
TCGA-MP-A4TD-01A,TRD,0
TCGA-MP-A4TD-01A,TRG,0
TCGA-55-8511-01A,IGH,0
TCGA-55-8511-01A,IGL,0
TCGA-55-8511-01A,IGK,1
TCGA-55-8511-01A,TRA,1
TCGA-55-8511-01A,TRB,0
TCGA-55-8511-01A,TRD,0
TCGA-55-8511-01A,TRG,0
TCGA-49-4501-01A,IGH,0
TCGA-49-4501-01A,IGL,1
TCGA-49-4501-01A,IGK,0
TCGA-49-4501-01A,TRA,0
TCGA-49-4501-01A,TRB,0
TCGA-49-4501-01A,TRD,0
TCGA-49-4501-01A,TRG,0
TCGA-55-8620-01A,IGH,0
TCGA-55-8620-01A,IGL,0
TCGA-55-8620-01A,IGK,0
TCGA-55-8620-01A,TRA,1
TCGA-55-8620-01A,TRB,0
TCGA-55-8620-01A,TRD,0
TCGA-55-8620-01A,TRG,0
TCGA-95-7948-01A,IGH,0
TCGA-95-7948-01A,IGL,0
TCGA-95-7948-01A,IGK,0
TCGA-95-7948-01A,TRA,0
TCGA-95-7948-01A,TRB,1
TCGA-95-7948-01A,TRD,0
TCGA-95-7948-01A,TRG,0
TCGA-55-7816-01A,IGH,0
TCGA-55-7816-01A,IGL,0
TCGA-55-7816-01A,IGK,0
TCGA-55-7816-01A,TRA,1
TCGA-55-7816-01A,TRB,2
TCGA-55-7816-01A,TRD,0
TCGA-55-7816-01A,TRG,0
TCGA-78-7220-01A,IGH,0
TCGA-78-7220-01A,IGL,0
TCGA-78-7220-01A,IGK,0
TCGA-78-7220-01A,TRA,0
TCGA-78-7220-01A,TRB,1
TCGA-78-7220-01A,TRD,0
TCGA-78-7220-01A,TRG,0
TCGA-05-4432-01A,IGH,0
TCGA-05-4432-01A,IGL,0
TCGA-05-4432-01A,IGK,2
TCGA-05-4432-01A,TRA,0
TCGA-05-4432-01A,TRB,1
TCGA-05-4432-01A,TRD,0
TCGA-05-4432-01A,TRG,0
TCGA-73-7498-01A,IGH,0
TCGA-73-7498-01A,IGL,0
TCGA-73-7498-01A,IGK,0
TCGA-73-7498-01A,TRA,3
TCGA-73-7498-01A,TRB,1
TCGA-73-7498-01A,TRD,0
TCGA-73-7498-01A,TRG,0
TCGA-50-7109-01A,IGH,0
TCGA-50-7109-01A,IGL,0
TCGA-50-7109-01A,IGK,0
TCGA-50-7109-01A,TRA,0
TCGA-50-7109-01A,TRB,0
TCGA-50-7109-01A,TRD,0
TCGA-50-7109-01A,TRG,0
TCGA-62-A470-01A,IGH,0
TCGA-62-A470-01A,IGL,0
TCGA-62-A470-01A,IGK,0
TCGA-62-A470-01A,TRA,2
TCGA-62-A470-01A,TRB,0
TCGA-62-A470-01A,TRD,0
TCGA-62-A470-01A,TRG,0
TCGA-L9-A50W-01A,IGH,0
TCGA-L9-A50W-01A,IGL,0
TCGA-L9-A50W-01A,IGK,0
TCGA-L9-A50W-01A,TRA,0
TCGA-L9-A50W-01A,TRB,0
TCGA-L9-A50W-01A,TRD,0
TCGA-L9-A50W-01A,TRG,0
TCGA-64-1679-01A,IGH,0
TCGA-64-1679-01A,IGL,0
TCGA-64-1679-01A,IGK,0
TCGA-64-1679-01A,TRA,1
TCGA-64-1679-01A,TRB,0
TCGA-64-1679-01A,TRD,0
TCGA-64-1679-01A,TRG,0
TCGA-75-6207-01A,IGH,0
TCGA-75-6207-01A,IGL,0
TCGA-75-6207-01A,IGK,0
TCGA-75-6207-01A,TRA,0
TCGA-75-6207-01A,TRB,0
TCGA-75-6207-01A,TRD,0
TCGA-75-6207-01A,TRG,0
TCGA-55-A493-01A,IGH,0
TCGA-55-A493-01A,IGL,0
TCGA-55-A493-01A,IGK,0
TCGA-55-A493-01A,TRA,0
TCGA-55-A493-01A,TRB,1
TCGA-55-A493-01A,TRD,0
TCGA-55-A493-01A,TRG,1
TCGA-44-8120-01A,IGH,0
TCGA-44-8120-01A,IGL,0
TCGA-44-8120-01A,IGK,0
TCGA-44-8120-01A,TRA,5
TCGA-44-8120-01A,TRB,1
TCGA-44-8120-01A,TRD,1
TCGA-44-8120-01A,TRG,0
TCGA-05-4427-01A,IGH,0
TCGA-05-4427-01A,IGL,0
TCGA-05-4427-01A,IGK,0
TCGA-05-4427-01A,TRA,0
TCGA-05-4427-01A,TRB,0
TCGA-05-4427-01A,TRD,0
TCGA-05-4427-01A,TRG,0
TCGA-44-8117-01A,IGH,0
TCGA-44-8117-01A,IGL,0
TCGA-44-8117-01A,IGK,0
TCGA-44-8117-01A,TRA,2
TCGA-44-8117-01A,TRB,2
TCGA-44-8117-01A,TRD,1
TCGA-44-8117-01A,TRG,0
TCGA-86-8075-01A,IGH,0
TCGA-86-8075-01A,IGL,0
TCGA-86-8075-01A,IGK,0
TCGA-86-8075-01A,TRA,0
TCGA-86-8075-01A,TRB,1
TCGA-86-8075-01A,TRD,0
TCGA-86-8075-01A,TRG,0
TCGA-97-7553-01A,IGH,0
TCGA-97-7553-01A,IGL,0
TCGA-97-7553-01A,IGK,0
TCGA-97-7553-01A,TRA,2
TCGA-97-7553-01A,TRB,5
TCGA-97-7553-01A,TRD,0
TCGA-97-7553-01A,TRG,0
TCGA-05-4410-01A,IGH,0
TCGA-05-4410-01A,IGL,0
TCGA-05-4410-01A,IGK,0
TCGA-05-4410-01A,TRA,1
TCGA-05-4410-01A,TRB,2
TCGA-05-4410-01A,TRD,0
TCGA-05-4410-01A,TRG,0
TCGA-17-Z019-01A,IGH,0
TCGA-17-Z019-01A,IGL,0
TCGA-17-Z019-01A,IGK,0
TCGA-17-Z019-01A,TRA,0
TCGA-17-Z019-01A,TRB,0
TCGA-17-Z019-01A,TRD,0
TCGA-17-Z019-01A,TRG,0
TCGA-71-8520-01A,IGH,0
TCGA-71-8520-01A,IGL,0
TCGA-71-8520-01A,IGK,0
TCGA-71-8520-01A,TRA,0
TCGA-71-8520-01A,TRB,0
TCGA-71-8520-01A,TRD,0
TCGA-71-8520-01A,TRG,0
TCGA-55-7913-01B,IGH,0
TCGA-55-7913-01B,IGL,0
TCGA-55-7913-01B,IGK,0
TCGA-55-7913-01B,TRA,2
TCGA-55-7913-01B,TRB,0
TCGA-55-7913-01B,TRD,0
TCGA-55-7913-01B,TRG,0
TCGA-44-7662-01A,IGH,0
TCGA-44-7662-01A,IGL,0
TCGA-44-7662-01A,IGK,1
TCGA-44-7662-01A,TRA,0
TCGA-44-7662-01A,TRB,0
TCGA-44-7662-01A,TRD,0
TCGA-44-7662-01A,TRG,0
TCGA-93-7347-01A,IGH,0
TCGA-93-7347-01A,IGL,0
TCGA-93-7347-01A,IGK,0
TCGA-93-7347-01A,TRA,2
TCGA-93-7347-01A,TRB,2
TCGA-93-7347-01A,TRD,0
TCGA-93-7347-01A,TRG,0
TCGA-75-6203-01A,IGH,0
TCGA-75-6203-01A,IGL,0
TCGA-75-6203-01A,IGK,0
TCGA-75-6203-01A,TRA,1
TCGA-75-6203-01A,TRB,0
TCGA-75-6203-01A,TRD,0
TCGA-75-6203-01A,TRG,0
TCGA-97-7552-01A,IGH,0
TCGA-97-7552-01A,IGL,0
TCGA-97-7552-01A,IGK,0
TCGA-97-7552-01A,TRA,1
TCGA-97-7552-01A,TRB,2
TCGA-97-7552-01A,TRD,0
TCGA-97-7552-01A,TRG,0
TCGA-55-8505-01A,IGH,0
TCGA-55-8505-01A,IGL,0
TCGA-55-8505-01A,IGK,0
TCGA-55-8505-01A,TRA,0
TCGA-55-8505-01A,TRB,0
TCGA-55-8505-01A,TRD,0
TCGA-55-8505-01A,TRG,0
TCGA-55-7227-01A,IGH,0
TCGA-55-7227-01A,IGL,0
TCGA-55-7227-01A,IGK,0
TCGA-55-7227-01A,TRA,1
TCGA-55-7227-01A,TRB,1
TCGA-55-7227-01A,TRD,0
TCGA-55-7227-01A,TRG,0
TCGA-69-8253-01A,IGH,0
TCGA-69-8253-01A,IGL,0
TCGA-69-8253-01A,IGK,0
TCGA-69-8253-01A,TRA,0
TCGA-69-8253-01A,TRB,0
TCGA-69-8253-01A,TRD,0
TCGA-69-8253-01A,TRG,0
TCGA-75-7030-01A,IGH,0
TCGA-75-7030-01A,IGL,0
TCGA-75-7030-01A,IGK,0
TCGA-75-7030-01A,TRA,0
TCGA-75-7030-01A,TRB,0
TCGA-75-7030-01A,TRD,0
TCGA-75-7030-01A,TRG,0
TCGA-86-8585-01A,IGH,0
TCGA-86-8585-01A,IGL,1
TCGA-86-8585-01A,IGK,0
TCGA-86-8585-01A,TRA,0
TCGA-86-8585-01A,TRB,1
TCGA-86-8585-01A,TRD,0
TCGA-86-8585-01A,TRG,0
TCGA-17-Z044-01A,IGH,0
TCGA-17-Z044-01A,IGL,0
TCGA-17-Z044-01A,IGK,0
TCGA-17-Z044-01A,TRA,0
TCGA-17-Z044-01A,TRB,0
TCGA-17-Z044-01A,TRD,0
TCGA-17-Z044-01A,TRG,0
TCGA-55-6970-01A,IGH,0
TCGA-55-6970-01A,IGL,0
TCGA-55-6970-01A,IGK,0
TCGA-55-6970-01A,TRA,1
TCGA-55-6970-01A,TRB,0
TCGA-55-6970-01A,TRD,0
TCGA-55-6970-01A,TRG,0
TCGA-17-Z002-01A,IGH,0
TCGA-17-Z002-01A,IGL,0
TCGA-17-Z002-01A,IGK,0
TCGA-17-Z002-01A,TRA,2
TCGA-17-Z002-01A,TRB,1
TCGA-17-Z002-01A,TRD,0
TCGA-17-Z002-01A,TRG,0
TCGA-17-Z058-01A,IGH,0
TCGA-17-Z058-01A,IGL,0
TCGA-17-Z058-01A,IGK,0
TCGA-17-Z058-01A,TRA,2
TCGA-17-Z058-01A,TRB,2
TCGA-17-Z058-01A,TRD,0
TCGA-17-Z058-01A,TRG,0
TCGA-55-8204-01A,IGH,0
TCGA-55-8204-01A,IGL,0
TCGA-55-8204-01A,IGK,2
TCGA-55-8204-01A,TRA,4
TCGA-55-8204-01A,TRB,0
TCGA-55-8204-01A,TRD,0
TCGA-55-8204-01A,TRG,0
TCGA-55-7724-01A,IGH,0
TCGA-55-7724-01A,IGL,0
TCGA-55-7724-01A,IGK,0
TCGA-55-7724-01A,TRA,2
TCGA-55-7724-01A,TRB,3
TCGA-55-7724-01A,TRD,0
TCGA-55-7724-01A,TRG,0
TCGA-NJ-A4YG-01A,IGH,0
TCGA-NJ-A4YG-01A,IGL,0
TCGA-NJ-A4YG-01A,IGK,0
TCGA-NJ-A4YG-01A,TRA,0
TCGA-NJ-A4YG-01A,TRB,1
TCGA-NJ-A4YG-01A,TRD,0
TCGA-NJ-A4YG-01A,TRG,0
TCGA-50-5939-01A,IGH,1
TCGA-50-5939-01A,IGL,0
TCGA-50-5939-01A,IGK,0
TCGA-50-5939-01A,TRA,0
TCGA-50-5939-01A,TRB,0
TCGA-50-5939-01A,TRD,0
TCGA-50-5939-01A,TRG,0
TCGA-78-7153-01A,IGH,0
TCGA-78-7153-01A,IGL,0
TCGA-78-7153-01A,IGK,0
TCGA-78-7153-01A,TRA,1
TCGA-78-7153-01A,TRB,2
TCGA-78-7153-01A,TRD,0
TCGA-78-7153-01A,TRG,0
TCGA-73-4668-01A,IGH,0
TCGA-73-4668-01A,IGL,0
TCGA-73-4668-01A,IGK,0
TCGA-73-4668-01A,TRA,0
TCGA-73-4668-01A,TRB,1
TCGA-73-4668-01A,TRD,0
TCGA-73-4668-01A,TRG,0
TCGA-49-AARN-01A,IGH,0
TCGA-49-AARN-01A,IGL,0
TCGA-49-AARN-01A,IGK,0
TCGA-49-AARN-01A,TRA,0
TCGA-49-AARN-01A,TRB,0
TCGA-49-AARN-01A,TRD,0
TCGA-49-AARN-01A,TRG,0
TCGA-86-7701-01A,IGH,0
TCGA-86-7701-01A,IGL,0
TCGA-86-7701-01A,IGK,2
TCGA-86-7701-01A,TRA,6
TCGA-86-7701-01A,TRB,2
TCGA-86-7701-01A,TRD,0
TCGA-86-7701-01A,TRG,0
TCGA-93-A4JO-01A,IGH,1
TCGA-93-A4JO-01A,IGL,0
TCGA-93-A4JO-01A,IGK,0
TCGA-93-A4JO-01A,TRA,0
TCGA-93-A4JO-01A,TRB,1
TCGA-93-A4JO-01A,TRD,0
TCGA-93-A4JO-01A,TRG,0
TCGA-95-8039-01A,IGH,0
TCGA-95-8039-01A,IGL,0
TCGA-95-8039-01A,IGK,0
TCGA-95-8039-01A,TRA,1
TCGA-95-8039-01A,TRB,1
TCGA-95-8039-01A,TRD,0
TCGA-95-8039-01A,TRG,0
TCGA-05-4415-01A,IGH,0
TCGA-05-4415-01A,IGL,0
TCGA-05-4415-01A,IGK,0
TCGA-05-4415-01A,TRA,0
TCGA-05-4415-01A,TRB,0
TCGA-05-4415-01A,TRD,0
TCGA-05-4415-01A,TRG,0
TCGA-50-5942-01A,IGH,0
TCGA-50-5942-01A,IGL,0
TCGA-50-5942-01A,IGK,0
TCGA-50-5942-01A,TRA,1
TCGA-50-5942-01A,TRB,0
TCGA-50-5942-01A,TRD,0
TCGA-50-5942-01A,TRG,0
TCGA-91-A4BC-01A,IGH,0
TCGA-91-A4BC-01A,IGL,0
TCGA-91-A4BC-01A,IGK,0
TCGA-91-A4BC-01A,TRA,0
TCGA-91-A4BC-01A,TRB,0
TCGA-91-A4BC-01A,TRD,0
TCGA-91-A4BC-01A,TRG,0
TCGA-67-3773-01A,IGH,0
TCGA-67-3773-01A,IGL,0
TCGA-67-3773-01A,IGK,0
TCGA-67-3773-01A,TRA,1
TCGA-67-3773-01A,TRB,0
TCGA-67-3773-01A,TRD,0
TCGA-67-3773-01A,TRG,0
TCGA-17-Z047-01A,IGH,0
TCGA-17-Z047-01A,IGL,0
TCGA-17-Z047-01A,IGK,0
TCGA-17-Z047-01A,TRA,2
TCGA-17-Z047-01A,TRB,3
TCGA-17-Z047-01A,TRD,0
TCGA-17-Z047-01A,TRG,0
TCGA-MP-A4TA-01A,IGH,0
TCGA-MP-A4TA-01A,IGL,0
TCGA-MP-A4TA-01A,IGK,1
TCGA-MP-A4TA-01A,TRA,1
TCGA-MP-A4TA-01A,TRB,0
TCGA-MP-A4TA-01A,TRD,0
TCGA-MP-A4TA-01A,TRG,1
TCGA-55-A48Y-01A,IGH,0
TCGA-55-A48Y-01A,IGL,0
TCGA-55-A48Y-01A,IGK,0
TCGA-55-A48Y-01A,TRA,0
TCGA-55-A48Y-01A,TRB,1
TCGA-55-A48Y-01A,TRD,0
TCGA-55-A48Y-01A,TRG,0
TCGA-75-5122-01A,IGH,0
TCGA-75-5122-01A,IGL,0
TCGA-75-5122-01A,IGK,0
TCGA-75-5122-01A,TRA,1
TCGA-75-5122-01A,TRB,1
TCGA-75-5122-01A,TRD,0
TCGA-75-5122-01A,TRG,0
TCGA-73-4677-01A,IGH,1
TCGA-73-4677-01A,IGL,0
TCGA-73-4677-01A,IGK,0
TCGA-73-4677-01A,TRA,1
TCGA-73-4677-01A,TRB,2
TCGA-73-4677-01A,TRD,0
TCGA-73-4677-01A,TRG,1
TCGA-MP-A4T2-01A,IGH,0
TCGA-MP-A4T2-01A,IGL,0
TCGA-MP-A4T2-01A,IGK,0
TCGA-MP-A4T2-01A,TRA,0
TCGA-MP-A4T2-01A,TRB,0
TCGA-MP-A4T2-01A,TRD,0
TCGA-MP-A4T2-01A,TRG,0
TCGA-62-A46R-01A,IGH,0
TCGA-62-A46R-01A,IGL,0
TCGA-62-A46R-01A,IGK,0
TCGA-62-A46R-01A,TRA,2
TCGA-62-A46R-01A,TRB,1
TCGA-62-A46R-01A,TRD,0
TCGA-62-A46R-01A,TRG,0
TCGA-97-8547-01A,IGH,0
TCGA-97-8547-01A,IGL,0
TCGA-97-8547-01A,IGK,0
TCGA-97-8547-01A,TRA,0
TCGA-97-8547-01A,TRB,0
TCGA-97-8547-01A,TRD,0
TCGA-97-8547-01A,TRG,0
TCGA-86-7955-01A,IGH,0
TCGA-86-7955-01A,IGL,0
TCGA-86-7955-01A,IGK,1
TCGA-86-7955-01A,TRA,0
TCGA-86-7955-01A,TRB,3
TCGA-86-7955-01A,TRD,0
TCGA-86-7955-01A,TRG,0
TCGA-17-Z050-01A,IGH,0
TCGA-17-Z050-01A,IGL,0
TCGA-17-Z050-01A,IGK,0
TCGA-17-Z050-01A,TRA,3
TCGA-17-Z050-01A,TRB,5
TCGA-17-Z050-01A,TRD,0
TCGA-17-Z050-01A,TRG,1
TCGA-50-5072-01A,IGH,0
TCGA-50-5072-01A,IGL,0
TCGA-50-5072-01A,IGK,0
TCGA-50-5072-01A,TRA,1
TCGA-50-5072-01A,TRB,1
TCGA-50-5072-01A,TRD,0
TCGA-50-5072-01A,TRG,0
TCGA-MP-A4T6-01A,IGH,0
TCGA-MP-A4T6-01A,IGL,0
TCGA-MP-A4T6-01A,IGK,0
TCGA-MP-A4T6-01A,TRA,0
TCGA-MP-A4T6-01A,TRB,1
TCGA-MP-A4T6-01A,TRD,0
TCGA-MP-A4T6-01A,TRG,0
TCGA-62-8394-01A,IGH,0
TCGA-62-8394-01A,IGL,0
TCGA-62-8394-01A,IGK,0
TCGA-62-8394-01A,TRA,0
TCGA-62-8394-01A,TRB,0
TCGA-62-8394-01A,TRD,0
TCGA-62-8394-01A,TRG,0
TCGA-86-8668-01A,IGH,0
TCGA-86-8668-01A,IGL,0
TCGA-86-8668-01A,IGK,0
TCGA-86-8668-01A,TRA,1
TCGA-86-8668-01A,TRB,0
TCGA-86-8668-01A,TRD,0
TCGA-86-8668-01A,TRG,0
TCGA-69-A59K-01A,IGH,1
TCGA-69-A59K-01A,IGL,0
TCGA-69-A59K-01A,IGK,0
TCGA-69-A59K-01A,TRA,1
TCGA-69-A59K-01A,TRB,0
TCGA-69-A59K-01A,TRD,0
TCGA-69-A59K-01A,TRG,0
TCGA-MP-A4TI-01A,IGH,0
TCGA-MP-A4TI-01A,IGL,0
TCGA-MP-A4TI-01A,IGK,0
TCGA-MP-A4TI-01A,TRA,1
TCGA-MP-A4TI-01A,TRB,0
TCGA-MP-A4TI-01A,TRD,0
TCGA-MP-A4TI-01A,TRG,0
TCGA-95-7562-01A,IGH,0
TCGA-95-7562-01A,IGL,0
TCGA-95-7562-01A,IGK,0
TCGA-95-7562-01A,TRA,6
TCGA-95-7562-01A,TRB,0
TCGA-95-7562-01A,TRD,1
TCGA-95-7562-01A,TRG,0
TCGA-05-4244-01A,IGH,0
TCGA-05-4244-01A,IGL,0
TCGA-05-4244-01A,IGK,0
TCGA-05-4244-01A,TRA,1
TCGA-05-4244-01A,TRB,0
TCGA-05-4244-01A,TRD,1
TCGA-05-4244-01A,TRG,0
TCGA-91-A4BD-01A,IGH,0
TCGA-91-A4BD-01A,IGL,0
TCGA-91-A4BD-01A,IGK,0
TCGA-91-A4BD-01A,TRA,0
TCGA-91-A4BD-01A,TRB,0
TCGA-91-A4BD-01A,TRD,0
TCGA-91-A4BD-01A,TRG,0
TCGA-44-6776-01A,IGH,0
TCGA-44-6776-01A,IGL,0
TCGA-44-6776-01A,IGK,0
TCGA-44-6776-01A,TRA,0
TCGA-44-6776-01A,TRB,1
TCGA-44-6776-01A,TRD,0
TCGA-44-6776-01A,TRG,0
TCGA-64-5815-01A,IGH,0
TCGA-64-5815-01A,IGL,0
TCGA-64-5815-01A,IGK,0
TCGA-64-5815-01A,TRA,0
TCGA-64-5815-01A,TRB,0
TCGA-64-5815-01A,TRD,0
TCGA-64-5815-01A,TRG,0
TCGA-73-A9RS-01A,IGH,0
TCGA-73-A9RS-01A,IGL,0
TCGA-73-A9RS-01A,IGK,0
TCGA-73-A9RS-01A,TRA,1
TCGA-73-A9RS-01A,TRB,1
TCGA-73-A9RS-01A,TRD,0
TCGA-73-A9RS-01A,TRG,0
TCGA-91-6847-01A,IGH,0
TCGA-91-6847-01A,IGL,0
TCGA-91-6847-01A,IGK,0
TCGA-91-6847-01A,TRA,0
TCGA-91-6847-01A,TRB,0
TCGA-91-6847-01A,TRD,0
TCGA-91-6847-01A,TRG,0
TCGA-55-8097-01A,IGH,0
TCGA-55-8097-01A,IGL,1
TCGA-55-8097-01A,IGK,0
TCGA-55-8097-01A,TRA,2
TCGA-55-8097-01A,TRB,0
TCGA-55-8097-01A,TRD,0
TCGA-55-8097-01A,TRG,0
TCGA-93-8067-01A,IGH,0
TCGA-93-8067-01A,IGL,0
TCGA-93-8067-01A,IGK,0
TCGA-93-8067-01A,TRA,0
TCGA-93-8067-01A,TRB,0
TCGA-93-8067-01A,TRD,0
TCGA-93-8067-01A,TRG,0
TCGA-17-Z015-01A,IGH,0
TCGA-17-Z015-01A,IGL,0
TCGA-17-Z015-01A,IGK,0
TCGA-17-Z015-01A,TRA,0
TCGA-17-Z015-01A,TRB,0
TCGA-17-Z015-01A,TRD,0
TCGA-17-Z015-01A,TRG,0
TCGA-44-A47A-01A,IGH,0
TCGA-44-A47A-01A,IGL,0
TCGA-44-A47A-01A,IGK,0
TCGA-44-A47A-01A,TRA,0
TCGA-44-A47A-01A,TRB,0
TCGA-44-A47A-01A,TRD,0
TCGA-44-A47A-01A,TRG,0
TCGA-17-Z022-01A,IGH,0
TCGA-17-Z022-01A,IGL,0
TCGA-17-Z022-01A,IGK,0
TCGA-17-Z022-01A,TRA,2
TCGA-17-Z022-01A,TRB,0
TCGA-17-Z022-01A,TRD,0
TCGA-17-Z022-01A,TRG,0
TCGA-44-2657-01A,IGH,0
TCGA-44-2657-01A,IGL,0
TCGA-44-2657-01A,IGK,1
TCGA-44-2657-01A,TRA,2
TCGA-44-2657-01A,TRB,2
TCGA-44-2657-01A,TRD,0
TCGA-44-2657-01A,TRG,0
TCGA-44-2662-01A,IGH,0
TCGA-44-2662-01A,IGL,0
TCGA-44-2662-01A,IGK,0
TCGA-44-2662-01A,TRA,1
TCGA-44-2662-01A,TRB,0
TCGA-44-2662-01A,TRD,0
TCGA-44-2662-01A,TRG,0
TCGA-55-6984-01A,IGH,0
TCGA-55-6984-01A,IGL,1
TCGA-55-6984-01A,IGK,0
TCGA-55-6984-01A,TRA,0
TCGA-55-6984-01A,TRB,0
TCGA-55-6984-01A,TRD,0
TCGA-55-6984-01A,TRG,0
TCGA-05-4396-01A,IGH,0
TCGA-05-4396-01A,IGL,0
TCGA-05-4396-01A,IGK,0
TCGA-05-4396-01A,TRA,0
TCGA-05-4396-01A,TRB,1
TCGA-05-4396-01A,TRD,0
TCGA-05-4396-01A,TRG,0
TCGA-44-2668-01A,IGH,0
TCGA-44-2668-01A,IGL,0
TCGA-44-2668-01A,IGK,0
TCGA-44-2668-01A,TRA,1
TCGA-44-2668-01A,TRB,2
TCGA-44-2668-01A,TRD,0
TCGA-44-2668-01A,TRG,0
TCGA-55-6978-01A,IGH,0
TCGA-55-6978-01A,IGL,0
TCGA-55-6978-01A,IGK,0
TCGA-55-6978-01A,TRA,0
TCGA-55-6978-01A,TRB,0
TCGA-55-6978-01A,TRD,0
TCGA-55-6978-01A,TRG,0
TCGA-80-5607-01A,IGH,0
TCGA-80-5607-01A,IGL,0
TCGA-80-5607-01A,IGK,0
TCGA-80-5607-01A,TRA,3
TCGA-80-5607-01A,TRB,0
TCGA-80-5607-01A,TRD,0
TCGA-80-5607-01A,TRG,0
TCGA-50-5055-01A,IGH,0
TCGA-50-5055-01A,IGL,0
TCGA-50-5055-01A,IGK,1
TCGA-50-5055-01A,TRA,0
TCGA-50-5055-01A,TRB,0
TCGA-50-5055-01A,TRD,0
TCGA-50-5055-01A,TRG,0
TCGA-49-AAR4-01A,IGH,0
TCGA-49-AAR4-01A,IGL,0
TCGA-49-AAR4-01A,IGK,0
TCGA-49-AAR4-01A,TRA,1
TCGA-49-AAR4-01A,TRB,1
TCGA-49-AAR4-01A,TRD,0
TCGA-49-AAR4-01A,TRG,0
TCGA-97-A4M1-01A,IGH,0
TCGA-97-A4M1-01A,IGL,0
TCGA-97-A4M1-01A,IGK,0
TCGA-97-A4M1-01A,TRA,0
TCGA-97-A4M1-01A,TRB,0
TCGA-97-A4M1-01A,TRD,0
TCGA-97-A4M1-01A,TRG,0
TCGA-95-7944-01A,IGH,0
TCGA-95-7944-01A,IGL,0
