Sample ID,chain_type,rna_count
TCGA-75-7031-01A,TRA,112
TCGA-75-7031-01A,TRB,0
TCGA-75-7031-01A,TRD,0
TCGA-75-7031-01A,TRG,0
TCGA-55-A48X-01A,IGH,152
TCGA-55-A48X-01A,IGL,664
TCGA-55-A48X-01A,IGK,1897
TCGA-55-A48X-01A,TRA,473
TCGA-55-A48X-01A,TRB,6
TCGA-55-A48X-01A,TRD,13
TCGA-55-A48X-01A,TRG,0
TCGA-62-A470-01A,IGH,4
TCGA-62-A470-01A,IGL,35
TCGA-62-A470-01A,IGK,128
TCGA-62-A470-01A,TRA,39
TCGA-62-A470-01A,TRB,0
TCGA-62-A470-01A,TRD,2
TCGA-62-A470-01A,TRG,0
TCGA-86-A456-01A,IGH,25
TCGA-86-A456-01A,IGL,156
TCGA-86-A456-01A,IGK,348
TCGA-86-A456-01A,TRA,96
TCGA-86-A456-01A,TRB,2
TCGA-86-A456-01A,TRD,5
TCGA-86-A456-01A,TRG,0
TCGA-L9-A743-01A,IGH,262
TCGA-L9-A743-01A,IGL,920
TCGA-L9-A743-01A,IGK,2100
TCGA-L9-A743-01A,TRA,472
TCGA-L9-A743-01A,TRB,14
TCGA-L9-A743-01A,TRD,15
TCGA-L9-A743-01A,TRG,0
TCGA-NJ-A4YF-01A,IGH,28
TCGA-NJ-A4YF-01A,IGL,138
TCGA-NJ-A4YF-01A,IGK,274
TCGA-NJ-A4YF-01A,TRA,60
TCGA-NJ-A4YF-01A,TRB,1
TCGA-NJ-A4YF-01A,TRD,2
TCGA-NJ-A4YF-01A,TRG,0
TCGA-44-A4SU-01A,IGH,263
TCGA-44-A4SU-01A,IGL,730
TCGA-44-A4SU-01A,IGK,1844
TCGA-44-A4SU-01A,TRA,455
TCGA-44-A4SU-01A,TRB,10
TCGA-44-A4SU-01A,TRD,11
TCGA-44-A4SU-01A,TRG,0
TCGA-55-7903-01A,IGH,12
TCGA-55-7903-01A,IGL,97
TCGA-55-7903-01A,IGK,235
TCGA-55-7903-01A,TRA,54
TCGA-55-7903-01A,TRB,3
TCGA-55-7903-01A,TRD,2
TCGA-55-7903-01A,TRG,1
TCGA-69-8253-01A,IGH,68
TCGA-69-8253-01A,IGL,283
TCGA-69-8253-01A,IGK,661
TCGA-69-8253-01A,TRA,173
TCGA-69-8253-01A,TRB,2
TCGA-69-8253-01A,TRD,3
TCGA-69-8253-01A,TRG,0
TCGA-64-5815-01A,IGH,84
TCGA-64-5815-01A,IGL,372
TCGA-64-5815-01A,IGK,989
TCGA-64-5815-01A,TRA,217
TCGA-64-5815-01A,TRB,3
TCGA-64-5815-01A,TRD,7
TCGA-64-5815-01A,TRG,0
TCGA-91-6831-01A,IGH,87
TCGA-91-6831-01A,IGL,360
TCGA-91-6831-01A,IGK,726
TCGA-91-6831-01A,TRA,196
TCGA-91-6831-01A,TRB,1
TCGA-91-6831-01A,TRD,6
TCGA-91-6831-01A,TRG,0
TCGA-97-7938-01A,IGH,14
TCGA-97-7938-01A,IGL,108
TCGA-97-7938-01A,IGK,322
TCGA-97-7938-01A,TRA,82
TCGA-97-7938-01A,TRB,3
TCGA-97-7938-01A,TRD,2
TCGA-97-7938-01A,TRG,0
TCGA-50-8457-01A,IGH,218
TCGA-50-8457-01A,IGL,879
TCGA-50-8457-01A,IGK,2264
TCGA-50-8457-01A,TRA,520
TCGA-50-8457-01A,TRB,4
TCGA-50-8457-01A,TRD,16
TCGA-50-8457-01A,TRG,0
TCGA-78-7155-01A,IGH,3
TCGA-78-7155-01A,IGL,38
TCGA-78-7155-01A,IGK,92
TCGA-78-7155-01A,TRA,31
TCGA-78-7155-01A,TRB,1
TCGA-78-7155-01A,TRD,0
TCGA-78-7155-01A,TRG,0
TCGA-64-1679-01A,IGH,25
TCGA-64-1679-01A,IGL,161
TCGA-64-1679-01A,IGK,304
TCGA-64-1679-01A,TRA,82
TCGA-64-1679-01A,TRB,1
TCGA-64-1679-01A,TRD,1
TCGA-64-1679-01A,TRG,0
TCGA-55-6979-01A,IGH,102
TCGA-55-6979-01A,IGL,475
TCGA-55-6979-01A,IGK,1126
TCGA-55-6979-01A,TRA,211
TCGA-55-6979-01A,TRB,7
TCGA-55-6979-01A,TRD,8
TCGA-55-6979-01A,TRG,0
TCGA-44-7671-01A,IGH,37
TCGA-44-7671-01A,IGL,154
TCGA-44-7671-01A,IGK,582
TCGA-44-7671-01A,TRA,147
TCGA-44-7671-01A,TRB,0
TCGA-44-7671-01A,TRD,3
TCGA-44-7671-01A,TRG,0
TCGA-05-4397-01A,IGH,47
TCGA-05-4397-01A,IGL,252
TCGA-05-4397-01A,IGK,732
TCGA-05-4397-01A,TRA,253
TCGA-05-4397-01A,TRB,4
TCGA-05-4397-01A,TRD,7
TCGA-05-4397-01A,TRG,1
TCGA-44-7660-01A,IGH,15
TCGA-44-7660-01A,IGL,162
TCGA-44-7660-01A,IGK,337
TCGA-44-7660-01A,TRA,90
TCGA-44-7660-01A,TRB,0
TCGA-44-7660-01A,TRD,3
TCGA-44-7660-01A,TRG,0
TCGA-69-7760-01A,IGH,5
TCGA-69-7760-01A,IGL,30
TCGA-69-7760-01A,IGK,102
TCGA-69-7760-01A,TRA,39
TCGA-69-7760-01A,TRB,0
TCGA-69-7760-01A,TRD,0
TCGA-69-7760-01A,TRG,0
TCGA-05-4398-01A,IGH,272
TCGA-05-4398-01A,IGL,1159
TCGA-05-4398-01A,IGK,2833
TCGA-05-4398-01A,TRA,750
TCGA-05-4398-01A,TRB,16
TCGA-05-4398-01A,TRD,29
TCGA-05-4398-01A,TRG,0
TCGA-44-4112-01B,IGH,36
TCGA-44-4112-01B,IGL,126
TCGA-44-4112-01B,IGK,647
TCGA-44-4112-01B,TRA,170
TCGA-44-4112-01B,TRB,0
TCGA-44-4112-01B,TRD,2
TCGA-44-4112-01B,TRG,1
TCGA-49-4487-01A,IGH,96
TCGA-49-4487-01A,IGL,552
TCGA-49-4487-01A,IGK,1184
TCGA-49-4487-01A,TRA,296
TCGA-49-4487-01A,TRB,7
TCGA-49-4487-01A,TRD,11
TCGA-49-4487-01A,TRG,0
TCGA-55-5899-01A,IGH,12
TCGA-55-5899-01A,IGL,71
TCGA-55-5899-01A,IGK,193
TCGA-55-5899-01A,TRA,42
TCGA-55-5899-01A,TRB,5
TCGA-55-5899-01A,TRD,1
TCGA-55-5899-01A,TRG,0
TCGA-55-8207-01A,IGH,22
TCGA-55-8207-01A,IGL,163
TCGA-55-8207-01A,IGK,367
TCGA-55-8207-01A,TRA,90
TCGA-55-8207-01A,TRB,4
TCGA-55-8207-01A,TRD,3
TCGA-55-8207-01A,TRG,0
TCGA-64-5781-01A,IGH,77
TCGA-64-5781-01A,IGL,762
TCGA-64-5781-01A,IGK,1582
TCGA-64-5781-01A,TRA,339
TCGA-64-5781-01A,TRB,2
TCGA-64-5781-01A,TRD,14
TCGA-64-5781-01A,TRG,1
TCGA-05-5423-01A,IGH,5
TCGA-05-5423-01A,IGL,59
TCGA-05-5423-01A,IGK,210
TCGA-05-5423-01A,TRA,55
TCGA-05-5423-01A,TRB,7
TCGA-05-5423-01A,TRD,2
TCGA-05-5423-01A,TRG,0
TCGA-91-A4BD-01A,IGH,19
TCGA-91-A4BD-01A,IGL,132
TCGA-91-A4BD-01A,IGK,524
TCGA-91-A4BD-01A,TRA,104
TCGA-91-A4BD-01A,TRB,1
TCGA-91-A4BD-01A,TRD,4
TCGA-91-A4BD-01A,TRG,0
TCGA-55-A493-01A,IGH,61
TCGA-55-A493-01A,IGL,322
TCGA-55-A493-01A,IGK,778
TCGA-55-A493-01A,TRA,146
TCGA-55-A493-01A,TRB,4
TCGA-55-A493-01A,TRD,6
TCGA-55-A493-01A,TRG,0
TCGA-86-8054-01A,IGH,11
TCGA-86-8054-01A,IGL,80
TCGA-86-8054-01A,IGK,165
TCGA-86-8054-01A,TRA,61
TCGA-86-8054-01A,TRB,1
TCGA-86-8054-01A,TRD,2
TCGA-86-8054-01A,TRG,0
TCGA-97-8177-01A,IGH,61
TCGA-97-8177-01A,IGL,412
TCGA-97-8177-01A,IGK,902
TCGA-97-8177-01A,TRA,237
TCGA-97-8177-01A,TRB,3
TCGA-97-8177-01A,TRD,2
TCGA-97-8177-01A,TRG,0
TCGA-44-A4SS-01A,IGH,16
TCGA-44-A4SS-01A,IGL,81
TCGA-44-A4SS-01A,IGK,190
TCGA-44-A4SS-01A,TRA,32
TCGA-44-A4SS-01A,TRB,3
TCGA-44-A4SS-01A,TRD,2
TCGA-44-A4SS-01A,TRG,2
TCGA-93-A4JQ-01A,IGH,95
TCGA-93-A4JQ-01A,IGL,477
TCGA-93-A4JQ-01A,IGK,1215
TCGA-93-A4JQ-01A,TRA,271
TCGA-93-A4JQ-01A,TRB,10
TCGA-93-A4JQ-01A,TRD,12
TCGA-93-A4JQ-01A,TRG,1
TCGA-95-A4VP-01A,IGH,30
TCGA-95-A4VP-01A,IGL,376
TCGA-95-A4VP-01A,IGK,822
TCGA-95-A4VP-01A,TRA,105
TCGA-95-A4VP-01A,TRB,7
TCGA-95-A4VP-01A,TRD,3
TCGA-95-A4VP-01A,TRG,0
TCGA-97-7546-01A,IGH,46
TCGA-97-7546-01A,IGL,317
TCGA-97-7546-01A,IGK,511
TCGA-97-7546-01A,TRA,110
TCGA-97-7546-01A,TRB,5
TCGA-97-7546-01A,TRD,2
TCGA-97-7546-01A,TRG,3
TCGA-86-8278-01A,IGH,312
TCGA-86-8278-01A,IGL,887
TCGA-86-8278-01A,IGK,3194
TCGA-86-8278-01A,TRA,1161
TCGA-86-8278-01A,TRB,4
TCGA-86-8278-01A,TRD,30
TCGA-86-8278-01A,TRG,0
TCGA-95-7947-01A,IGH,41
TCGA-95-7947-01A,IGL,177
TCGA-95-7947-01A,IGK,573
TCGA-95-7947-01A,TRA,101
TCGA-95-7947-01A,TRB,5
TCGA-95-7947-01A,TRD,2
TCGA-95-7947-01A,TRG,1
TCGA-86-8674-01A,IGH,20
TCGA-86-8674-01A,IGL,161
TCGA-86-8674-01A,IGK,383
TCGA-86-8674-01A,TRA,105
TCGA-86-8674-01A,TRB,1
TCGA-86-8674-01A,TRD,1
TCGA-86-8674-01A,TRG,0
TCGA-05-4425-01A,IGH,18
TCGA-05-4425-01A,IGL,102
TCGA-05-4425-01A,IGK,285
TCGA-05-4425-01A,TRA,71
TCGA-05-4425-01A,TRB,3
TCGA-05-4425-01A,TRD,2
TCGA-05-4425-01A,TRG,0
TCGA-50-5068-01A,IGH,15
TCGA-50-5068-01A,IGL,280
TCGA-50-5068-01A,IGK,793
TCGA-50-5068-01A,TRA,137
TCGA-50-5068-01A,TRB,8
TCGA-50-5068-01A,TRD,1
TCGA-50-5068-01A,TRG,0
TCGA-55-6978-01A,IGH,94
TCGA-55-6978-01A,IGL,266
TCGA-55-6978-01A,IGK,779
TCGA-55-6978-01A,TRA,270
TCGA-55-6978-01A,TRB,10
TCGA-55-6978-01A,TRD,6
TCGA-55-6978-01A,TRG,0
TCGA-50-5066-01A,IGH,127
TCGA-50-5066-01A,IGL,603
TCGA-50-5066-01A,IGK,1524
TCGA-50-5066-01A,TRA,294
TCGA-50-5066-01A,TRB,10
TCGA-50-5066-01A,TRD,2
TCGA-50-5066-01A,TRG,0
TCGA-97-8174-01A,IGH,86
TCGA-97-8174-01A,IGL,343
TCGA-97-8174-01A,IGK,1115
TCGA-97-8174-01A,TRA,307
TCGA-97-8174-01A,TRB,5
TCGA-97-8174-01A,TRD,6
TCGA-97-8174-01A,TRG,0
TCGA-78-7159-01A,IGH,158
TCGA-78-7159-01A,IGL,417
TCGA-78-7159-01A,IGK,1636
TCGA-78-7159-01A,TRA,610
TCGA-78-7159-01A,TRB,2
TCGA-78-7159-01A,TRD,16
TCGA-78-7159-01A,TRG,0
TCGA-44-6779-01A,IGH,18
TCGA-44-6779-01A,IGL,88
TCGA-44-6779-01A,IGK,200
TCGA-44-6779-01A,TRA,37
TCGA-44-6779-01A,TRB,7
TCGA-44-6779-01A,TRD,1
TCGA-44-6779-01A,TRG,0
TCGA-75-6207-01A,IGH,11
TCGA-75-6207-01A,IGL,60
TCGA-75-6207-01A,IGK,225
TCGA-75-6207-01A,TRA,60
TCGA-75-6207-01A,TRB,3
TCGA-75-6207-01A,TRD,1
TCGA-75-6207-01A,TRG,0
TCGA-95-7944-01A,IGH,19
TCGA-95-7944-01A,IGL,91
TCGA-95-7944-01A,IGK,190
TCGA-95-7944-01A,TRA,63
TCGA-95-7944-01A,TRB,13
TCGA-95-7944-01A,TRD,1
TCGA-95-7944-01A,TRG,2
TCGA-49-6742-01A,IGH,2
TCGA-49-6742-01A,IGL,9
TCGA-49-6742-01A,IGK,24
TCGA-49-6742-01A,TRA,8
TCGA-49-6742-01A,TRB,0
TCGA-49-6742-01A,TRD,0
TCGA-49-6742-01A,TRG,0
TCGA-44-2665-01A,IGH,8
TCGA-44-2665-01A,IGL,114
TCGA-44-2665-01A,IGK,267
TCGA-44-2665-01A,TRA,62
TCGA-44-2665-01A,TRB,4
TCGA-44-2665-01A,TRD,0
TCGA-44-2665-01A,TRG,0
TCGA-05-4422-01A,IGH,342
TCGA-05-4422-01A,IGL,1139
TCGA-05-4422-01A,IGK,3685
TCGA-05-4422-01A,TRA,1233
TCGA-05-4422-01A,TRB,14
TCGA-05-4422-01A,TRD,39
TCGA-05-4422-01A,TRG,1
TCGA-38-4628-01A,IGH,6
TCGA-38-4628-01A,IGL,107
TCGA-38-4628-01A,IGK,321
TCGA-38-4628-01A,TRA,96
TCGA-38-4628-01A,TRB,3
TCGA-38-4628-01A,TRD,1
TCGA-38-4628-01A,TRG,0
TCGA-49-6744-01A,IGH,168
TCGA-49-6744-01A,IGL,750
TCGA-49-6744-01A,IGK,1537
TCGA-49-6744-01A,TRA,472
TCGA-49-6744-01A,TRB,15
TCGA-49-6744-01A,TRD,16
TCGA-49-6744-01A,TRG,0
TCGA-55-7914-01A,IGH,262
TCGA-55-7914-01A,IGL,661
TCGA-55-7914-01A,IGK,1833
TCGA-55-7914-01A,TRA,645
TCGA-55-7914-01A,TRB,4
TCGA-55-7914-01A,TRD,15
TCGA-55-7914-01A,TRG,1
TCGA-55-7284-01B,IGH,14
TCGA-55-7284-01B,IGL,128
TCGA-55-7284-01B,IGK,298
TCGA-55-7284-01B,TRA,89
TCGA-55-7284-01B,TRB,9
TCGA-55-7284-01B,TRD,3
TCGA-55-7284-01B,TRG,0
TCGA-55-7913-01B,IGH,36
TCGA-55-7913-01B,IGL,199
TCGA-55-7913-01B,IGK,517
TCGA-55-7913-01B,TRA,107
TCGA-55-7913-01B,TRB,0
TCGA-55-7913-01B,TRD,7
TCGA-55-7913-01B,TRG,0
TCGA-78-7540-01A,IGH,17
TCGA-78-7540-01A,IGL,172
TCGA-78-7540-01A,IGK,341
TCGA-78-7540-01A,TRA,112
TCGA-78-7540-01A,TRB,0
TCGA-78-7540-01A,TRD,3
TCGA-78-7540-01A,TRG,0
TCGA-55-6972-01A,IGH,2
TCGA-55-6972-01A,IGL,24
TCGA-55-6972-01A,IGK,50
TCGA-55-6972-01A,TRA,16
TCGA-55-6972-01A,TRB,0
TCGA-55-6972-01A,TRD,1
TCGA-55-6972-01A,TRG,0
TCGA-NJ-A4YG-01A,IGH,31
TCGA-NJ-A4YG-01A,IGL,156
TCGA-NJ-A4YG-01A,IGK,359
TCGA-NJ-A4YG-01A,TRA,86
TCGA-NJ-A4YG-01A,TRB,3
TCGA-NJ-A4YG-01A,TRD,1
TCGA-NJ-A4YG-01A,TRG,0
TCGA-50-6591-01A,IGH,0
TCGA-50-6591-01A,IGL,1
TCGA-50-6591-01A,IGK,4
TCGA-50-6591-01A,TRA,7
TCGA-50-6591-01A,TRB,0
TCGA-50-6591-01A,TRD,0
TCGA-50-6591-01A,TRG,0
TCGA-49-AARQ-01A,IGH,15
TCGA-49-AARQ-01A,IGL,156
TCGA-49-AARQ-01A,IGK,294
TCGA-49-AARQ-01A,TRA,56
TCGA-49-AARQ-01A,TRB,3
TCGA-49-AARQ-01A,TRD,3
TCGA-49-AARQ-01A,TRG,0
TCGA-55-1596-01A,IGH,37
TCGA-55-1596-01A,IGL,147
TCGA-55-1596-01A,IGK,390
TCGA-55-1596-01A,TRA,105
TCGA-55-1596-01A,TRB,1
TCGA-55-1596-01A,TRD,0
TCGA-55-1596-01A,TRG,0
TCGA-55-6712-01A,IGH,40
TCGA-55-6712-01A,IGL,368
TCGA-55-6712-01A,IGK,1031
TCGA-55-6712-01A,TRA,221
TCGA-55-6712-01A,TRB,6
TCGA-55-6712-01A,TRD,7
TCGA-55-6712-01A,TRG,0
TCGA-97-7941-01A,IGH,24
TCGA-97-7941-01A,IGL,108
TCGA-97-7941-01A,IGK,268
TCGA-97-7941-01A,TRA,69
TCGA-97-7941-01A,TRB,7
TCGA-97-7941-01A,TRD,1
TCGA-97-7941-01A,TRG,0
TCGA-50-5936-01A,IGH,27
TCGA-50-5936-01A,IGL,138
TCGA-50-5936-01A,IGK,345
TCGA-50-5936-01A,TRA,93
TCGA-50-5936-01A,TRB,0
TCGA-50-5936-01A,TRD,0
TCGA-50-5936-01A,TRG,0
TCGA-53-7624-01A,IGH,29
TCGA-53-7624-01A,IGL,224
TCGA-53-7624-01A,IGK,508
TCGA-53-7624-01A,TRA,111
TCGA-53-7624-01A,TRB,4
TCGA-53-7624-01A,TRD,2
TCGA-53-7624-01A,TRG,0
TCGA-MN-A4N5-01A,IGH,55
TCGA-MN-A4N5-01A,IGL,221
TCGA-MN-A4N5-01A,IGK,385
TCGA-MN-A4N5-01A,TRA,109
TCGA-MN-A4N5-01A,TRB,3
TCGA-MN-A4N5-01A,TRD,4
TCGA-MN-A4N5-01A,TRG,1
TCGA-55-6543-01A,IGH,49
TCGA-55-6543-01A,IGL,280
TCGA-55-6543-01A,IGK,702
TCGA-55-6543-01A,TRA,256
TCGA-55-6543-01A,TRB,2
TCGA-55-6543-01A,TRD,6
TCGA-55-6543-01A,TRG,0
TCGA-MP-A5C7-01A,IGH,24
TCGA-MP-A5C7-01A,IGL,93
TCGA-MP-A5C7-01A,IGK,309
TCGA-MP-A5C7-01A,TRA,131
TCGA-MP-A5C7-01A,TRB,0
TCGA-MP-A5C7-01A,TRD,3
TCGA-MP-A5C7-01A,TRG,0
TCGA-55-A4DG-01A,IGH,83
TCGA-55-A4DG-01A,IGL,301
TCGA-55-A4DG-01A,IGK,990
TCGA-55-A4DG-01A,TRA,301
TCGA-55-A4DG-01A,TRB,3
TCGA-55-A4DG-01A,TRD,9
TCGA-55-A4DG-01A,TRG,1
TCGA-55-1592-01A,IGH,98
TCGA-55-1592-01A,IGL,459
TCGA-55-1592-01A,IGK,1215
TCGA-55-1592-01A,TRA,389
TCGA-55-1592-01A,TRB,1
TCGA-55-1592-01A,TRD,16
TCGA-55-1592-01A,TRG,1
TCGA-44-7669-01A,IGH,128
TCGA-44-7669-01A,IGL,451
TCGA-44-7669-01A,IGK,927
TCGA-44-7669-01A,TRA,189
TCGA-44-7669-01A,TRB,2
TCGA-44-7669-01A,TRD,4
TCGA-44-7669-01A,TRG,1
TCGA-93-8067-01A,IGH,30
TCGA-93-8067-01A,IGL,147
TCGA-93-8067-01A,IGK,363
TCGA-93-8067-01A,TRA,121
TCGA-93-8067-01A,TRB,1
TCGA-93-8067-01A,TRD,0
TCGA-93-8067-01A,TRG,1
TCGA-50-6673-01A,IGH,129
TCGA-50-6673-01A,IGL,431
TCGA-50-6673-01A,IGK,1390
TCGA-50-6673-01A,TRA,396
TCGA-50-6673-01A,TRB,2
TCGA-50-6673-01A,TRD,8
TCGA-50-6673-01A,TRG,0
TCGA-78-8662-01A,IGH,1
TCGA-78-8662-01A,IGL,14
TCGA-78-8662-01A,IGK,24
TCGA-78-8662-01A,TRA,14
TCGA-78-8662-01A,TRB,0
TCGA-78-8662-01A,TRD,1
TCGA-78-8662-01A,TRG,0
TCGA-MP-A4TI-01A,IGH,37
TCGA-MP-A4TI-01A,IGL,237
TCGA-MP-A4TI-01A,IGK,522
TCGA-MP-A4TI-01A,TRA,108
TCGA-MP-A4TI-01A,TRB,3
TCGA-MP-A4TI-01A,TRD,2
TCGA-MP-A4TI-01A,TRG,0
TCGA-55-8619-01A,IGH,162
TCGA-55-8619-01A,IGL,559
TCGA-55-8619-01A,IGK,1624
TCGA-55-8619-01A,TRA,384
TCGA-55-8619-01A,TRB,2
TCGA-55-8619-01A,TRD,7
TCGA-55-8619-01A,TRG,0
TCGA-53-A4EZ-01A,IGH,9
TCGA-53-A4EZ-01A,IGL,53
TCGA-53-A4EZ-01A,IGK,133
TCGA-53-A4EZ-01A,TRA,31
TCGA-53-A4EZ-01A,TRB,0
TCGA-53-A4EZ-01A,TRD,0
TCGA-53-A4EZ-01A,TRG,0
TCGA-44-A47A-01A,IGH,13
TCGA-44-A47A-01A,IGL,73
TCGA-44-A47A-01A,IGK,188
TCGA-44-A47A-01A,TRA,57
TCGA-44-A47A-01A,TRB,3
TCGA-44-A47A-01A,TRD,2
TCGA-44-A47A-01A,TRG,0
TCGA-44-2668-01B,IGH,11
TCGA-44-2668-01B,IGL,17
TCGA-44-2668-01B,IGK,142
TCGA-44-2668-01B,TRA,86
TCGA-44-2668-01B,TRB,3
TCGA-44-2668-01B,TRD,1
TCGA-44-2668-01B,TRG,1
TCGA-35-3615-01A,IGH,27
TCGA-35-3615-01A,IGL,234
TCGA-35-3615-01A,IGK,584
TCGA-35-3615-01A,TRA,191
TCGA-35-3615-01A,TRB,3
TCGA-35-3615-01A,TRD,2
TCGA-35-3615-01A,TRG,0
TCGA-97-8547-01A,IGH,1
TCGA-97-8547-01A,IGL,18
TCGA-97-8547-01A,IGK,43
TCGA-97-8547-01A,TRA,24
TCGA-97-8547-01A,TRB,2
TCGA-97-8547-01A,TRD,0
TCGA-97-8547-01A,TRG,0
TCGA-55-A4DF-01A,IGH,31
TCGA-55-A4DF-01A,IGL,259
TCGA-55-A4DF-01A,IGK,531
TCGA-55-A4DF-01A,TRA,123
TCGA-55-A4DF-01A,TRB,4
TCGA-55-A4DF-01A,TRD,4
TCGA-55-A4DF-01A,TRG,0
TCGA-93-A4JN-01A,IGH,253
TCGA-93-A4JN-01A,IGL,847
TCGA-93-A4JN-01A,IGK,2619
TCGA-93-A4JN-01A,TRA,541
TCGA-93-A4JN-01A,TRB,2
TCGA-93-A4JN-01A,TRD,20
TCGA-93-A4JN-01A,TRG,0
TCGA-97-7554-01A,IGH,217
TCGA-97-7554-01A,IGL,608
TCGA-97-7554-01A,IGK,2373
TCGA-97-7554-01A,TRA,513
TCGA-97-7554-01A,TRB,2
TCGA-97-7554-01A,TRD,23
TCGA-97-7554-01A,TRG,1
TCGA-62-8399-01A,IGH,75
TCGA-62-8399-01A,IGL,244
TCGA-62-8399-01A,IGK,537
TCGA-62-8399-01A,TRA,103
TCGA-62-8399-01A,TRB,3
TCGA-62-8399-01A,TRD,6
TCGA-62-8399-01A,TRG,0
TCGA-44-2657-01A,IGH,241
TCGA-44-2657-01A,IGL,1436
TCGA-44-2657-01A,IGK,2789
TCGA-44-2657-01A,TRA,990
TCGA-44-2657-01A,TRB,12
TCGA-44-2657-01A,TRD,25
TCGA-44-2657-01A,TRG,0
TCGA-55-A48Z-01A,IGH,123
TCGA-55-A48Z-01A,IGL,516
TCGA-55-A48Z-01A,IGK,1167
TCGA-55-A48Z-01A,TRA,244
TCGA-55-A48Z-01A,TRB,2
TCGA-55-A48Z-01A,TRD,4
TCGA-55-A48Z-01A,TRG,0
TCGA-49-4505-01A,IGH,70
TCGA-49-4505-01A,IGL,566
TCGA-49-4505-01A,IGK,1783
TCGA-49-4505-01A,TRA,563
TCGA-49-4505-01A,TRB,6
TCGA-49-4505-01A,TRD,21
TCGA-49-4505-01A,TRG,2
TCGA-73-4670-01A,IGH,133
TCGA-73-4670-01A,IGL,468
TCGA-73-4670-01A,IGK,1469
TCGA-73-4670-01A,TRA,381
TCGA-73-4670-01A,TRB,4
TCGA-73-4670-01A,TRD,11
TCGA-73-4670-01A,TRG,0
TCGA-78-7166-01A,IGH,26
TCGA-78-7166-01A,IGL,165
TCGA-78-7166-01A,IGK,419
TCGA-78-7166-01A,TRA,146
TCGA-78-7166-01A,TRB,5
TCGA-78-7166-01A,TRD,2
TCGA-78-7166-01A,TRG,0
TCGA-4B-A93V-01A,IGH,166
TCGA-4B-A93V-01A,IGL,539
TCGA-4B-A93V-01A,IGK,1794
TCGA-4B-A93V-01A,TRA,398
TCGA-4B-A93V-01A,TRB,0
TCGA-4B-A93V-01A,TRD,13
TCGA-4B-A93V-01A,TRG,0
TCGA-50-5939-01A,IGH,102
TCGA-50-5939-01A,IGL,432
TCGA-50-5939-01A,IGK,1208
TCGA-50-5939-01A,TRA,322
TCGA-50-5939-01A,TRB,0
TCGA-50-5939-01A,TRD,12
TCGA-50-5939-01A,TRG,0
TCGA-44-2666-01B,IGH,30
TCGA-44-2666-01B,IGL,83
TCGA-44-2666-01B,IGK,412
TCGA-44-2666-01B,TRA,168
TCGA-44-2666-01B,TRB,2
TCGA-44-2666-01B,TRD,2
TCGA-44-2666-01B,TRG,0
TCGA-55-8511-01A,IGH,199
TCGA-55-8511-01A,IGL,681
TCGA-55-8511-01A,IGK,1166
TCGA-55-8511-01A,TRA,312
TCGA-55-8511-01A,TRB,7
TCGA-55-8511-01A,TRD,8
TCGA-55-8511-01A,TRG,1
TCGA-MP-A4SV-01A,IGH,145
TCGA-MP-A4SV-01A,IGL,621
TCGA-MP-A4SV-01A,IGK,1479
TCGA-MP-A4SV-01A,TRA,380
TCGA-MP-A4SV-01A,TRB,8
TCGA-MP-A4SV-01A,TRD,9
TCGA-MP-A4SV-01A,TRG,1
TCGA-69-7765-01A,IGH,103
TCGA-69-7765-01A,IGL,400
TCGA-69-7765-01A,IGK,1394
TCGA-69-7765-01A,TRA,340
TCGA-69-7765-01A,TRB,1
TCGA-69-7765-01A,TRD,2
TCGA-69-7765-01A,TRG,0
TCGA-67-4679-01B,IGH,20
TCGA-67-4679-01B,IGL,69
TCGA-67-4679-01B,IGK,198
TCGA-67-4679-01B,TRA,59
TCGA-67-4679-01B,TRB,3
TCGA-67-4679-01B,TRD,1
TCGA-67-4679-01B,TRG,0
TCGA-55-8090-01A,IGH,50
TCGA-55-8090-01A,IGL,246
TCGA-55-8090-01A,IGK,574
TCGA-55-8090-01A,TRA,191
TCGA-55-8090-01A,TRB,6
TCGA-55-8090-01A,TRD,7
TCGA-55-8090-01A,TRG,0
TCGA-55-6980-01A,IGH,15
TCGA-55-6980-01A,IGL,72
TCGA-55-6980-01A,IGK,276
TCGA-55-6980-01A,TRA,74
TCGA-55-6980-01A,TRB,2
TCGA-55-6980-01A,TRD,3
TCGA-55-6980-01A,TRG,0
TCGA-55-7283-01A,IGH,12
TCGA-55-7283-01A,IGL,91
TCGA-55-7283-01A,IGK,202
TCGA-55-7283-01A,TRA,65
TCGA-55-7283-01A,TRB,1
TCGA-55-7283-01A,TRD,1
TCGA-55-7283-01A,TRG,0
TCGA-91-6836-01A,IGH,47
TCGA-91-6836-01A,IGL,159
TCGA-91-6836-01A,IGK,486
TCGA-91-6836-01A,TRA,112
TCGA-91-6836-01A,TRB,2
TCGA-91-6836-01A,TRD,1
TCGA-91-6836-01A,TRG,0
TCGA-75-5147-01A,IGH,152
TCGA-75-5147-01A,IGL,933
TCGA-75-5147-01A,IGK,2644
TCGA-75-5147-01A,TRA,552
TCGA-75-5147-01A,TRB,5
TCGA-75-5147-01A,TRD,18
TCGA-75-5147-01A,TRG,0
TCGA-35-5375-01A,IGH,29
TCGA-35-5375-01A,IGL,194
TCGA-35-5375-01A,IGK,619
TCGA-35-5375-01A,TRA,75
TCGA-35-5375-01A,TRB,0
