Sample ID,chain_type,rna_count
TCGA-71-8520-01A,TRA,73
TCGA-71-8520-01A,TRB,0
TCGA-71-8520-01A,TRD,3
TCGA-71-8520-01A,TRG,0
TCGA-05-5425-01A,IGH,94
TCGA-05-5425-01A,IGL,393
TCGA-05-5425-01A,IGK,1210
TCGA-05-5425-01A,TRA,303
TCGA-05-5425-01A,TRB,11
TCGA-05-5425-01A,TRD,12
TCGA-05-5425-01A,TRG,1
TCGA-44-2659-01A,IGH,147
TCGA-44-2659-01A,IGL,684
TCGA-44-2659-01A,IGK,1735
TCGA-44-2659-01A,TRA,668
TCGA-44-2659-01A,TRB,18
TCGA-44-2659-01A,TRD,15
TCGA-44-2659-01A,TRG,2
TCGA-86-7954-01A,IGH,30
TCGA-86-7954-01A,IGL,172
TCGA-86-7954-01A,IGK,441
TCGA-86-7954-01A,TRA,91
TCGA-86-7954-01A,TRB,9
TCGA-86-7954-01A,TRD,4
TCGA-86-7954-01A,TRG,1
TCGA-J2-8192-01A,IGH,57
TCGA-J2-8192-01A,IGL,202
TCGA-J2-8192-01A,IGK,768
TCGA-J2-8192-01A,TRA,377
TCGA-J2-8192-01A,TRB,5
TCGA-J2-8192-01A,TRD,4
TCGA-J2-8192-01A,TRG,0
TCGA-99-8033-01A,IGH,25
TCGA-99-8033-01A,IGL,144
TCGA-99-8033-01A,IGK,452
TCGA-99-8033-01A,TRA,210
TCGA-99-8033-01A,TRB,5
TCGA-99-8033-01A,TRD,1
TCGA-99-8033-01A,TRG,0
TCGA-55-7816-01A,IGH,30
TCGA-55-7816-01A,IGL,131
TCGA-55-7816-01A,IGK,551
TCGA-55-7816-01A,TRA,167
TCGA-55-7816-01A,TRB,2
TCGA-55-7816-01A,TRD,2
TCGA-55-7816-01A,TRG,2
TCGA-49-AARE-01A,IGH,56
TCGA-49-AARE-01A,IGL,361
TCGA-49-AARE-01A,IGK,886
TCGA-49-AARE-01A,TRA,162
TCGA-49-AARE-01A,TRB,8
TCGA-49-AARE-01A,TRD,7
TCGA-49-AARE-01A,TRG,1
TCGA-49-4494-01A,IGH,32
TCGA-49-4494-01A,IGL,277
TCGA-49-4494-01A,IGK,805
TCGA-49-4494-01A,TRA,208
TCGA-49-4494-01A,TRB,5
TCGA-49-4494-01A,TRD,5
TCGA-49-4494-01A,TRG,1
TCGA-49-4501-01A,IGH,94
TCGA-49-4501-01A,IGL,528
TCGA-49-4501-01A,IGK,1874
TCGA-49-4501-01A,TRA,524
TCGA-49-4501-01A,TRB,13
TCGA-49-4501-01A,TRD,18
TCGA-49-4501-01A,TRG,0
TCGA-62-A46V-01A,IGH,3
TCGA-62-A46V-01A,IGL,19
TCGA-62-A46V-01A,IGK,59
TCGA-62-A46V-01A,TRA,17
TCGA-62-A46V-01A,TRB,1
TCGA-62-A46V-01A,TRD,0
TCGA-62-A46V-01A,TRG,0
TCGA-86-8669-01A,IGH,154
TCGA-86-8669-01A,IGL,431
TCGA-86-8669-01A,IGK,1485
TCGA-86-8669-01A,TRA,396
TCGA-86-8669-01A,TRB,5
TCGA-86-8669-01A,TRD,9
TCGA-86-8669-01A,TRG,0
TCGA-95-7567-01A,IGH,218
TCGA-95-7567-01A,IGL,1216
TCGA-95-7567-01A,IGK,2281
TCGA-95-7567-01A,TRA,518
TCGA-95-7567-01A,TRB,7
TCGA-95-7567-01A,TRD,14
TCGA-95-7567-01A,TRG,3
TCGA-64-1676-01A,IGH,16
TCGA-64-1676-01A,IGL,214
TCGA-64-1676-01A,IGK,481
TCGA-64-1676-01A,TRA,114
TCGA-64-1676-01A,TRB,4
TCGA-64-1676-01A,TRD,3
TCGA-64-1676-01A,TRG,0
TCGA-44-8117-01A,IGH,59
TCGA-44-8117-01A,IGL,310
TCGA-44-8117-01A,IGK,809
TCGA-44-8117-01A,TRA,141
TCGA-44-8117-01A,TRB,6
TCGA-44-8117-01A,TRD,6
TCGA-44-8117-01A,TRG,0
TCGA-50-8460-01A,IGH,195
TCGA-50-8460-01A,IGL,616
TCGA-50-8460-01A,IGK,1609
TCGA-50-8460-01A,TRA,490
TCGA-50-8460-01A,TRB,11
TCGA-50-8460-01A,TRD,13
TCGA-50-8460-01A,TRG,0
TCGA-75-5126-01A,IGH,18
TCGA-75-5126-01A,IGL,70
TCGA-75-5126-01A,IGK,188
TCGA-75-5126-01A,TRA,45
TCGA-75-5126-01A,TRB,1
TCGA-75-5126-01A,TRD,2
TCGA-75-5126-01A,TRG,0
TCGA-53-7813-01A,IGH,52
TCGA-53-7813-01A,IGL,303
TCGA-53-7813-01A,IGK,1217
TCGA-53-7813-01A,TRA,237
TCGA-53-7813-01A,TRB,5
TCGA-53-7813-01A,TRD,5
TCGA-53-7813-01A,TRG,0
TCGA-78-7152-01A,IGH,63
TCGA-78-7152-01A,IGL,243
TCGA-78-7152-01A,IGK,649
TCGA-78-7152-01A,TRA,144
TCGA-78-7152-01A,TRB,3
TCGA-78-7152-01A,TRD,8
TCGA-78-7152-01A,TRG,0
TCGA-64-1681-01A,IGH,25
TCGA-64-1681-01A,IGL,202
TCGA-64-1681-01A,IGK,473
TCGA-64-1681-01A,TRA,133
TCGA-64-1681-01A,TRB,3
TCGA-64-1681-01A,TRD,2
TCGA-64-1681-01A,TRG,0
TCGA-50-6597-01A,IGH,23
TCGA-50-6597-01A,IGL,223
TCGA-50-6597-01A,IGK,624
TCGA-50-6597-01A,TRA,112
TCGA-50-6597-01A,TRB,6
TCGA-50-6597-01A,TRD,2
TCGA-50-6597-01A,TRG,0
TCGA-55-8091-01A,IGH,111
TCGA-55-8091-01A,IGL,461
TCGA-55-8091-01A,IGK,1339
TCGA-55-8091-01A,TRA,363
TCGA-55-8091-01A,TRB,7
TCGA-55-8091-01A,TRD,8
TCGA-55-8091-01A,TRG,0
TCGA-49-AAR0-01A,IGH,38
TCGA-49-AAR0-01A,IGL,172
TCGA-49-AAR0-01A,IGK,411
TCGA-49-AAR0-01A,TRA,62
TCGA-49-AAR0-01A,TRB,5
TCGA-49-AAR0-01A,TRD,7
TCGA-49-AAR0-01A,TRG,0
TCGA-55-6982-01A,IGH,82
TCGA-55-6982-01A,IGL,430
TCGA-55-6982-01A,IGK,592
TCGA-55-6982-01A,TRA,166
TCGA-55-6982-01A,TRB,0
TCGA-55-6982-01A,TRD,5
TCGA-55-6982-01A,TRG,0
TCGA-MP-A4TH-01A,IGH,100
TCGA-MP-A4TH-01A,IGL,733
TCGA-MP-A4TH-01A,IGK,1606
TCGA-MP-A4TH-01A,TRA,342
TCGA-MP-A4TH-01A,TRB,12
TCGA-MP-A4TH-01A,TRD,14
TCGA-MP-A4TH-01A,TRG,0
TCGA-86-8073-01A,IGH,17
TCGA-86-8073-01A,IGL,59
TCGA-86-8073-01A,IGK,235
TCGA-86-8073-01A,TRA,99
TCGA-86-8073-01A,TRB,2
TCGA-86-8073-01A,TRD,1
TCGA-86-8073-01A,TRG,0
TCGA-62-A471-01A,IGH,22
TCGA-62-A471-01A,IGL,122
TCGA-62-A471-01A,IGK,265
TCGA-62-A471-01A,TRA,72
TCGA-62-A471-01A,TRB,1
TCGA-62-A471-01A,TRD,1
TCGA-62-A471-01A,TRG,0
TCGA-50-6593-01A,IGH,29
TCGA-50-6593-01A,IGL,109
TCGA-50-6593-01A,IGK,501
TCGA-50-6593-01A,TRA,104
TCGA-50-6593-01A,TRB,2
TCGA-50-6593-01A,TRD,1
TCGA-50-6593-01A,TRG,0
TCGA-93-7348-01A,IGH,155
TCGA-93-7348-01A,IGL,693
TCGA-93-7348-01A,IGK,1911
TCGA-93-7348-01A,TRA,525
TCGA-93-7348-01A,TRB,1
TCGA-93-7348-01A,TRD,13
TCGA-93-7348-01A,TRG,0
TCGA-55-8514-01A,IGH,15
TCGA-55-8514-01A,IGL,92
TCGA-55-8514-01A,IGK,200
TCGA-55-8514-01A,TRA,37
TCGA-55-8514-01A,TRB,0
TCGA-55-8514-01A,TRD,2
TCGA-55-8514-01A,TRG,0
TCGA-L4-A4E5-01A,IGH,82
TCGA-L4-A4E5-01A,IGL,232
TCGA-L4-A4E5-01A,IGK,718
TCGA-L4-A4E5-01A,TRA,198
TCGA-L4-A4E5-01A,TRB,0
TCGA-L4-A4E5-01A,TRD,12
TCGA-L4-A4E5-01A,TRG,0
TCGA-55-8506-01A,IGH,61
TCGA-55-8506-01A,IGL,211
TCGA-55-8506-01A,IGK,506
TCGA-55-8506-01A,TRA,111
TCGA-55-8506-01A,TRB,4
TCGA-55-8506-01A,TRD,2
TCGA-55-8506-01A,TRG,0
TCGA-97-A4M7-01A,IGH,209
TCGA-97-A4M7-01A,IGL,990
TCGA-97-A4M7-01A,IGK,2131
TCGA-97-A4M7-01A,TRA,584
TCGA-97-A4M7-01A,TRB,7
TCGA-97-A4M7-01A,TRD,26
TCGA-97-A4M7-01A,TRG,0
TCGA-MP-A4SW-01A,IGH,164
TCGA-MP-A4SW-01A,IGL,763
TCGA-MP-A4SW-01A,IGK,1672
TCGA-MP-A4SW-01A,TRA,594
TCGA-MP-A4SW-01A,TRB,8
TCGA-MP-A4SW-01A,TRD,29
TCGA-MP-A4SW-01A,TRG,0
TCGA-73-7499-01A,IGH,64
TCGA-73-7499-01A,IGL,438
TCGA-73-7499-01A,IGK,1510
TCGA-73-7499-01A,TRA,277
TCGA-73-7499-01A,TRB,23
TCGA-73-7499-01A,TRD,7
TCGA-73-7499-01A,TRG,1
TCGA-95-A4VK-01A,IGH,45
TCGA-95-A4VK-01A,IGL,185
TCGA-95-A4VK-01A,IGK,559
TCGA-95-A4VK-01A,TRA,125
TCGA-95-A4VK-01A,TRB,7
TCGA-95-A4VK-01A,TRD,4
TCGA-95-A4VK-01A,TRG,0
TCGA-MP-A4TK-01A,IGH,253
TCGA-MP-A4TK-01A,IGL,985
TCGA-MP-A4TK-01A,IGK,1793
TCGA-MP-A4TK-01A,TRA,360
TCGA-MP-A4TK-01A,TRB,8
TCGA-MP-A4TK-01A,TRD,13
TCGA-MP-A4TK-01A,TRG,0
TCGA-J2-A4AG-01A,IGH,32
TCGA-J2-A4AG-01A,IGL,206
TCGA-J2-A4AG-01A,IGK,602
TCGA-J2-A4AG-01A,TRA,110
TCGA-J2-A4AG-01A,TRB,3
TCGA-J2-A4AG-01A,TRD,4
TCGA-J2-A4AG-01A,TRG,0
TCGA-73-A9RS-01A,IGH,40
TCGA-73-A9RS-01A,IGL,140
TCGA-73-A9RS-01A,IGK,331
TCGA-73-A9RS-01A,TRA,55
TCGA-73-A9RS-01A,TRB,1
TCGA-73-A9RS-01A,TRD,1
TCGA-73-A9RS-01A,TRG,0
TCGA-97-8176-01A,IGH,12
TCGA-97-8176-01A,IGL,99
TCGA-97-8176-01A,IGK,210
TCGA-97-8176-01A,TRA,35
TCGA-97-8176-01A,TRB,1
TCGA-97-8176-01A,TRD,1
TCGA-97-8176-01A,TRG,0
TCGA-55-7724-01A,IGH,35
TCGA-55-7724-01A,IGL,194
TCGA-55-7724-01A,IGK,706
TCGA-55-7724-01A,TRA,167
TCGA-55-7724-01A,TRB,2
TCGA-55-7724-01A,TRD,5
TCGA-55-7724-01A,TRG,0
TCGA-91-6835-01A,IGH,10
TCGA-91-6835-01A,IGL,34
TCGA-91-6835-01A,IGK,133
TCGA-91-6835-01A,TRA,34
TCGA-91-6835-01A,TRB,9
TCGA-91-6835-01A,TRD,0
TCGA-91-6835-01A,TRG,2
TCGA-49-AARN-01A,IGH,82
TCGA-49-AARN-01A,IGL,257
TCGA-49-AARN-01A,IGK,754
TCGA-49-AARN-01A,TRA,182
TCGA-49-AARN-01A,TRB,4
TCGA-49-AARN-01A,TRD,9
TCGA-49-AARN-01A,TRG,0
TCGA-38-4625-01A,IGH,77
TCGA-38-4625-01A,IGL,274
TCGA-38-4625-01A,IGK,952
TCGA-38-4625-01A,TRA,328
TCGA-38-4625-01A,TRB,2
TCGA-38-4625-01A,TRD,5
TCGA-38-4625-01A,TRG,0
TCGA-49-6745-01A,IGH,34
TCGA-49-6745-01A,IGL,104
TCGA-49-6745-01A,IGK,291
TCGA-49-6745-01A,TRA,100
TCGA-49-6745-01A,TRB,4
TCGA-49-6745-01A,TRD,3
TCGA-49-6745-01A,TRG,0
TCGA-86-7701-01A,IGH,173
TCGA-86-7701-01A,IGL,575
TCGA-86-7701-01A,IGK,1958
TCGA-86-7701-01A,TRA,543
TCGA-86-7701-01A,TRB,7
TCGA-86-7701-01A,TRD,14
TCGA-86-7701-01A,TRG,0
TCGA-53-7626-01A,IGH,85
TCGA-53-7626-01A,IGL,448
TCGA-53-7626-01A,IGK,1242
TCGA-53-7626-01A,TRA,278
TCGA-53-7626-01A,TRB,14
TCGA-53-7626-01A,TRD,6
TCGA-53-7626-01A,TRG,3
TCGA-MP-A4TA-01A,IGH,90
TCGA-MP-A4TA-01A,IGL,453
TCGA-MP-A4TA-01A,IGK,1238
TCGA-MP-A4TA-01A,TRA,210
TCGA-MP-A4TA-01A,TRB,4
TCGA-MP-A4TA-01A,TRD,12
TCGA-MP-A4TA-01A,TRG,0
TCGA-05-4427-01A,IGH,24
TCGA-05-4427-01A,IGL,193
TCGA-05-4427-01A,IGK,519
TCGA-05-4427-01A,TRA,98
TCGA-05-4427-01A,TRB,0
TCGA-05-4427-01A,TRD,1
TCGA-05-4427-01A,TRG,0
TCGA-78-7154-01A,IGH,9
TCGA-78-7154-01A,IGL,39
TCGA-78-7154-01A,IGK,68
TCGA-78-7154-01A,TRA,47
TCGA-78-7154-01A,TRB,1
TCGA-78-7154-01A,TRD,0
TCGA-78-7154-01A,TRG,0
TCGA-50-5931-01A,IGH,3
TCGA-50-5931-01A,IGL,30
TCGA-50-5931-01A,IGK,99
TCGA-50-5931-01A,TRA,19
TCGA-50-5931-01A,TRB,0
TCGA-50-5931-01A,TRD,0
TCGA-50-5931-01A,TRG,0
TCGA-86-8358-01A,IGH,34
TCGA-86-8358-01A,IGL,180
TCGA-86-8358-01A,IGK,440
TCGA-86-8358-01A,TRA,101
TCGA-86-8358-01A,TRB,2
TCGA-86-8358-01A,TRD,6
TCGA-86-8358-01A,TRG,0
TCGA-67-6217-01A,IGH,75
TCGA-67-6217-01A,IGL,396
TCGA-67-6217-01A,IGK,910
TCGA-67-6217-01A,TRA,186
TCGA-67-6217-01A,TRB,4
TCGA-67-6217-01A,TRD,4
TCGA-67-6217-01A,TRG,0
TCGA-05-5428-01A,IGH,2
TCGA-05-5428-01A,IGL,32
TCGA-05-5428-01A,IGK,76
TCGA-05-5428-01A,TRA,9
TCGA-05-5428-01A,TRB,0
TCGA-05-5428-01A,TRD,0
TCGA-05-5428-01A,TRG,0
TCGA-49-4510-01A,IGH,168
TCGA-49-4510-01A,IGL,615
TCGA-49-4510-01A,IGK,2166
TCGA-49-4510-01A,TRA,756
TCGA-49-4510-01A,TRB,3
TCGA-49-4510-01A,TRD,29
TCGA-49-4510-01A,TRG,1
TCGA-55-A57B-01A,IGH,8
TCGA-55-A57B-01A,IGL,54
TCGA-55-A57B-01A,IGK,108
TCGA-55-A57B-01A,TRA,28
TCGA-55-A57B-01A,TRB,4
TCGA-55-A57B-01A,TRD,0
TCGA-55-A57B-01A,TRG,0
TCGA-L9-A50W-01A,IGH,79
TCGA-L9-A50W-01A,IGL,334
TCGA-L9-A50W-01A,IGK,519
TCGA-L9-A50W-01A,TRA,146
TCGA-L9-A50W-01A,TRB,1
TCGA-L9-A50W-01A,TRD,0
TCGA-L9-A50W-01A,TRG,0
TCGA-78-7153-01A,IGH,89
TCGA-78-7153-01A,IGL,429
TCGA-78-7153-01A,IGK,1357
TCGA-78-7153-01A,TRA,382
TCGA-78-7153-01A,TRB,3
TCGA-78-7153-01A,TRD,10
TCGA-78-7153-01A,TRG,0
TCGA-05-4390-01A,IGH,61
TCGA-05-4390-01A,IGL,383
TCGA-05-4390-01A,IGK,1119
TCGA-05-4390-01A,TRA,285
TCGA-05-4390-01A,TRB,1
TCGA-05-4390-01A,TRD,6
TCGA-05-4390-01A,TRG,1
TCGA-05-4402-01A,IGH,90
TCGA-05-4402-01A,IGL,616
TCGA-05-4402-01A,IGK,1609
TCGA-05-4402-01A,TRA,349
TCGA-05-4402-01A,TRB,4
TCGA-05-4402-01A,TRD,15
TCGA-05-4402-01A,TRG,0
TCGA-L4-A4E6-01A,IGH,28
TCGA-L4-A4E6-01A,IGL,164
TCGA-L4-A4E6-01A,IGK,397
TCGA-L4-A4E6-01A,TRA,98
TCGA-L4-A4E6-01A,TRB,0
TCGA-L4-A4E6-01A,TRD,2
TCGA-L4-A4E6-01A,TRG,0
TCGA-05-4249-01A,IGH,169
TCGA-05-4249-01A,IGL,641
TCGA-05-4249-01A,IGK,2100
TCGA-05-4249-01A,TRA,501
TCGA-05-4249-01A,TRB,6
TCGA-05-4249-01A,TRD,9
TCGA-05-4249-01A,TRG,0
TCGA-55-8097-01A,IGH,42
TCGA-55-8097-01A,IGL,207
TCGA-55-8097-01A,IGK,720
TCGA-55-8097-01A,TRA,210
TCGA-55-8097-01A,TRB,8
TCGA-55-8097-01A,TRD,1
TCGA-55-8097-01A,TRG,1
TCGA-78-8655-01A,IGH,17
TCGA-78-8655-01A,IGL,107
TCGA-78-8655-01A,IGK,360
TCGA-78-8655-01A,TRA,71
TCGA-78-8655-01A,TRB,5
TCGA-78-8655-01A,TRD,0
TCGA-78-8655-01A,TRG,0
TCGA-NJ-A4YI-01A,IGH,9
TCGA-NJ-A4YI-01A,IGL,45
TCGA-NJ-A4YI-01A,IGK,104
TCGA-NJ-A4YI-01A,TRA,18
TCGA-NJ-A4YI-01A,TRB,1
TCGA-NJ-A4YI-01A,TRD,1
TCGA-NJ-A4YI-01A,TRG,0
TCGA-50-7109-01A,IGH,155
TCGA-50-7109-01A,IGL,621
TCGA-50-7109-01A,IGK,1271
TCGA-50-7109-01A,TRA,364
TCGA-50-7109-01A,TRB,5
TCGA-50-7109-01A,TRD,11
TCGA-50-7109-01A,TRG,0
TCGA-55-8621-01A,IGH,166
TCGA-55-8621-01A,IGL,697
TCGA-55-8621-01A,IGK,1500
TCGA-55-8621-01A,TRA,406
TCGA-55-8621-01A,TRB,6
TCGA-55-8621-01A,TRD,17
TCGA-55-8621-01A,TRG,0
TCGA-50-5930-01A,IGH,100
TCGA-50-5930-01A,IGL,532
TCGA-50-5930-01A,IGK,1451
TCGA-50-5930-01A,TRA,284
TCGA-50-5930-01A,TRB,1
TCGA-50-5930-01A,TRD,11
TCGA-50-5930-01A,TRG,0
TCGA-44-3919-01A,IGH,255
TCGA-44-3919-01A,IGL,815
TCGA-44-3919-01A,IGK,2795
TCGA-44-3919-01A,TRA,773
TCGA-44-3919-01A,TRB,21
TCGA-44-3919-01A,TRD,12
TCGA-44-3919-01A,TRG,0
TCGA-69-7980-01A,IGH,27
TCGA-69-7980-01A,IGL,172
TCGA-69-7980-01A,IGK,398
TCGA-69-7980-01A,TRA,80
TCGA-69-7980-01A,TRB,8
TCGA-69-7980-01A,TRD,2
TCGA-69-7980-01A,TRG,0
TCGA-44-3918-01B,IGH,24
TCGA-44-3918-01B,IGL,44
TCGA-44-3918-01B,IGK,280
TCGA-44-3918-01B,TRA,93
TCGA-44-3918-01B,TRB,2
TCGA-44-3918-01B,TRD,1
TCGA-44-3918-01B,TRG,0
TCGA-64-5775-01A,IGH,11
TCGA-64-5775-01A,IGL,38
TCGA-64-5775-01A,IGK,70
TCGA-64-5775-01A,TRA,32
TCGA-64-5775-01A,TRB,0
TCGA-64-5775-01A,TRD,0
TCGA-64-5775-01A,TRG,0
TCGA-91-6849-01A,IGH,61
TCGA-91-6849-01A,IGL,197
TCGA-91-6849-01A,IGK,869
TCGA-91-6849-01A,TRA,214
TCGA-91-6849-01A,TRB,2
TCGA-91-6849-01A,TRD,3
TCGA-91-6849-01A,TRG,0
TCGA-44-A47B-01A,IGH,18
TCGA-44-A47B-01A,IGL,84
TCGA-44-A47B-01A,IGK,299
TCGA-44-A47B-01A,TRA,81
TCGA-44-A47B-01A,TRB,2
TCGA-44-A47B-01A,TRD,3
TCGA-44-A47B-01A,TRG,0
TCGA-75-6211-01A,IGH,146
TCGA-75-6211-01A,IGL,643
TCGA-75-6211-01A,IGK,1675
TCGA-75-6211-01A,TRA,352
TCGA-75-6211-01A,TRB,0
TCGA-75-6211-01A,TRD,9
TCGA-75-6211-01A,TRG,1
TCGA-05-4410-01A,IGH,124
TCGA-05-4410-01A,IGL,556
TCGA-05-4410-01A,IGK,1415
TCGA-05-4410-01A,TRA,428
TCGA-05-4410-01A,TRB,6
TCGA-05-4410-01A,TRD,9
TCGA-05-4410-01A,TRG,1
TCGA-55-A494-01A,IGH,1
TCGA-55-A494-01A,IGL,5
TCGA-55-A494-01A,IGK,11
TCGA-55-A494-01A,TRA,29
TCGA-55-A494-01A,TRB,0
TCGA-55-A494-01A,TRD,0
TCGA-55-A494-01A,TRG,0
TCGA-55-8508-01A,IGH,191
TCGA-55-8508-01A,IGL,761
TCGA-55-8508-01A,IGK,1690
TCGA-55-8508-01A,TRA,496
TCGA-55-8508-01A,TRB,5
TCGA-55-8508-01A,TRD,15
TCGA-55-8508-01A,TRG,0
TCGA-35-4122-01A,IGH,99
TCGA-35-4122-01A,IGL,501
TCGA-35-4122-01A,IGK,1487
TCGA-35-4122-01A,TRA,389
TCGA-35-4122-01A,TRB,10
TCGA-35-4122-01A,TRD,16
TCGA-35-4122-01A,TRG,0
TCGA-55-7815-01A,IGH,37
TCGA-55-7815-01A,IGL,204
TCGA-55-7815-01A,IGK,696
TCGA-55-7815-01A,TRA,122
TCGA-55-7815-01A,TRB,6
TCGA-55-7815-01A,TRD,3
TCGA-55-7815-01A,TRG,0
TCGA-86-8672-01A,IGH,97
TCGA-86-8672-01A,IGL,587
TCGA-86-8672-01A,IGK,1236
TCGA-86-8672-01A,TRA,300
TCGA-86-8672-01A,TRB,5
TCGA-86-8672-01A,TRD,12
TCGA-86-8672-01A,TRG,0
TCGA-44-6774-01A,IGH,51
TCGA-44-6774-01A,IGL,226
TCGA-44-6774-01A,IGK,507
TCGA-44-6774-01A,TRA,88
TCGA-44-6774-01A,TRB,3
TCGA-44-6774-01A,TRD,5
TCGA-44-6774-01A,TRG,0
TCGA-62-A472-01A,IGH,12
TCGA-62-A472-01A,IGL,22
TCGA-62-A472-01A,IGK,123
TCGA-62-A472-01A,TRA,36
TCGA-62-A472-01A,TRB,1
TCGA-62-A472-01A,TRD,1
TCGA-62-A472-01A,TRG,0
TCGA-50-5932-01A,IGH,21
TCGA-50-5932-01A,IGL,132
TCGA-50-5932-01A,IGK,386
TCGA-50-5932-01A,TRA,92
TCGA-50-5932-01A,TRB,0
TCGA-50-5932-01A,TRD,2
TCGA-50-5932-01A,TRG,0
TCGA-55-7227-01A,IGH,24
TCGA-55-7227-01A,IGL,98
TCGA-55-7227-01A,IGK,350
TCGA-55-7227-01A,TRA,65
TCGA-55-7227-01A,TRB,1
TCGA-55-7227-01A,TRD,0
TCGA-55-7227-01A,TRG,0
TCGA-49-AAR3-01A,IGH,62
TCGA-49-AAR3-01A,IGL,240
TCGA-49-AAR3-01A,IGK,768
TCGA-49-AAR3-01A,TRA,155
TCGA-49-AAR3-01A,TRB,5
TCGA-49-AAR3-01A,TRD,7
TCGA-49-AAR3-01A,TRG,0
TCGA-44-2655-01A,IGH,33
TCGA-44-2655-01A,IGL,300
TCGA-44-2655-01A,IGK,1093
TCGA-44-2655-01A,TRA,338
TCGA-44-2655-01A,TRB,11
TCGA-44-2655-01A,TRD,2
TCGA-44-2655-01A,TRG,1
TCGA-97-8179-01A,IGH,0
TCGA-97-8179-01A,IGL,17
TCGA-97-8179-01A,IGK,33
TCGA-97-8179-01A,TRA,42
TCGA-97-8179-01A,TRB,1
TCGA-97-8179-01A,TRD,0
TCGA-97-8179-01A,TRG,0
TCGA-55-8206-01A,IGH,50
TCGA-55-8206-01A,IGL,218
TCGA-55-8206-01A,IGK,750
TCGA-55-8206-01A,TRA,224
TCGA-55-8206-01A,TRB,8
TCGA-55-8206-01A,TRD,6
TCGA-55-8206-01A,TRG,0
TCGA-NJ-A4YP-01A,IGH,41
TCGA-NJ-A4YP-01A,IGL,245
TCGA-NJ-A4YP-01A,IGK,750
TCGA-NJ-A4YP-01A,TRA,163
TCGA-NJ-A4YP-01A,TRB,5
TCGA-NJ-A4YP-01A,TRD,2
TCGA-NJ-A4YP-01A,TRG,1
TCGA-55-8087-01A,IGH,15
TCGA-55-8087-01A,IGL,97
TCGA-55-8087-01A,IGK,203
TCGA-55-8087-01A,TRA,108
TCGA-55-8087-01A,TRB,2
TCGA-55-8087-01A,TRD,2
TCGA-55-8087-01A,TRG,0
TCGA-97-8172-01A,IGH,152
TCGA-97-8172-01A,IGL,665
TCGA-97-8172-01A,IGK,1442
TCGA-97-8172-01A,TRA,360
TCGA-97-8172-01A,TRB,9
TCGA-97-8172-01A,TRD,6
TCGA-97-8172-01A,TRG,1
TCGA-73-4662-01A,IGH,205
TCGA-73-4662-01A,IGL,662
TCGA-73-4662-01A,IGK,3229
TCGA-73-4662-01A,TRA,1060
TCGA-73-4662-01A,TRB,15
TCGA-73-4662-01A,TRD,28
TCGA-73-4662-01A,TRG,1
TCGA-62-A46R-01A,IGH,22
TCGA-62-A46R-01A,IGL,108
TCGA-62-A46R-01A,IGK,340
TCGA-62-A46R-01A,TRA,89
TCGA-62-A46R-01A,TRB,6
TCGA-62-A46R-01A,TRD,2
TCGA-62-A46R-01A,TRG,0
TCGA-55-8614-01A,IGH,38
TCGA-55-8614-01A,IGL,151
TCGA-55-8614-01A,IGK,312
TCGA-55-8614-01A,TRA,113
TCGA-55-8614-01A,TRB,2
TCGA-55-8614-01A,TRD,4
TCGA-55-8614-01A,TRG,0
TCGA-75-7025-01A,IGH,80
TCGA-75-7025-01A,IGL,393
TCGA-75-7025-01A,IGK,1333
TCGA-75-7025-01A,TRA,352
TCGA-75-7025-01A,TRB,5
TCGA-75-7025-01A,TRD,10
TCGA-75-7025-01A,TRG,0
TCGA-55-1594-01A,IGH,61
TCGA-55-1594-01A,IGL,198
TCGA-55-1594-01A,IGK,721
TCGA-55-1594-01A,TRA,147
TCGA-55-1594-01A,TRB,2
TCGA-55-1594-01A,TRD,2
TCGA-55-1594-01A,TRG,0
TCGA-86-8075-01A,IGH,189
TCGA-86-8075-01A,IGL,732
TCGA-86-8075-01A,IGK,2082
TCGA-86-8075-01A,TRA,508
TCGA-86-8075-01A,TRB,2
TCGA-86-8075-01A,TRD,14
TCGA-86-8075-01A,TRG,0
TCGA-78-7146-01A,IGH,3
TCGA-78-7146-01A,IGL,8
TCGA-78-7146-01A,IGK,42
TCGA-78-7146-01A,TRA,32
TCGA-78-7146-01A,TRB,2
TCGA-78-7146-01A,TRD,0
TCGA-78-7146-01A,TRG,0
TCGA-91-6847-01A,IGH,1
TCGA-91-6847-01A,IGL,14
TCGA-91-6847-01A,IGK,44
TCGA-91-6847-01A,TRA,24
TCGA-91-6847-01A,TRB,0
TCGA-91-6847-01A,TRD,0
TCGA-91-6847-01A,TRG,0
TCGA-55-A492-01A,IGH,8
TCGA-55-A492-01A,IGL,113
TCGA-55-A492-01A,IGK,210
TCGA-55-A492-01A,TRA,47
TCGA-55-A492-01A,TRB,1
TCGA-55-A492-01A,TRD,0
TCGA-55-A492-01A,TRG,0
TCGA-05-4415-01A,IGH,41
TCGA-05-4415-01A,IGL,201
TCGA-05-4415-01A,IGK,484
TCGA-05-4415-01A,TRA,136
TCGA-05-4415-01A,TRB,3
TCGA-05-4415-01A,TRD,3
TCGA-05-4415-01A,TRG,1
TCGA-95-8039-01A,IGH,17
TCGA-95-8039-01A,IGL,70
TCGA-95-8039-01A,IGK,134
TCGA-95-8039-01A,TRA,98
TCGA-95-8039-01A,TRB,2
